T/K,lnhc,IL,Normalized SMILES,RANDOM,hc
363.15,6.761572769,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3294,864.0000002
368.15,6.766191715,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3295,868.0000003
368.15,6.766191715,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3296,868.0000003
368.15,6.766191715,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3297,868.0000003
368.15,6.769641977,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3298,871.0000001
373.15,6.773080376,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3299,874.0000003
373.15,6.773080376,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3300,874.0000003
373.15,6.773080376,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3301,874.0000003
373.15,6.776506992,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3302,876.9999997
378.15,6.779921907,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3303,879.9999996
378.15,6.781057626,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3304,881.0000001
378.15,6.782192056,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3305,882
378.15,6.783325201,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3306,883.0000003
383.15,6.786716951,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3307,886.0000003
383.15,6.786716951,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3308,886.0000003
383.15,6.788971743,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3309,888
383.15,6.791221463,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3310,890.0000002
388.15,6.793466133,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3311,892.0000004
388.15,6.794586581,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3312,893.0000001
388.15,6.795705775,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3313,893.9999998
388.15,6.796823718,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3314,894.9999998
393.15,6.800170068,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3315,897.9999997
393.15,6.801283034,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3316,898.9999996
393.15,6.801283034,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3317,898.9999996
393.15,6.803505258,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3318,901.0000004
398.15,6.80682936,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3319,903.9999996
398.15,6.807934944,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3320,905.0000003
398.15,6.807934944,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3321,905.0000003
398.15,6.809039306,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3322,906
403.15,6.812345094,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3323,908.9999998
403.15,6.8134446,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3324,910.0000004
403.15,6.8134446,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3325,910.0000004
403.15,6.81563999,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3326,911.9999999
408.15,6.818924065,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3327,914.9999997
408.15,6.818924065,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3328,914.9999997
408.15,6.820016365,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3329,916.0000003
408.15,6.822197391,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3330,918.0000003
413.15,6.825460036,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3331,920.9999998
413.15,6.826545224,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3332,922.0000004
413.15,6.827629235,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3333,923.0000005
413.15,6.828712072,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3334,924.0000003
418.15,6.830874235,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3335,926.0000003
418.15,6.831953566,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3336,927.0000004
418.15,6.833031733,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3337,928.0000002
418.15,6.833031733,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3338,928.0000002
423.15,6.836259277,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3339,930.9999997
423.15,6.838405201,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3340,933.0000001
423.15,6.838405201,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3341,933.0000001
423.15,6.838405201,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3342,933.0000001
428.15,6.841615476,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3343,935.9999996
428.15,6.842683282,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3344,936.9999998
428.15,6.843749949,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3345,938
428.15,6.844815479,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3346,938.9999998
433.15,6.844815479,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3347,938.9999998
433.15,6.848005275,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3348,942.0000004
433.15,6.850126166,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3349,943.9999999
433.15,6.851184927,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3350,944.9999995
438.15,6.852242569,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3351,946
438.15,6.854354502,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3352,947.9999998
438.15,6.855408799,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3353,949.0000004
438.15,6.856461985,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3354,950.0000004
443.15,6.857514063,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3355,951.0000004
443.15,6.858565035,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3356,952.0000002
443.15,6.858565035,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3357,952.0000002
443.15,6.859614904,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3358,953.0000003
448.15,6.857514063,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3359,951.0000004
448.15,6.863803391,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3360,956.9999996
448.15,6.863803391,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3361,956.9999996
448.15,6.864847778,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3362,958
453.15,6.858565035,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3363,952.0000002
453.15,6.866933284,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3364,959.9999996
453.15,6.867974409,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3365,961
453.15,6.870053412,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3366,963.0000002
458.15,6.871091295,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3367,964.0000004
458.15,6.871091295,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3368,964.0000004
458.15,6.872128101,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3369,964.9999997
458.15,6.873163834,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3370,965.9999998
463.15,6.873163834,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3371,965.9999998
463.15,6.874198495,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3372,966.9999996
463.15,6.875232087,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3373,967.9999997
463.15,6.877296071,13,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],3374,969.9999995
192.85,6.138806385,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3375,463.5
193.84,6.144400203,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3376,466.0999998
194.36,6.144829204,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3377,466.3000001
195.76,6.14547236,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3378,466.6000002
197.7,6.143756357,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3379,465.7999998
199.64,6.141822329,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3380,464.9000001
201.58,6.141392036,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3381,464.7
203.53,6.140100046,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3382,464.0999999
205.47,6.139453425,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3383,463.8000001
207.42,6.138806385,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3384,463.5
209.36,6.138806385,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3385,463.5
211.3,6.138158926,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3386,463.1999999
213.25,6.138806385,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3387,463.5
215.19,6.138158926,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3388,463.1999999
217.13,6.138806385,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3389,463.5
219.08,6.139453425,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3390,463.8000001
221.02,6.139453425,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3391,463.8000001
222.96,6.140100046,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3392,464.0999999
224.9,6.141392036,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3393,464.7
226.85,6.141822329,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3394,464.9000001
228.8,6.143756357,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3395,465.7999998
230.75,6.14547236,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3396,466.6000002
248.34,6.156978986,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3397,472.0000002
249.07,6.157614377,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3398,472.3
250.32,6.158672466,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3399,472.8
251,6.159306783,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3400,473.1000002
252.27,6.16057421,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3401,473.7
252.93,6.160996329,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3402,473.9
254.22,6.162261618,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3403,474.5
254.87,6.162893663,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3404,474.8000001
256.17,6.164156555,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3405,475.4
256.8,6.164577165,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3406,475.6000001
258.12,6.165837934,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3407,476.2
258.74,6.166467723,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3408,476.5
260.07,6.168145224,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3409,477.3
260.67,6.168773562,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3410,477.6
262.02,6.170029055,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3411,478.2
262.61,6.170656211,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3412,478.5000001
263.97,6.172326706,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3413,479.2999999
264.54,6.172952423,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3414,479.5999999
265.92,6.173994416,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3415,480.1000002
266.48,6.17461909,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3416,480.3999999
267.87,6.176490776,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3417,481.2999999
268.42,6.177113894,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3418,481.6
269.82,6.178151561,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3419,482.0999998
270.35,6.178773645,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3420,482.3999998
271.77,6.180430647,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3421,483.2000002
272.29,6.181051315,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3422,483.5000001
273.73,6.182911012,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3423,484.4000002
274.23,6.183530143,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3424,484.7000001
275.68,6.184561177,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3425,485.2
276.16,6.185179288,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3426,485.5000001
277.63,6.18744243,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3427,486.5999998
278.1,6.18744243,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3428,486.5999998
279.58,6.189905486,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3429,487.8000001
281.53,6.19215797,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3430,488.9000002
283.48,6.193792959,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3431,489.7000001
285.44,6.196240441,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3432,490.9
287.39,6.198478716,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3433,491.9999998
289.34,6.200711993,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3434,493.0999999
291.29,6.202940294,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3435,494.2000002
293.24,6.205365517,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3436,495.4
295.19,6.207583483,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3437,496.4999998
297.15,6.209193466,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3438,497.3000001
299.1,6.211603589,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3439,498.4999998
301.05,6.213807778,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3440,499.5999999
303,6.216007119,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3441,500.6999998
304.95,6.218799303,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3442,502.1
306.9,6.22059017,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3443,502.9999999
308.86,6.223369604,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3444,504.4
310.81,6.22495439,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3445,505.1999998
312.76,6.227326871,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3446,506.4000001
314.71,6.229496711,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3447,507.5
316.67,6.232251534,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3448,508.9000002
318.62,6.234410726,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3449,510.0000001
320.57,6.236565266,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3450,511.1000001
322.53,6.238910391,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3451,512.3
324.48,6.241055268,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3452,513.3999998
326.44,6.243778476,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3453,514.8000001
328.39,6.245912948,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3454,515.8999999
330.34,6.248236279,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3455,517.0999998
332.3,6.250940028,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3456,518.5000002
334.25,6.253636485,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3457,519.8999998
336.21,6.255750042,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3458,521.0000001
338.16,6.258433578,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3459,522.4
340.11,6.261109932,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3460,523.8
342.07,6.262826671,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3461,524.7000002
344.02,6.26606138,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3462,526.4
345.98,6.267579983,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3463,527.1999999
347.93,6.270799378,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3464,528.9
349.89,6.273442884,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3465,530.2999999
351.85,6.276079421,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3466,531.7000003
353.8,6.278709024,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3467,533.1000001
355.76,6.280770301,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3468,534.2000002
357.71,6.283574303,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3469,535.7000001
359.66,6.285625586,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3470,536.8000002
361.61,6.288230238,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3471,538.1999998
363.57,6.290272002,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3472,539.2999998
365.52,6.292864596,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3473,540.6999998
367.47,6.296003737,5,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,3474,542.4000002
191.13,5.870426219,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3475,354.4000001
193.05,5.870990394,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3476,354.6000001
194.98,5.87183606,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3477,354.9000001
196.91,5.87239944,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3478,355.1
198.84,5.872962503,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3479,355.3
200.77,5.874087679,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3480,355.7
202.71,5.874649793,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3481,355.9000002
204.64,5.875773073,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3482,356.3000001
206.57,5.876614705,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3483,356.5999998
208.5,5.87745563,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3484,356.8999998
210.44,5.878295849,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3485,357.2
212.37,5.879135362,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3486,357.5
214.3,5.880253618,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3487,357.9000001
216.24,5.881370624,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3488,358.2999999
218.18,5.882486385,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3489,358.7000002
220.11,5.883879336,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3490,359.1999998
222.05,5.884992303,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3491,359.6000001
223.98,5.886381771,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3492,360.1000001
225.92,5.887214526,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3493,360.4000001
227.86,5.888600912,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3494,360.9000001
229.8,5.889985378,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3495,361.3999999
231.74,5.891920417,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3496,362.1000001
233.68,5.893024474,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3497,362.4999999
235.62,5.894402834,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3498,362.9999999
237.56,5.895779297,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3499,363.5
239.5,5.897153868,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3500,364.0000001
241.43,5.898800862,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3501,364.5999999
243.37,5.900171289,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3502,365.1000001
245.32,5.90153984,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3503,365.6000002
247.26,5.903179632,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3504,366.1999999
249.2,5.90481674,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3505,366.7999999
251.14,5.906451173,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3506,367.4000001
253.08,5.907811162,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3507,367.9
255.02,5.909440712,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3508,368.5000001
256.96,5.91106761,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3509,369.1
258.9,5.913232699,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3510,369.9000001
260.85,5.914313488,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3511,370.3
262.79,5.916202063,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3512,371.0000001
264.73,5.918087077,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3513,371.6999999
266.67,5.919162635,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3514,372.0999999
268.62,5.920773806,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3515,372.6999998
270.55,5.922650231,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3516,373.4
272.5,5.924523141,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3517,374.0999999
274.44,5.92639255,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3518,374.7999999
276.38,5.927192657,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3519,375.1
278.32,5.928524747,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3520,375.5999999
280.25,5.930918047,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3521,376.4999999
282.2,5.932245187,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3522,376.9999998
284.14,5.933835434,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3523,377.5999999
286.08,5.935423156,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3524,378.1999999
288.03,5.936744335,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3525,378.7
289.97,5.938591058,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3526,379.4000002
291.91,5.94069743,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3527,380.2
293.85,5.942799375,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3528,381
295.79,5.945158794,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3529,381.8999999
297.74,5.946990057,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3530,382.6
299.68,5.949339621,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3531,383.5000001
301.62,5.95116325,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3532,384.1999999
303.56,5.953243334,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3533,384.9999999
305.51,5.955578269,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3534,385.9000002
307.45,5.957649199,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3535,386.7000001
309.39,5.959715849,3,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3536,387.5000001
