T/K,lnhc,IL,Normalized SMILES,RANDOM,hc
339.15,6.937314081,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9189,1030
341.15,6.940222469,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9190,1033
343.15,6.943122423,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9191,1036
345.15,6.946975992,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9192,1040
347.15,6.949856455,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9193,1043
349.15,6.953684211,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9194,1047
351.15,6.956545443,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9195,1050
353.15,6.959398512,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9196,1053
355.15,6.963189986,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9197,1057
357.15,6.966024187,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9198,1060
359.15,6.968850378,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9199,1063
361.15,6.971668605,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9200,1066
363.15,6.974478911,107,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,9201,1069
300.15,6.11146734,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9202,451.0000002
305.15,6.12249281,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9203,456.0000002
310.15,6.133398043,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9204,461
315.15,6.144185634,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9205,465.9999999
320.15,6.152732695,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9206,470.0000001
325.15,6.161207322,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9207,474.0000001
330.15,6.167516491,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9208,477.0000001
335.15,6.17586727,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9209,480.9999999
340.15,6.184148891,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9210,485
345.15,6.192362489,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9211,488.9999998
350.15,6.196444128,108,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,9212,491.0000001
