Normalized SMILES,logEC50,RANDOM,IL
[Cl-].c1[n+](ccn1CCCCCCCC)C,2.0064186125,58,58
C(Cn1c[n+](C)cc1)CCCCCC.[Cl-],2.0064186125,58,58
C[n+]1cn(cc1)CCCCCCCC.[Cl-],2.0064186125,58,58
C(CCCCCCC)n1c[n+](cc1)C.[Cl-],2.0064186125,58,58
CCCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,3.0,59,59
C(OCCCCCCC)[n+]1cccc(c1)O.c1cc2c(cc1)S([N-]C2=O)(=O)=O,3.0,59,59
c1c(O)c[n+](COCCCCCCC)cc1.c1cccc2c1C([N-]S2(=O)=O)=O,3.0,59,59
CCCCCCCOC[n+]1cc(ccc1)O.O=S1([N-]C(c2ccccc12)=O)=O,3.0,59,59
C(CC)CCCCOC[n+]1cccc(O)c1.S1(c2c(C([N-]1)=O)cccc2)(=O)=O,3.0,59,59
O(C[n+]1cc(ccc1)O)CCCCCCC.c1ccc2C([N-]S(c2c1)(=O)=O)=O,3.0,59,59
c1ccc(c[n+]1COCCCCCCC)O.c1ccc2C(=O)[N-]S(=O)(=O)c2c1,3.0,59,59
C([n+]1cc(ccc1)O)OCCCCCCC.c12C([N-]S(=O)(c1cccc2)=O)=O,3.0,59,59
C(COC[n+]1cccc(c1)O)CCCCC.c12c(cccc1)C([N-]S2(=O)=O)=O,3.0,59,59
C(CCC)CCCOC[n+]1cc(O)ccc1.O=S1(=O)c2c(C(=O)[N-]1)cccc2,3.0,59,59
CCCCCCCOC[n+]1cccc(O)c1.[Cl-],3.0,60,60
[Cl-].c1(ccc[n+](c1)COCCCCCCC)O,3.0,60,60
C(COC[n+]1cc(ccc1)O)CCCCC.[Cl-],3.0,60,60
[Cl-].c1c(O)c[n+](cc1)COCCCCCCC,3.0,60,60
[Cl-].c1c[n+](cc(c1)O)COCCCCCCC,3.0,60,60
C(CCCCC)COC[n+]1cccc(O)c1.[Cl-],3.0,60,60
[Cl-].c1(O)ccc[n+](c1)COCCCCCCC,3.0,60,60
C(CCC)CCCOC[n+]1cccc(O)c1.[Cl-],3.0,60,60
Oc1ccc[n+](COCCCCCCC)c1.[Cl-],3.0,60,60
[Cl-].[n+]1(cccc(O)c1)COCCCCCCC,3.0,60,60
CCCCCCC[NH+]1C=CN(C)C1.[Cl-],2.53,61,61
C(CCCCCC)[NH+]1CN(C)C=C1.[Cl-],2.53,61,61
C(CCC)CCC[NH+]1C=CN(C1)C.[Cl-],2.53,61,61
C(CCC[NH+]1C=CN(C1)C)CCC.[Cl-],2.53,61,61
C(CCCC[NH+]1CN(C=C1)C)CC.[Cl-],2.53,61,61
CN1C[NH+](C=C1)CCCCCCC.[Cl-],2.53,61,61
[Cl-].[NH+]1(CN(C=C1)C)CCCCCCC,2.53,61,61
C(CCCCC)C[NH+]1C=CN(C)C1.[Cl-],2.53,61,61
C(CCCCCC)[NH+]1CN(C=C1)C.[Cl-],2.53,61,61
CCCCCCC[NH+]1CN(C=C1)C.[Cl-],2.53,61,61
CCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.58,62,62
C[n+]1ccn(CCCCCCC)c1.F[B-](F)(F)F,2.58,62,62
F[B-](F)(F)F.n1(c[n+](C)cc1)CCCCCCC,2.58,62,62
CCCCCCCn1c[n+](C)cc1.F[B-](F)(F)F,2.58,62,62
F[B-](F)(F)F.c1c[n+](cn1CCCCCCC)C,2.58,62,62
CCCCCCCn1c[n+](cc1)C.[B-](F)(F)(F)F,2.58,62,62
C(n1cc[n+](c1)C)CCCCCC.F[B-](F)(F)F,2.58,62,62
[B-](F)(F)(F)F.c1[n+](cn(c1)CCCCCCC)C,2.58,62,62
C(CCCCCn1c[n+](cc1)C)C.F[B-](F)(F)F,2.58,62,62
F[B-](F)(F)F.n1(CCCCCCC)cc[n+](C)c1,2.58,62,62
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.3,63,63
F[P-](F)(F)(F)(F)F.c1cn(CCCCCCC)c[n+]1C,2.3,63,63
C(CCCC)CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.3,63,63
F[P-](F)(F)(F)(F)F.c1n(c[n+](c1)C)CCCCCCC,2.3,63,63
C(CCn1cc[n+](C)c1)CCCC.[P-](F)(F)(F)(F)(F)F,2.3,63,63
C(CCCCCC)n1c[n+](C)cc1.F[P-](F)(F)(F)(F)F,2.3,63,63
C[n+]1cn(CCCCCCC)cc1.F[P-](F)(F)(F)(F)F,2.3,63,63
F[P-](F)(F)(F)(F)F.c1n(CCCCCCC)cc[n+]1C,2.3,63,63
F[P-](F)(F)(F)(F)F.c1n(c[n+](c1)C)CCCCCCC,2.3,63,63
F[P-](F)(F)(F)(F)F.c1n(cc[n+]1C)CCCCCCC,2.3,63,63
CCCCCCCn1cc[n+](C)c1.[Cl-],2.53,64,64
[Cl-].c1[n+](ccn1CCCCCCC)C,2.53,64,64
C(C)CCCCCn1c[n+](C)cc1.[Cl-],2.53,64,64
C(CCC)CCCn1c[n+](cc1)C.[Cl-],2.53,64,64
C(Cn1c[n+](cc1)C)CCCCC.[Cl-],2.53,64,64
[Cl-].n1(CCCCCCC)c[n+](cc1)C,2.53,64,64
CCCCCCCn1c[n+](C)cc1.[Cl-],2.53,64,64
[Cl-].[n+]1(cn(CCCCCCC)cc1)C,2.53,64,64
CCCCCCCn1c[n+](cc1)C.[Cl-],2.53,64,64
C(Cn1c[n+](cc1)C)CCCCC.[Cl-],2.53,64,64
CCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,3.3,65,65
[n+]1(cc(O)ccc1)COCCCCCC.c1c2c(C(=O)[N-]S2(=O)=O)ccc1,3.3,65,65
O=S1(c2ccccc2C([N-]1)=O)=O.Oc1ccc[n+](COCCCCCC)c1,3.3,65,65
C(CC)CCCOC[n+]1cccc(c1)O.c1ccc2c(c1)S(=O)([N-]C2=O)=O,3.3,65,65
S1([N-]C(=O)c2c1cccc2)(=O)=O.c1ccc(O)c[n+]1COCCCCCC,3.3,65,65
C([n+]1cccc(O)c1)OCCCCCC.c12c(S([N-]C1=O)(=O)=O)cccc2,3.3,65,65
C(CCCOC[n+]1cc(O)ccc1)CC.C1(c2ccccc2S(=O)(=O)[N-]1)=O,3.3,65,65
CCCCCCOC[n+]1cc(ccc1)O.c1cc2C([N-]S(=O)(=O)c2cc1)=O,3.3,65,65
c1c(O)ccc[n+]1COCCCCCC.c1ccc2C([N-]S(=O)(=O)c2c1)=O,3.3,65,65
C(COC[n+]1cccc(O)c1)CCCC.O=S1([N-]C(=O)c2c1cccc2)=O,3.3,65,65
CCCCCC[N+]1(C)CCCC1.[Cl-],2.91,66,66
C([N+]1(C)CCCC1)CCCCC.[Cl-],2.91,66,66
[Cl-].[N+]1(CCCC1)(CCCCCC)C,2.91,66,66
C1CC[N+](C)(CCCCCC)C1.[Cl-],2.91,66,66
C1CCC[N+]1(CCCCCC)C.[Cl-],2.91,66,66
C(CCCCC)[N+]1(C)CCCC1.[Cl-],2.91,66,66
C(CCCC)C[N+]1(CCCC1)C.[Cl-],2.91,66,66
C(C[N+]1(C)CCCC1)CCCC.[Cl-],2.91,66,66
C1[N+](CCC1)(CCCCCC)C.[Cl-],2.91,66,66
[Cl-].[N+]1(C)(CCCCCC)CCCC1,2.91,66,66
CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F,1.23,67,67
C(CCCC)C[N+]1(CCCC1)CCCCCC.[B-](F)(F)(F)F,1.23,67,67
C(CCCC)C[N+]1(CCCCCC)CCCC1.[B-](F)(F)(F)F,1.23,67,67
C(CCCC)C[N+]1(CCCC1)CCCCCC.F[B-](F)(F)F,1.23,67,67
C(CC[N+]1(CCCCCC)CCCC1)CCC.F[B-](F)(F)F,1.23,67,67
C(CCCC[N+]1(CCCCCC)CCCC1)C.F[B-](F)(F)F,1.23,67,67
CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F,1.23,67,67
C(CC[N+]1(CCCC1)CCCCCC)CCC.F[B-](F)(F)F,1.23,67,67
C1CCC[N+]1(CCCCCC)CCCCCC.F[B-](F)(F)F,1.23,67,67
C(CCC[N+]1(CCCC1)CCCCCC)CC.F[B-](F)(F)F,1.23,67,67
CCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,2.17,68,68
F[B-](F)(F)F.c1c[n+](CCCCCC)ccc1C,2.17,68,68
C(C)CCCC[n+]1ccc(cc1)C.F[B-](F)(F)F,2.17,68,68
F[B-](F)(F)F.c1[n+](ccc(C)c1)CCCCCC,2.17,68,68
CCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,2.17,68,68
F[B-](F)(F)F.c1cc(C)cc[n+]1CCCCCC,2.17,68,68
Cc1cc[n+](cc1)CCCCCC.F[B-](F)(F)F,2.17,68,68
F[B-](F)(F)F.c1(C)cc[n+](cc1)CCCCCC,2.17,68,68
C(CCC)CC[n+]1ccc(C)cc1.F[B-](F)(F)F,2.17,68,68
C(C)CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,2.17,68,68
CCCCCC[n+]1ccc(C)cc1.[Cl-],2.67,69,69
C(C)CCCC[n+]1ccc(C)cc1.[Cl-],2.67,69,69
Cc1cc[n+](cc1)CCCCCC.[Cl-],2.67,69,69
CCCCCC[n+]1ccc(C)cc1.[Cl-],2.67,69,69
[Cl-].[n+]1(CCCCCC)ccc(C)cc1,2.67,69,69
[Cl-].c1c[n+](CCCCCC)ccc1C,2.67,69,69
Cc1cc[n+](cc1)CCCCCC.[Cl-],2.67,69,69
Cc1cc[n+](cc1)CCCCCC.[Cl-],2.67,69,69
Cc1cc[n+](CCCCCC)cc1.[Cl-],2.67,69,69
C(CCCC[n+]1ccc(cc1)C)C.[Cl-],2.67,69,69
CCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.93,70,70
FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F.N(C)(c1cc[n+](cc1)CCCCCC)C,0.93,70,70
S(=O)(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1c[n+](ccc1N(C)C)CCCCCC,0.93,70,70
CN(C)c1cc[n+](cc1)CCCCCC.FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O,0.93,70,70
FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F.c1cc(N(C)C)cc[n+]1CCCCCC,0.93,70,70
O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O.c1c[n+](CCCCCC)ccc1N(C)C,0.93,70,70
C(F)(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F.c1c[n+](ccc1N(C)C)CCCCCC,0.93,70,70
O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.c1(N(C)C)cc[n+](CCCCCC)cc1,0.93,70,70
C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[n+]1(CCCCCC)ccc(N(C)C)cc1,0.93,70,70
C(F)(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F.c1cc(cc[n+]1CCCCCC)N(C)C,0.93,70,70
CCCCCC[n+]1ccc(N(C)C)cc1.[Cl-],0.93,71,71
[Cl-].c1(cc[n+](cc1)CCCCCC)N(C)C,0.93,71,71
CCCCCC[n+]1ccc(cc1)N(C)C.[Cl-],0.93,71,71
[Cl-].c1(cc[n+](cc1)CCCCCC)N(C)C,0.93,71,71
[Cl-].c1[n+](CCCCCC)ccc(c1)N(C)C,0.93,71,71
[Cl-].c1[n+](CCCCCC)ccc(N(C)C)c1,0.93,71,71
[Cl-].c1cc(N(C)C)cc[n+]1CCCCCC,0.93,71,71
[Cl-].c1c(N(C)C)cc[n+](CCCCCC)c1,0.93,71,71
C(CC[n+]1ccc(N(C)C)cc1)CCC.[Cl-],0.93,71,71
CN(c1cc[n+](cc1)CCCCCC)C.[Cl-],0.93,71,71
CCCCCC[n+]1cccc(C)c1.[Cl-],2.4,72,72
[Cl-].c1[n+](cccc1C)CCCCCC,2.4,72,72
C(CCCC)C[n+]1cc(C)ccc1.[Cl-],2.4,72,72
C(CC)CCC[n+]1cccc(c1)C.[Cl-],2.4,72,72
[Cl-].c1cc[n+](cc1C)CCCCCC,2.4,72,72
[Cl-].c1[n+](CCCCCC)cccc1C,2.4,72,72
C(C[n+]1cc(ccc1)C)CCCC.[Cl-],2.4,72,72
C(CCCC)C[n+]1cccc(C)c1.[Cl-],2.4,72,72
C(CCCC[n+]1cc(ccc1)C)C.[Cl-],2.4,72,72
[Cl-].[n+]1(cccc(C)c1)CCCCCC,2.4,72,72
CCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F,1.07,73,73
F[B-](F)(F)F.c12c(ccc[n+]2CCCCCC)cccc1,1.07,73,73
C(C)CCCC[n+]1cccc2c1cccc2.F[B-](F)(F)F,1.07,73,73
C(CC)CCC[n+]1cccc2ccccc12.F[B-](F)(F)F,1.07,73,73
C([n+]1cccc2c1cccc2)CCCCC.F[B-](F)(F)F,1.07,73,73
F[B-](F)(F)F.c1ccc2[n+](cccc2c1)CCCCCC,1.07,73,73
F[B-](F)(F)F.c12c([n+](CCCCCC)ccc2)cccc1,1.07,73,73
[B-](F)(F)(F)F.c1[n+](CCCCCC)c2c(cc1)cccc2,1.07,73,73
F[B-](F)(F)F.c1[n+](c2ccccc2cc1)CCCCCC,1.07,73,73
CCCCCC[n+]1c2c(cccc2)ccc1.F[B-](F)(F)F,1.07,73,73
CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,2.51,74,74
[P-](F)(F)(F)(F)(F)F.c1cc[n+](cc1)CCCCCC,2.51,74,74
C([n+]1ccccc1)CCCCC.F[P-](F)(F)(F)(F)F,2.51,74,74
C(CC)CCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,2.51,74,74
F[P-](F)(F)(F)(F)F.c1ccc[n+](CCCCCC)c1,2.51,74,74
C(CCCCC)[n+]1ccccc1.[P-](F)(F)(F)(F)(F)F,2.51,74,74
CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,2.51,74,74
C(C)CCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,2.51,74,74
C([n+]1ccccc1)CCCCC.F[P-](F)(F)(F)(F)F,2.51,74,74
C(CC[n+]1ccccc1)CCC.F[P-](F)(F)(F)(F)F,2.51,74,74
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.87,75,75
FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F.c1cccc[n+]1CCCCCC,2.87,75,75
S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)(=O)=O.c1cccc[n+]1CCCCCC,2.87,75,75
FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O.[n+]1(CCCCCC)ccccc1,2.87,75,75
FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F.c1cccc[n+]1CCCCCC,2.87,75,75
S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)(=O)=O.[n+]1(CCCCCC)ccccc1,2.87,75,75
O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O.[n+]1(ccccc1)CCCCCC,2.87,75,75
C(CC[n+]1ccccc1)CCC.FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F,2.87,75,75
C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.c1cc[n+](CCCCCC)cc1,2.87,75,75
C(CCCCC)[n+]1ccccc1.FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,2.87,75,75
CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,2.54,76,76
S([O-])(C(F)(F)F)(=O)=O.c1c[n+](ccc1)CCCCCC,2.54,76,76
C(CC)CCC[n+]1ccccc1.S(=O)(C(F)(F)F)(=O)[O-],2.54,76,76
[O-]S(=O)(=O)C(F)(F)F.c1cccc[n+]1CCCCCC,2.54,76,76
C(CCCC)C[n+]1ccccc1.FC(F)(S([O-])(=O)=O)F,2.54,76,76
O=S(=O)(C(F)(F)F)[O-].c1c[n+](CCCCCC)ccc1,2.54,76,76
C(CCCC[n+]1ccccc1)C.FC(S(=O)([O-])=O)(F)F,2.54,76,76
FC(F)(S(=O)(=O)[O-])F.c1cccc[n+]1CCCCCC,2.54,76,76
C(CC[n+]1ccccc1)CCC.[O-]S(C(F)(F)F)(=O)=O,2.54,76,76
CCCCCC[n+]1ccccc1.O=S(=O)(C(F)(F)F)[O-],2.54,76,76
CCCCCC[n+]1ccccc1.[Cl-],2.8,77,77
CCCCCC[n+]1ccccc1.[Cl-],2.8,77,77
C(CC)CCC[n+]1ccccc1.[Cl-],2.8,77,77
[Cl-].c1cccc[n+]1CCCCCC,2.8,77,77
C(CCCC[n+]1ccccc1)C.[Cl-],2.8,77,77
[Cl-].c1cc[n+](cc1)CCCCCC,2.8,77,77
[Cl-].c1cccc[n+]1CCCCCC,2.8,77,77
CCCCCC[n+]1ccccc1.[Cl-],2.8,77,77
C(C[n+]1ccccc1)CCCC.[Cl-],2.8,77,77
C(CCCCC)[n+]1ccccc1.[Cl-],2.8,77,77
CCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,1.9,78,78
C(CCC)CC[n+]1ccn(c1C)C.F[B-](F)(F)F,1.9,78,78
[B-](F)(F)(F)F.c1cn(c([n+]1CCCCCC)C)C,1.9,78,78
C([n+]1ccn(c1C)C)CCCCC.[B-](F)(F)(F)F,1.9,78,78
Cn1cc[n+](CCCCCC)c1C.F[B-](F)(F)F,1.9,78,78
C(CCCC)C[n+]1ccn(c1C)C.[B-](F)(F)(F)F,1.9,78,78
C(CCC[n+]1c(C)n(C)cc1)CC.F[B-](F)(F)F,1.9,78,78
C(C)CCCC[n+]1ccn(c1C)C.[B-](F)(F)(F)F,1.9,78,78
F[B-](F)(F)F.[n+]1(CCCCCC)ccn(C)c1C,1.9,78,78
[B-](F)(F)(F)F.n1(cc[n+](CCCCCC)c1C)C,1.9,78,78
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,1.4,79,79
C(C)CCCCn1c[n+](cc1)C.FC(F)(C(F)(F)C(F)([P-](C(F)(F)C(F)(F)C(F)(F)F)(C(F)(C(F)(C(F)(F)F)F)F)(F)(F)F)F)F,1.4,79,79
[P-](F)(C(F)(C(F)(F)C(F)(F)F)F)(C(F)(C(F)(C(F)(F)F)F)F)(F)(F)C(F)(F)C(F)(C(F)(F)F)F.c1n(c[n+](c1)C)CCCCCC,1.4,79,79
C(F)(F)(C(F)(F)C([P-](F)(C(C(F)(C(F)(F)F)F)(F)F)(F)(F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)F.c1n(cc[n+]1C)CCCCCC,1.4,79,79
C(Cn1c[n+](C)cc1)CCCC.F[P-](C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(C(F)(F)F)F)(F)F)(F)(F)C(F)(C(F)(C(F)(F)F)F)F,1.4,79,79
F[P-](F)(C(F)(C(F)(F)C(F)(F)F)F)(C(C(F)(F)C(F)(F)F)(F)F)(C(C(F)(C(F)(F)F)F)(F)F)F.c1c[n+](C)cn1CCCCCC,1.4,79,79
C(Cn1cc[n+](C)c1)CCCC.FC(C(F)(F)C(F)([P-](F)(C(C(F)(C(F)(F)F)F)(F)F)(C(F)(C(F)(F)C(F)(F)F)F)(F)F)F)(F)F,1.4,79,79
C(CCCCn1cc[n+](C)c1)C.F[P-](F)(F)(C(F)(F)C(C(F)(F)F)(F)F)(C(F)(F)C(F)(C(F)(F)F)F)C(F)(C(C(F)(F)F)(F)F)F,1.4,79,79
FC(C([P-](F)(F)(F)(C(F)(F)C(F)(C(F)(F)F)F)C(C(F)(F)C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F.c1[n+](C)ccn1CCCCCC,1.4,79,79
FC(C(F)(F)C(F)([P-](F)(F)(C(F)(F)C(F)(C(F)(F)F)F)(F)C(C(F)(F)C(F)(F)F)(F)F)F)(F)F.c1[n+](ccn1CCCCCC)C,1.4,79,79
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.428134794,80,80
C(CCn1cc[n+](c1)C)CCC.FC(C(F)(F)[P-](F)(C(F)(C(F)(F)F)F)(F)(C(C(F)(F)F)(F)F)F)(F)F,1.428134794,80,80
C(F)(C([P-](C(F)(F)C(F)(F)F)(F)(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F.c1n(c[n+](C)c1)CCCCCC,1.428134794,80,80
F[P-](C(C(F)(F)F)(F)F)(F)(F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(F)F.n1(c[n+](cc1)C)CCCCCC,1.428134794,80,80
FC(C([P-](F)(F)(C(F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F)(F)F)(F)F.c1[n+](cn(CCCCCC)c1)C,1.428134794,80,80
FC(F)(F)C([P-](C(F)(F)C(F)(F)F)(F)(C(F)(F)C(F)(F)F)(F)F)(F)F.n1(CCCCCC)c[n+](C)cc1,1.428134794,80,80
CCCCCCn1cc[n+](C)c1.FC(C(F)(F)F)(F)[P-](C(C(F)(F)F)(F)F)(F)(F)(C(F)(C(F)(F)F)F)F,1.428134794,80,80
C(CCCCn1cc[n+](C)c1)C.FC(F)(F)C(F)([P-](C(F)(C(F)(F)F)F)(F)(F)(F)C(C(F)(F)F)(F)F)F,1.428134794,80,80
C[n+]1ccn(CCCCCC)c1.FC(F)(C([P-](F)(C(C(F)(F)F)(F)F)(F)(C(F)(C(F)(F)F)F)F)(F)F)F,1.428134794,80,80
C(CC)CCCn1c[n+](C)cc1.FC(F)(F)C(F)([P-](F)(F)(C(C(F)(F)F)(F)F)(C(F)(F)C(F)(F)F)F)F,1.428134794,80,80
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.980003372,81,81
F[B-](F)(F)F.[n+]1(C)ccn(CCCCCC)c1,2.980003372,81,81
C(CCCn1c[n+](C)cc1)CC.F[B-](F)(F)F,2.980003372,81,81
C(C)CCCCn1c[n+](cc1)C.F[B-](F)(F)F,2.980003372,81,81
F[B-](F)(F)F.c1cn(c[n+]1C)CCCCCC,2.980003372,81,81
[B-](F)(F)(F)F.c1[n+](C)ccn1CCCCCC,2.980003372,81,81
CCCCCCn1c[n+](C)cc1.F[B-](F)(F)F,2.980003372,81,81
C(Cn1cc[n+](C)c1)CCCC.F[B-](F)(F)F,2.980003372,81,81
F[B-](F)(F)F.c1cn(CCCCCC)c[n+]1C,2.980003372,81,81
F[B-](F)(F)F.c1n(CCCCCC)cc[n+]1C,2.980003372,81,81
CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(CCCCn1cc[n+](C)c1)C.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(CCCCC)n1cc[n+](c1)C.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(CCCn1cc[n+](c1)C)CC.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(CCCCC)n1cc[n+](C)c1.[P-](F)(F)(F)(F)(F)F,2.909020854,82,82
F[P-](F)(F)(F)(F)F.n1(cc[n+](c1)C)CCCCCC,2.909020854,82,82
C(CCCCn1cc[n+](c1)C)C.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(CCC)CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.909020854,82,82
C(Cn1c[n+](C)cc1)CCCC.F[P-](F)(F)(F)(F)F,2.909020854,82,82
F[P-](F)(F)(F)(F)F.n1(cc[n+](C)c1)CCCCCC,2.909020854,82,82
CCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,2.307496038,83,83
C(C)CCCCn1c[n+](C)cc1.c12ccccc1S(=O)([N-]C2=O)=O,2.307496038,83,83
C[n+]1cn(cc1)CCCCCC.O=S1(=O)c2c(cccc2)C(=O)[N-]1,2.307496038,83,83
C(Cn1cc[n+](C)c1)CCCC.c1ccc2c(S([N-]C2=O)(=O)=O)c1,2.307496038,83,83
c1[n+](C)cn(CCCCCC)c1.c1cccc2S([N-]C(=O)c12)(=O)=O,2.307496038,83,83
O=S1(=O)c2ccccc2C([N-]1)=O.c1cn(CCCCCC)c[n+]1C,2.307496038,83,83
C(Cn1cc[n+](C)c1)CCCC.c1ccc2C([N-]S(=O)(c2c1)=O)=O,2.307496038,83,83
C1(c2c(S(=O)([N-]1)=O)cccc2)=O.c1n(cc[n+]1C)CCCCCC,2.307496038,83,83
C(CCCCn1c[n+](C)cc1)C.O=C1[N-]S(c2ccccc21)(=O)=O,2.307496038,83,83
C(CC)CCCn1c[n+](cc1)C.S1([N-]C(c2ccccc21)=O)(=O)=O,2.307496038,83,83
CCCCCCn1cc[n+](C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,3.44,84,84
C(CCCn1c[n+](C)cc1)CC.FC(S(=O)([C-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F)=O)(F)F,3.44,84,84
FC(S([C-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O)(=O)=O)(F)F.n1(CCCCCC)cc[n+](C)c1,3.44,84,84
C(CCCCn1c[n+](cc1)C)C.FC(S(=O)(=O)[C-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O)(F)F,3.44,84,84
C(C)CCCCn1c[n+](C)cc1.FC(S([C-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O)(=O)=O)(F)F,3.44,84,84
FC(F)(F)S([C-](S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O)(=O)=O.c1c[n+](cn1CCCCCC)C,3.44,84,84
C(CCn1cc[n+](c1)C)CCC.FC(F)(F)S([C-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O)(=O)=O,3.44,84,84
O=S([C-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.c1c[n+](cn1CCCCCC)C,3.44,84,84
O=S([C-](S(=O)(=O)C(F)(F)F)S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.c1n(c[n+](c1)C)CCCCCC,3.44,84,84
CCCCCCn1cc[n+](C)c1.S(C(F)(F)F)(=O)(=O)[C-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O,3.44,84,84
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.2415190245,85,85
FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O.c1cn(CCCCCC)c[n+]1C,2.2415190245,85,85
C[n+]1ccn(c1)CCCCCC.FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F,2.2415190245,85,85
C(CCCCn1cc[n+](c1)C)C.C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O,2.2415190245,85,85
C(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.n1(cc[n+](c1)C)CCCCCC,2.2415190245,85,85
C(Cn1c[n+](C)cc1)CCCC.C(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F,2.2415190245,85,85
