IL SMILES,x_CO2,T/K,P/bar,Normalized SMILES,RANDOM,IL,ln(x_CO2)
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.230499397,333.15,36.33,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9400,111,-1.467507033
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.252480006,313.15,30.87,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9401,111,-1.376423218
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.303658053,298.15,29.98,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9402,111,-1.191853036
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.197497528,333.15,29.07,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9403,111,-1.622029211
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.201055591,313.15,23.35,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9404,111,-1.604173837
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.238105815,298.15,21.56,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9405,111,-1.435040103
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.152880847,333.15,21.56,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9406,111,-1.878096439
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.169356319,298.15,14.79,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9407,111,-1.775750387
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.137702585,313.15,14.71,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9408,111,-1.982659101
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.107615391,333.15,14.5,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9409,111,-2.229191602
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.116426688,298.15,9.94,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9410,111,-2.150493492
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.068587398,333.15,9.15,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9411,111,-2.679646464
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.085021437,313.15,8.63,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9412,111,-2.464851854
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,373.15,207.2,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9413,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,363.15,184.1,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9414,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,373.15,162.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9415,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,353.15,158.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9416,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,363.15,144.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9417,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,343.15,136.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9418,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,353.15,123.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9419,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,373.15,108,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9420,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,333.15,107.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9421,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,343.15,101.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9422,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,363.15,94.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9423,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,323.15,85.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9424,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,353.15,83.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9425,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,333.15,83,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9426,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,373.15,75.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9427,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,343.15,73.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9428,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,363.15,67.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9429,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,313.15,64.2,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9430,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,333.15,62.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9431,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,323.15,59.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9432,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,353.15,59.3,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9433,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,373.15,54.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9434,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,323.15,52.2,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9435,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.381,303.15,50.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9436,111,-0.964955904
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,343.15,50.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9437,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,313.15,49.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9438,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,363.15,47.5,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9439,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,333.15,43.3,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9440,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,313.15,42.2,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9441,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,353.15,39.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9442,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.345,303.15,37.5,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9443,111,-1.064210862
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,323.15,35.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9444,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,343.15,34.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9445,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.294,303.15,33.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9446,111,-1.224175512
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,373.15,31.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9447,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,333.15,28,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9448,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,363.15,27.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9449,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,313.15,27.1,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9450,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,353.15,24.1,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9451,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,323.15,23.3,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9452,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,343.15,21.2,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9453,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,313.15,18.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9454,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.248,303.15,18.8,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9455,111,-1.394326533
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,333.15,16.4,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9456,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.198,303.15,13.9,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9457,111,-1.619488248
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,323.15,12.6,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9458,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,313.15,9.7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9459,111,-1.838851077
C(CCCCCCC)[N+]1=CN(C=C1)C.[S-]C#N,0.159,303.15,7,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],9460,111,-1.838851077
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.01148,333.15,1.7464,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9461,112,-4.467148888
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.01361,323.15,1.7395,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9462,112,-4.296950462
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.01597,313.15,1.7313,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9463,112,-4.137043317
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00977,333.15,1.4831,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9464,112,-4.628438813
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.01142,323.15,1.4671,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9465,112,-4.472389075
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.01347,313.15,1.4486,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9466,112,-4.307290289
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00629,333.15,0.9791,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9467,112,-5.068794208
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00741,323.15,0.946,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9468,112,-4.90492484
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00913,313.15,0.9294,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9469,112,-4.696189584
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00346,333.15,0.5626,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9470,112,-5.66648669
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.004,323.15,0.5185,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9471,112,-5.521460918
C[N+]1=CN(C=C1)C.COP(=O)(OC)[O-],0.00459,313.15,0.4881,COP(=O)([O-])OC.Cn1cc[n+](C)c1,9472,112,-5.383875255
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.151432181,343.2,59.44,CC[n+]1ccn(C)c1.N#C[N-]C#N,9473,113,-1.887617404
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.171021557,333.2,58.75,CC[n+]1ccn(C)c1.N#C[N-]C#N,9474,113,-1.765965666
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.186461053,323.2,57.28,CC[n+]1ccn(C)c1.N#C[N-]C#N,9475,113,-1.679532893
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.202004493,313.2,56.04,CC[n+]1ccn(C)c1.N#C[N-]C#N,9476,113,-1.599465339
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.217441152,303.2,54.47,CC[n+]1ccn(C)c1.N#C[N-]C#N,9477,113,-1.525827031
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.128112767,343.2,43.89,CC[n+]1ccn(C)c1.N#C[N-]C#N,9478,113,-2.054844411
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.147694886,333.2,43.45,CC[n+]1ccn(C)c1.N#C[N-]C#N,9479,113,-1.912606714
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.161630032,323.2,42.54,CC[n+]1ccn(C)c1.N#C[N-]C#N,9480,113,-1.822445309
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.18385068,313.2,41.8,CC[n+]1ccn(C)c1.N#C[N-]C#N,9481,113,-1.693631373
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.206254484,303.2,40.8,CC[n+]1ccn(C)c1.N#C[N-]C#N,9482,113,-1.578644513
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.098078237,343.2,29.13,CC[n+]1ccn(C)c1.N#C[N-]C#N,9483,113,-2.321989782
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.114605195,333.2,28.74,CC[n+]1ccn(C)c1.N#C[N-]C#N,9484,113,-2.166262144
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.129888258,323.2,28.52,CC[n+]1ccn(C)c1.N#C[N-]C#N,9485,113,-2.041080752
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.154786673,313.2,28.13,CC[n+]1ccn(C)c1.N#C[N-]C#N,9486,113,-1.865707413
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.181413248,303.2,27.64,CC[n+]1ccn(C)c1.N#C[N-]C#N,9487,113,-1.706977712
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.055612979,343.2,14.22,CC[n+]1ccn(C)c1.N#C[N-]C#N,9488,113,-2.88933867
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.066920443,333.2,14.08,CC[n+]1ccn(C)c1.N#C[N-]C#N,9489,113,-2.704250783
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.077887957,323.2,13.97,CC[n+]1ccn(C)c1.N#C[N-]C#N,9490,113,-2.552483934
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.09891297,313.2,13.72,CC[n+]1ccn(C)c1.N#C[N-]C#N,9491,113,-2.313514906
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.128748504,303.2,13.72,CC[n+]1ccn(C)c1.N#C[N-]C#N,9492,113,-2.049894359
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.011980272,343.2,2.69,CC[n+]1ccn(C)c1.N#C[N-]C#N,9493,113,-4.424493982
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.012188833,323.2,1.8,CC[n+]1ccn(C)c1.N#C[N-]C#N,9494,113,-4.407235074
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.014894124,313.2,1.55,CC[n+]1ccn(C)c1.N#C[N-]C#N,9495,113,-4.206788506
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.008616844,333.2,1.49,CC[n+]1ccn(C)c1.N#C[N-]C#N,9496,113,-4.754036387
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.020494647,303.2,1.48,CC[n+]1ccn(C)c1.N#C[N-]C#N,9497,113,-3.887591549
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.106,298.15,8.75,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9498,114,-2.244316185
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.101,298.15,8.18,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9499,114,-2.292634762
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.091,298.15,7.32,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9500,114,-2.396895772
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.085,298.15,6.74,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9501,114,-2.465104022
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.077,298.15,5.98,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9502,114,-2.563949857
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.068,298.15,5.31,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9503,114,-2.688247574
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.056,298.15,4.36,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9504,114,-2.882403588
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.046,298.15,3.49,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9505,114,-3.079113882
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.033,298.15,2.51,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9506,114,-3.411247718
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.138254106,343.2,43.29,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9507,114,-1.978661939
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.164716221,333.2,43.29,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9508,114,-1.803531158
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.189068165,323.2,42.54,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9509,114,-1.665647668
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.214527726,313.2,42.07,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9510,114,-1.53931629
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.240544131,303.2,41.55,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9511,114,-1.424851709
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.110170215,343.2,32.36,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9512,114,-2.2057287
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.128621126,333.2,31.86,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9513,114,-2.050884204
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.173909619,313.2,31.36,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9514,114,-1.749219546
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.149040501,323.2,31.36,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9515,114,-1.903537191
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.200567521,303.2,31.12,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9516,114,-1.606604326
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.076933333,343.2,21.67,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9517,114,-2.564816037
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.105315914,323.2,21.18,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9518,114,-2.250790741
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.08870695,333.2,21.18,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9519,114,-2.422417039
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.145643785,303.2,20.68,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9520,114,-1.926591467
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.122597077,313.2,20.68,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9521,114,-2.098852098
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.036985701,343.2,10.58,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9522,114,-3.2972239
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.043441454,333.2,10.49,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9523,114,-3.136341132
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.052822345,323.2,10.49,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9524,114,-2.940820977
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.064297181,313.2,10.4,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9525,114,-2.74423949
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.078583449,303.2,10.35,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9526,114,-2.543594174
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.015629049,343.2,5.17,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9527,114,-4.158623981
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.018479043,333.2,5.03,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9528,114,-3.991118
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.023733732,323.2,5.03,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9529,114,-3.740857952
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.030832869,313.2,5.03,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9530,114,-3.479173983
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.039311747,303.2,4.96,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9531,114,-3.236231899
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2891,313.2,40.6,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9532,114,-1.24098263
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.3453,298.2,40.4,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9533,114,-1.063341675
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2576,313.2,35.4,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9534,114,-1.356347285
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.3102,298.2,35,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9535,114,-1.170538028
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2271,313.2,30.5,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9536,114,-1.48236483
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.27,298.2,30,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9537,114,-1.30933332
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1877,313.2,25.2,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9538,114,-1.672910335
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2274,298.2,25,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9539,114,-1.481044698
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1875,298.2,20.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9540,114,-1.673976434
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.151,313.2,20.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9541,114,-1.890475442
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1197,313.2,15.7,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9542,114,-2.122766666
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.147,298.2,15.5,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9543,114,-1.917322692
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1147,313.2,15,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9544,114,-2.165435255
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0763,313.2,10.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9545,114,-2.573082341
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0918,298.2,9.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9546,114,-2.388142981
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0425,313.2,5.6,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9547,114,-3.158251203
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0555,298.2,5.3,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9548,114,-2.891372258
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.3802,313.2,54.7,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9549,114,-0.967057849
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.3098,333.2,53.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9550,114,-1.171828351
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.3306,313.2,46.2,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9551,114,-1.106846094
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2729,333.2,43.2,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9552,114,-1.298649851
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.267,313.2,34.9,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9553,114,-1.320506621
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.2228,333.2,33.1,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9554,114,-1.501480771
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1949,313.2,25.3,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9555,114,-1.635268672
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1664,333.2,23.8,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9556,114,-1.793360751
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1305,313.2,16.4,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9557,114,-2.036382052
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.1101,333.2,14.7,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9558,114,-2.206366235
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0909,313.2,11.3,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9559,114,-2.397995278
C(C)[N+]1=CN(C=C1)C.F[B-](F)(F)F,0.0743,333.2,11.2,CC[n+]1ccn(C)c1.F[B-](F)(F)F,9560,114,-2.599644327
C(C)[N+]1=CN(C=C1)C.[N-](C#N)C#N,0.418,373.15,191.4,CC[n+]1ccn(C)c1.N#C[N-]C#N,9561,113,-0.872273846
