,Normalized SMILES,T/K,P,Mole,Index,P/bar,ln(x_CO2)
168,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,25300,0.8333,13,253,0.8333
169,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,20400,0.8333,13,204,0.8333
170,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,20170,0.833,48,201.7,0.833
171,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,20170,0.833,48,201.7,0.833
172,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,20170,0.833,48,201.7,0.833
173,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,8659,0.83,78,86.59,0.83
174,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,16000,0.83,0,160,0.83
175,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,32000,0.83,0,320,0.83
176,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,16000,0.83,0,160,0.83
177,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,11000,0.83,27,110,0.83
178,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,21000,0.83,27,210,0.83
179,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,11000,0.83,27,110,0.83
180,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,28000,0.83,27,280,0.83
181,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,31000,0.83,27,310,0.83
182,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,7290,0.83,48,72.9,0.83
183,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.45,22264,0.83,48,222.64,0.83
184,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.41,20290,0.83,48,202.9,0.83
185,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.28,18182,0.83,48,181.82,0.83
186,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.28,16063,0.83,48,160.63,0.83
187,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.23,13838,0.83,48,138.38,0.83
188,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.23,11584,0.83,48,115.84,0.83
189,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,9480,0.83,48,94.8,0.83
190,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.2,7546,0.83,48,75.46,0.83
191,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,7290,0.83,48,72.9,0.83
192,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,8659,0.83,45,86.59,0.83
193,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,8659,0.83,45,86.59,0.83
194,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15160,0.829,78,151.6,0.829
195,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15340,0.829,48,153.4,0.829
196,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15340,0.829,48,153.4,0.829
197,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15340,0.829,48,153.4,0.829
198,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15160,0.829,45,151.6,0.829
199,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,15999,0.828,14,159.99,0.828
200,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15350,0.828,106,153.5,0.828
201,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,15350,0.828,106,153.5,0.828
202,CC[N+](C)(CCO)CCO.[Cl-],323.15,3960,0.8277,35,39.6,0.8277
203,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10070,0.826,78,100.7,0.826
204,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10070,0.826,45,100.7,0.826
205,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.65,22200,0.8258,48,222,0.8258
206,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.45,20360,0.8258,48,203.6,0.8258
207,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,355.25,18640,0.8258,48,186.4,0.8258
208,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.05,16600,0.8258,48,166,0.8258
209,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.15,14720,0.8258,48,147.2,0.8258
210,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,322.95,12470,0.8258,48,124.7,0.8258
211,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.35,10450,0.8258,48,104.5,0.8258
212,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,8270,0.8258,48,82.7,0.8258
213,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,296.55,6990,0.8258,48,69.9,0.8258
214,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.825,47,80.9,0.825
215,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.825,47,80.9,0.825
216,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.825,47,80.9,0.825
217,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.32,9110,0.824,24,91.1,0.824
218,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],313.2,20440,0.824,104,204.4,0.824
219,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,45280,0.824,13,452.8,0.824
220,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,42890,0.824,13,428.9,0.824
221,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,36630,0.824,13,366.3,0.824
222,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,31270,0.824,13,312.7,0.824
223,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,27800,0.824,13,278,0.824
224,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,22630,0.824,13,226.3,0.824
225,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,18270,0.824,13,182.7,0.824
226,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,11490,0.824,13,114.9,0.824
227,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],313.2,20440,0.824,104,204.4,0.824
228,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,33600,0.8239,13,336,0.8239
229,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,29400,0.8239,13,294,0.8239
230,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,25000,0.8239,13,250,0.8239
231,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,20300,0.8239,13,203,0.8239
232,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,15500,0.8239,13,155,0.8239
233,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,14804,0.823,13,148.04,0.823
234,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,14804,0.823,13,148.04,0.823
235,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,10060,0.822,47,100.6,0.822
236,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,13525,0.822,13,135.25,0.822
237,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,13525,0.822,13,135.25,0.822
238,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,10060,0.822,47,100.6,0.822
239,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,10060,0.822,47,100.6,0.822
240,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.21,20420,0.822,48,204.2,0.822
241,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.2,18493,0.822,48,184.93,0.822
242,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.1,16481,0.822,48,164.81,0.822
243,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.24,14307,0.822,48,143.07,0.822
244,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.31,12009,0.822,48,120.09,0.822
245,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.19,9634,0.822,48,96.34,0.822
246,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.2,7450,0.822,48,74.5,0.822
247,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,5510,0.822,48,55.1,0.822
248,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,9000,0.822,45,90,0.822
249,CC[N+](C)(CCO)CCO.[Cl-],328.15,4170,0.8219,35,41.7,0.8219
250,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10150,0.82,48,101.5,0.82
251,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,12000,0.82,0,120,0.82
252,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,28000,0.82,0,280,0.82
253,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,22000,0.82,0,220,0.82
254,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,26000,0.82,0,260,0.82
255,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,28000,0.82,0,280,0.82
256,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,12000,0.82,0,120,0.82
257,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,14000,0.82,27,140,0.82
258,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,17000,0.82,27,170,0.82
259,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,25000,0.82,27,250,0.82
260,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,7310,0.82,48,73.1,0.82
261,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10150,0.82,48,101.5,0.82
262,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,7310,0.82,48,73.1,0.82
263,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10150,0.82,48,101.5,0.82
264,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,15590,0.82,109,155.9,0.82
265,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,17110,0.82,109,171.1,0.82
266,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,18640,0.82,109,186.4,0.82
267,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,36580,0.82,148,365.8,0.82
268,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,33510,0.82,148,335.1,0.82
269,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,30930,0.82,148,309.3,0.82
270,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,28330,0.82,148,283.3,0.82
271,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,25040,0.82,148,250.4,0.82
272,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,22520,0.82,148,225.2,0.82
273,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,19780,0.82,148,197.8,0.82
274,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,17070,0.82,148,170.7,0.82
275,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,36580,0.82,148,365.8,0.82
276,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,33510,0.82,148,335.1,0.82
277,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,30930,0.82,148,309.3,0.82
278,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,28330,0.82,148,283.3,0.82
279,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,25040,0.82,148,250.4,0.82
280,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,22520,0.82,148,225.2,0.82
281,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,19780,0.82,148,197.8,0.82
282,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,17070,0.82,148,170.7,0.82
283,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,15510,0.819,14,155.1,0.819
284,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,11969,0.819,13,119.69,0.819
285,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,11969,0.819,13,119.69,0.819
286,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,14596,0.819,45,145.96,0.819
287,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,14596,0.819,45,145.96,0.819
288,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,15510,0.819,14,155.1,0.819
289,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,31300,0.8182,13,313,0.8182
290,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,27100,0.8182,13,271,0.8182
291,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,22900,0.8182,13,229,0.8182
292,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,18300,0.8182,13,183,0.8182
293,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,13300,0.8182,13,133,0.8182
294,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],313.2,20870,0.818,103,208.7,0.818
295,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,35920,0.8176,194,359.2,0.8176
296,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,34450,0.8176,194,344.5,0.8176
297,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,32350,0.8176,194,323.5,0.8176
298,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,29500,0.8176,194,295,0.8176
299,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,26780,0.8176,194,267.8,0.8176
300,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,23380,0.8176,194,233.8,0.8176
301,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,19990,0.8176,194,199.9,0.8176
302,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,16110,0.8176,194,161.1,0.8176
303,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,13991,0.817,14,139.91,0.817
304,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,20060,0.817,14,200.6,0.817
305,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.2,20060,0.817,14,200.6,0.817
306,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.815,48,80.9,0.815
307,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.815,48,80.9,0.815
308,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,8090,0.815,48,80.9,0.815
309,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.32,7770,0.814,24,77.7,0.814
310,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,13003,0.814,45,130.03,0.814
311,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,13030,0.814,45,130.3,0.814
312,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10590,0.813,106,105.9,0.813
313,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,10590,0.813,106,105.9,0.813
314,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],313.2,15040,0.812,103,150.4,0.812
315,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,23100,0.812,18,231,0.812
316,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,19600,0.812,18,196,0.812
317,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,15300,0.812,18,153,0.812
318,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,11600,0.812,18,116,0.812
319,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,7300,0.812,18,73,0.812
320,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,301.45,6700,0.812,18,67,0.812
321,CCOn1cc[n+](OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,322.15,32860,0.812,114,328.6,0.812
322,CCOn1cc[n+](OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.05,28260,0.812,114,282.6,0.812
323,CCOn1cc[n+](OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,21340,0.812,114,213.4,0.812
324,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,29400,0.8117,13,294,0.8117
325,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,25500,0.8117,13,255,0.8117
326,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,21500,0.8117,13,215,0.8117
327,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,17000,0.8117,13,170,0.8117
328,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,12100,0.8117,13,121,0.8117
329,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,47550,0.8105,15,475.5,0.8105
330,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,44630,0.8105,15,446.3,0.8105
331,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,41560,0.8105,15,415.6,0.8105
332,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,38020,0.8105,15,380.2,0.8105
333,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,34730,0.8105,15,347.3,0.8105
334,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,30530,0.8105,15,305.3,0.8105
