IL,IL SMILES,T/K,d_kg m-3,P/bar,Normalized SMILES,RANDOM
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,1422.6,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,1417.9,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,1413.4,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,1404.2,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,1395.2,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,1386.3,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,1377.5,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,1368.6,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8
1,COCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.15,1359.8,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,9
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,293.1,1295.2,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,10
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,298.1,1291.6,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,11
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,303.1,1287.9,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,12
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,313.1,1280.5,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,13
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,323.1,1273.1,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,14
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,333.1,1265.8,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,15
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,343.1,1258.5,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,16
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,353.1,1251.3,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,17
2,COCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,363.1,1244.2,1,COCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,18
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,293.1,1221.4,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,19
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,298.1,1217.9,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,20
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,303.1,1214.3,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,21
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,313.1,1207.2,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,22
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,323.1,1200.0,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,23
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,333.1,1193.0,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,24
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,343.1,1186.0,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,25
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,353.1,1179.1,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,26
3,COCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,363.1,1172.2,1,COCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,27
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,1343.8,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,1339.3,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,1334.9,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,30
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,1325.8,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,1317.0,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,1307.5,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,33
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,1298.6,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,34
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,1289.6,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,35
4,COCC[N+]1(CCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.15,1280.5,1,COCC[N+]1(CCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,1377.3,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,1372.9,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,38
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,1368.5,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,39
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,1359.7,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,40
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,1351.0,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,1342.5,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,42
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,1334.1,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,43
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,1325.7,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,44
5,CCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.15,1317.3,1,CCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.1,1310.9,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,46
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.1,1302.6,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.1,1294.3,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,48
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.1,1286.1,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,49
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.1,1278.0,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,50
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.1,1270.0,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,51
6,CCCCCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.1,1261.7,1,CCCCCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,52
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,1399.2,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,53
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,1394.9,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,54
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,1390.2,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,1380.8,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,56
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,1371.5,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,57
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,1361.7,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,58
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,1351.6,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,59
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,1340.8,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,60
7,COCCOCC[N+]1(C)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.15,1327.5,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,61
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,293.1,1269.5,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,62
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,298.1,1266.1,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,63
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,303.1,1262.1,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,64
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,313.1,1254.8,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,65
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,323.1,1247.4,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,66
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,333.1,1240.1,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,67
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,343.1,1232.7,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,68
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,353.1,1225.4,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,69
8,COCCOCC[N+]1(C)CCCCCC1.[O-]S(=O)(=O)C(F)(F)F,363.1,1218.1,1,COCCOCC[N+]1(C)CCCCCC1.O=S(=O)([O-])C(F)(F)F,70
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,293.1,1205.8,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,71
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,298.1,1202.2,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,72
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,303.1,1198.6,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,73
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,313.1,1191.4,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,74
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,323.1,1184.3,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,75
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,333.1,1177.3,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,76
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,343.1,1170.3,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,77
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,353.1,1163.4,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,78
9,COCCOCC[N+]1(C)CCCCCC1.[O-]C(=O)C(F)(F)F,363.1,1156.6,1,COCCOCC[N+]1(C)CCCCCC1.O=C([O-])C(F)(F)F,79
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,1357.2,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,80
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,1352.7,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,1348.3,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,82
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,1339.3,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,83
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,1330.6,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,84
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,1322.0,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,85
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,1313.5,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,86
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,1305.0,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,87
10,COCCOCC[N+]1(CCOCCOC)CCCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,363.15,1296.6,1,COCCOCC[N+]1(CCOCCOC)CCCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,88
11,CCSc1[nH+]c2ccccc2s1.CCOP([O-])(=O)OCC,294.2,1230.0,1,CCOP(=O)([O-])OCC.CCSc1[nH+]c2ccccc2s1,89
12,CC[N+](C)=C1N(C)CCN1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.2,1440.0,1,CC[N+](C)=C1N(C)CCN1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,90
13,CC[N+](CC)=C1N(C)CCN1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.2,1400.0,1,CC[N+](CC)=C1N(C)CCN1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,91
14,CCC[N+](C)=C1N(C)CCN1C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.2,1430.0,1,CCC[N+](C)=C1N(C)CCN1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,92
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,293.15,890.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,93
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,303.15,884.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,94
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,313.15,878.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,95
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,323.15,872.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,96
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,333.15,866.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,97
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,343.15,860.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,98
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,353.15,854.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,99
15,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,363.15,849.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.N#C[N-]C#N,100
16,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,991.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,101
16,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,984.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,102
16,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,977.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,103
16,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,970.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,104
16,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,964.0,1,CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105
