IL,IL SMILES,T/K,d_kg m-3,P/bar,Normalized SMILES,RANDOM
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.16,1285.9,1390,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4841
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.1,1227.8,9,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4842
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.14,1229.35,47,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4843
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.16,1231.27,94,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4844
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1235.48,198,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4845
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1239.51,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4846
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.14,1243.24,396,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4847
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.14,1247.16,500,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4848
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.14,1250.92,601,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4849
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1254.49,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4850
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.16,1257.92,797,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4851
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.16,1261.49,900,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4852
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.16,1264.69,995,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4853
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1268.13,1099,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4854
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1271.49,1204,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4855
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1274.47,1299,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4856
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.16,1277.07,1384,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4857
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.17,1214.95,17,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4858
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1216.39,50,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4859
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.13,1218.57,100,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4860
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.12,1222.8,199,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4861
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1227.03,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4862
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.17,1231.18,401,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4863
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.16,1235.1,500,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4864
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.16,1238.99,600,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4865
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1242.77,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4866
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.12,1246.16,792,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4867
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.13,1250.05,900,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4868
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.13,1252.54,971,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4869
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1256.89,1099,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4870
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1260.63,1212,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4871
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.16,1263.39,1299,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4872
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.18,1266.43,1397,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4873
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.19,1201.04,12,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4874
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.19,1202.81,50,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4875
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.19,1205.15,101,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4876
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.13,1209.45,196,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4877
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.13,1214.03,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4878
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.13,1218.29,399,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4879
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.15,1222.47,499,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4880
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.18,1226.41,596,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4881
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.15,1230.52,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4882
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.13,1234.36,800,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4883
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.14,1238.07,899,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4884
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.14,1241.53,995,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4885
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.14,1245.17,1098,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4886
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.13,1248.32,1191,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4887
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.14,1251.87,1298,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4888
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.14,1255.06,1399,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4889
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.17,1188.48,14,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4890
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.17,1190.34,52,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4891
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1192.98,108,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4892
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.12,1197.22,198,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4893
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1201.88,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4894
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1206.31,400,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4895
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.14,1210.64,500,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4896
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.15,1214.72,597,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4897
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.16,1218.92,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4898
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.17,1222.87,800,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4899
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.15,1226.72,900,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4900
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1230.06,990,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4901
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1233.98,1099,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4902
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.11,1236.88,1182,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4903
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.13,1240.8,1299,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4904
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,373.15,1244.08,1400,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4905
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.12,1175.14,9,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4906
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.13,1177.31,52,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4907
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.16,1179.94,104,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4908
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.16,1184.89,204,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4909
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.16,1189.49,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4910
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.16,1194.02,397,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4911
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.15,1198.64,500,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4912
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.12,1202.77,594,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4913
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.12,1207.25,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4914
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.12,1210.99,791,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4915
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.13,1215.29,900,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4916
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.14,1218.86,994,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4917
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.15,1222.71,1099,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4918
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.15,1226.26,1200,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4919
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.15,1229.6,1299,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4920
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,393.15,1232.59,1391,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4921
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1162.57,16,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4922
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.15,1164.62,53,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4923
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.12,1167.05,98,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4924
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.13,1172.37,199,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4925
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.15,1177.5,300,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4926
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1182.37,399,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4927
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1187.17,500,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4928
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1191.52,595,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4929
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1196.16,700,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4930
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.18,1200.36,799,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4931
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.15,1204.48,900,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4932
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.12,1207.66,981,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4933
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.13,1212.06,1099,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4934
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.13,1215.8,1204,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4935
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.15,1219.02,1299,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4936
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,413.17,1222.06,1393,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4937
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1241.86,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4938
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.15,1235.06,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4939
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1228.28,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4940
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.15,1221.54,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4941
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1214.84,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4942
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,343.15,1208.19,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4943
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.15,1201.58,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4944
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.2,1235.8,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4945
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,299.2,1235.2,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4946
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,300.2,1234.5,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4947
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,301.2,1233.9,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4948
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,302.2,1233.2,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4949
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.2,1232.6,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4950
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,304.2,1231.9,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4951
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,305.2,1231.3,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4952
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,306.2,1230.6,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4953
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,307.2,1230.0,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4954
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,308.2,1229.4,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4955
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.2,1226.1,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4956
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,318.2,1222.9,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4957
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.2,1219.7,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4958
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.2,1213.2,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4959
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,343.2,1206.8,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4960
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.2,1200.3,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4961
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,273.15,1254.0,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4962
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,278.15,1250.46,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4963
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,283.15,1246.91,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4964
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,288.15,1243.48,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4965
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1240.09,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4966
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1236.7,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4967
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.15,1233.32,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4968
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,308.15,1229.94,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4969
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1226.56,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4970
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,318.15,1223.2,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4971
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.15,1219.85,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4972
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,328.15,1216.51,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4973
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1213.17,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4974
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,338.15,1209.86,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4975
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,343.15,1206.55,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4976
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,348.15,1203.25,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4977
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,353.15,1199.96,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4978
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,358.15,1196.69,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4979
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,363.15,1193.43,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4980
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,288.15,1244.46,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4981
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1241.0,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4982
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1237.63,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4983
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.15,1234.25,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4984
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,308.15,1230.88,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4985
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1227.51,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4986
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,318.15,1224.15,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4987
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.15,1220.8,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4988
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,328.15,1217.47,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4989
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1214.31,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4990
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,338.15,1210.82,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4991
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,343.15,1207.51,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4992
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,278.15,1251.12,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4993
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,288.15,1244.13,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4994
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1237.37,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4995
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,308.15,1230.61,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4996
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,318.15,1223.9,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4997
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,328.15,1217.23,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4998
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,338.15,1210.6,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,4999
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,348.15,1204.01,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5000
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1237.6,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5001
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1227.5,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5002
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,328.15,1217.5,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5003
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,283.15,1246.94,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5004
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1239.88,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5005
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1236.35,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5006
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.15,1232.72,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5007
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1226.06,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5008
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.15,1219.19,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5009
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1212.42,1,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5010
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,283.15,1247.9,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5011
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1240.89,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5012
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1237.35,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5013
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,303.15,1233.78,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5014
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,313.15,1227.11,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5015
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,323.15,1220.23,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5016
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,333.15,1213.53,25,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5017
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,283.15,1248.89,50,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5018
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,293.15,1241.91,50,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5019
431,CCn1cc[n+](C)c1.CCOS([O-])(=O)=O,298.15,1238.4,50,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,5020
