Td/K,IL,Normalized SMILES
443,2623,FC(F)(C(C(F)(C([O-])=O)F)(F)F)C(C(F)(F)F)(F)F.OCC[N+](C)(C)C
443,2623,C[N+](C)(CCO)C.FC(C(F)(C(F)(C(F)(F)F)F)F)(F)C(C([O-])=O)(F)F
443,2623,C([O-])(=O)C(F)(C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)F.C[N+](C)(C)CCO
443,2623,C[N+](C)(C)CCO.FC(C(C(F)(F)C(F)(F)F)(F)F)(F)C(F)(F)C([O-])=O
443,2623,C(O)C[N+](C)(C)C.FC(C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(C(=O)[O-])F
450,2624,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
450,2624,C(C[N+](C)(C)C)O.C([O-])(=O)C(F)(C(F)(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)F)F
450,2624,C(C(C(F)(C(F)(F)F)F)(F)F)(C(C(C([O-])=O)(F)F)(F)F)(F)F.[N+](C)(C)(C)CCO
450,2624,C[N+](C)(CCO)C.FC(F)(C(F)(F)F)C(F)(F)C(C(F)(C(C([O-])=O)(F)F)F)(F)F
450,2624,C(C[N+](C)(C)C)O.FC(C(C(C([O-])=O)(F)F)(F)F)(C(F)(F)C(C(F)(F)F)(F)F)F
450,2624,C(F)(C(F)(F)C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)(C(=O)[O-])F.C[N+](C)(C)CCO
450,2624,C[N+](CCO)(C)C.FC(F)(C(F)(F)C(C(F)(F)C(F)(C(F)(F)C(=O)[O-])F)(F)F)F
450,2624,C(=O)([O-])C(F)(F)C(F)(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)F.C[N+](CCO)(C)C
450,2624,C(C(F)(C(C(F)(F)C(F)(F)F)(F)F)F)(F)(F)C(F)(C(=O)[O-])F.OCC[N+](C)(C)C
450,2624,C[N+](C)(C)CCO.FC(F)(F)C(F)(C(C(C(C(C(=O)[O-])(F)F)(F)F)(F)F)(F)F)F
455,2625,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
455,2625,C(F)(C(F)(F)C([O-])=O)(C(F)(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)F)F.C[N+](C)(C)CCO
455,2625,C[N+](CCO)(C)C.FC(C(F)(C(F)(F)C(C(F)(C(=O)[O-])F)(F)F)F)(C(F)(C(F)(F)F)F)F
455,2625,C(C(C(F)(F)F)(F)F)(C(F)(F)C(F)(F)C(C(C([O-])=O)(F)F)(F)F)(F)F.OCC[N+](C)(C)C
455,2625,C[N+](C)(C)CCO.FC(C(F)(C(F)(C(C([O-])=O)(F)F)F)F)(C(F)(C(F)(C(F)(F)F)F)F)F
455,2625,FC(F)(C(C(F)(F)C(F)(F)F)(F)F)C(F)(F)C(F)(F)C(C([O-])=O)(F)F.OCC[N+](C)(C)C
455,2625,C(F)(C(C(F)(C(F)(F)C(F)(F)C(F)(C([O-])=O)F)F)(F)F)(F)C(F)(F)F.C[N+](CCO)(C)C
455,2625,C(O)C[N+](C)(C)C.FC(C(F)(F)C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)C(F)(F)C(=O)[O-]
455,2625,C[N+](C)(C)CCO.FC(F)(C(C(F)(F)C(F)(C(=O)[O-])F)(F)F)C(F)(F)C(C(F)(F)F)(F)F
455,2625,C(C(C(=O)[O-])(F)F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)(F)F.OCC[N+](C)(C)C
508,2626,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC
508,2626,C(=O)(CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O)OCC(CC)CCCC.C(C)CC[P+](CCCC)(CCCC)CCCC
508,2626,C(C[P+](CCCC)(CCCC)CCCC)CC.O(C(=O)C(S(=O)([O-])=O)CC(=O)OCC(CCCC)CC)CC(CCCC)CC
508,2626,C(C)CC[P+](CCCC)(CCCC)CCCC.O(C(C(S([O-])(=O)=O)CC(OCC(CCCC)CC)=O)=O)CC(CCCC)CC
508,2626,C(C(CCCC)CC)OC(=O)CC(C(OCC(CC)CCCC)=O)S(=O)([O-])=O.CCCC[P+](CCCC)(CCCC)CCCC
508,2626,C(CC[P+](CCCC)(CCCC)CCCC)C.[O-]S(=O)(=O)C(C(=O)OCC(CCCC)CC)CC(=O)OCC(CCCC)CC
508,2626,C(C[P+](CCCC)(CCCC)CCCC)CC.O(CC(CCCC)CC)C(=O)CC(C(=O)OCC(CCCC)CC)S([O-])(=O)=O
508,2626,C(CC)C[P+](CCCC)(CCCC)CCCC.CCC(COC(=O)C(CC(=O)OCC(CC)CCCC)S(=O)([O-])=O)CCCC
508,2626,C(CC)CC(COC(C(CC(OCC(CCCC)CC)=O)S(=O)(=O)[O-])=O)CC.C(CC[P+](CCCC)(CCCC)CCCC)C
508,2626,C(C(CC(OCC(CC)CCCC)=O)S(=O)([O-])=O)(=O)OCC(CC)CCCC.CCCC[P+](CCCC)(CCCC)CCCC
498,2627,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CC(=O)OCC
498,2627,CCOC(C[P+](CCCC)(CCCC)CCCC)=O.O=S(=O)([O-])C(C(=O)OCC(CCCC)CC)CC(OCC(CC)CCCC)=O
498,2627,C(OC(CC(S(=O)(=O)[O-])C(OCC(CCCC)CC)=O)=O)C(CCCC)CC.C(OC(C[P+](CCCC)(CCCC)CCCC)=O)C
498,2627,C(C(S([O-])(=O)=O)C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC.C(CCC)[P+](CCCC)(CCCC)CC(=O)OCC
498,2627,CCCCC(COC(C(S([O-])(=O)=O)CC(=O)OCC(CC)CCCC)=O)CC.CCCC[P+](CC(=O)OCC)(CCCC)CCCC
498,2627,C(C(CC)COC(=O)C(CC(=O)OCC(CCCC)CC)S([O-])(=O)=O)CCC.C(C[P+](CC(OCC)=O)(CCCC)CCCC)CC
498,2627,C(C(CC)CCCC)OC(=O)C(S([O-])(=O)=O)CC(=O)OCC(CC)CCCC.CCCC[P+](CCCC)(CC(=O)OCC)CCCC
498,2627,C(CC(=O)OCC(CC)CCCC)(C(=O)OCC(CC)CCCC)S(=O)([O-])=O.O=C(C[P+](CCCC)(CCCC)CCCC)OCC
498,2627,C(CC[P+](CC(=O)OCC)(CCCC)CCCC)C.O=S([O-])(=O)C(CC(OCC(CCCC)CC)=O)C(=O)OCC(CC)CCCC
498,2627,C(C)CC[P+](CCCC)(CCCC)CC(OCC)=O.CCCCC(CC)COC(=O)CC(S(=O)([O-])=O)C(OCC(CC)CCCC)=O
512,2628,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CC(=O)O
512,2628,C([P+](CCCC)(CC(=O)O)CCCC)CCC.O=C(OCC(CC)CCCC)C(S(=O)(=O)[O-])CC(=O)OCC(CC)CCCC
512,2628,C([P+](CC(O)=O)(CCCC)CCCC)CCC.O=C(C(S(=O)(=O)[O-])CC(OCC(CC)CCCC)=O)OCC(CC)CCCC
512,2628,C([P+](CC(O)=O)(CCCC)CCCC)CCC.CCCCC(CC)COC(C(CC(=O)OCC(CC)CCCC)S(=O)(=O)[O-])=O
512,2628,C(CC[P+](CC(O)=O)(CCCC)CCCC)C.C(COC(=O)C(CC(=O)OCC(CCCC)CC)S(=O)(=O)[O-])(CC)CCCC
512,2628,C(CCC)C(CC)COC(CC(C(OCC(CCCC)CC)=O)S([O-])(=O)=O)=O.C(CCC)[P+](CCCC)(CCCC)CC(O)=O
512,2628,C(C)CC[P+](CCCC)(CC(=O)O)CCCC.O=S([O-])(=O)C(CC(=O)OCC(CC)CCCC)C(OCC(CC)CCCC)=O
512,2628,C(C)C(COC(=O)C(CC(=O)OCC(CC)CCCC)S(=O)([O-])=O)CCCC.C(CCC)[P+](CCCC)(CCCC)CC(=O)O
512,2628,C(C)CC[P+](CC(O)=O)(CCCC)CCCC.[O-]S(=O)(C(CC(=O)OCC(CCCC)CC)C(OCC(CCCC)CC)=O)=O
512,2628,C(C(CCCC)COC(=O)C(S([O-])(=O)=O)CC(OCC(CCCC)CC)=O)C.C(CC[P+](CC(O)=O)(CCCC)CCCC)C
513,2629,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CCOCCOCCOC
513,2629,C(CCC)C(CC)COC(C(S(=O)([O-])=O)CC(=O)OCC(CC)CCCC)=O.COCCOCCOCC[P+](CCCC)(CCCC)CCCC
513,2629,C(COC)OCCOCC[P+](CCCC)(CCCC)CCCC.CCC(CCCC)COC(=O)C(S([O-])(=O)=O)CC(=O)OCC(CC)CCCC
513,2629,C(C)CCC(COC(C(S([O-])(=O)=O)CC(OCC(CC)CCCC)=O)=O)CC.O(CCOCCOC)CC[P+](CCCC)(CCCC)CCCC
513,2629,C(CC)CC(CC)COC(=O)CC(S(=O)(=O)[O-])C(OCC(CC)CCCC)=O.C(COCC[P+](CCCC)(CCCC)CCCC)OCCOC
513,2629,C(CC[P+](CCCC)(CCCC)CCOCCOCCOC)C.CCC(COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)([O-])=O)CCCC
513,2629,C(OCCOCCOC)C[P+](CCCC)(CCCC)CCCC.O=S(=O)(C(CC(=O)OCC(CCCC)CC)C(OCC(CC)CCCC)=O)[O-]
513,2629,C(CC(CC)COC(=O)C(S(=O)(=O)[O-])CC(OCC(CC)CCCC)=O)CC.C(C[P+](CCCC)(CCOCCOCCOC)CCCC)CC
513,2629,C(S(=O)(=O)[O-])(C(=O)OCC(CCCC)CC)CC(OCC(CC)CCCC)=O.COCCOCCOCC[P+](CCCC)(CCCC)CCCC
513,2629,C(CC)(CCCC)COC(CC(C(OCC(CCCC)CC)=O)S(=O)([O-])=O)=O.O(CCOCC[P+](CCCC)(CCCC)CCCC)CCOC
594,2630,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC
594,2630,C(CCCCCCCCC)CCCCCCCC([O-])=O.C(CC[P+](CC)(CCCC)CCCC)C
594,2630,C(CCCCCCCCCCC([O-])=O)CCCCCC.CCCC[P+](CC)(CCCC)CCCC
594,2630,C(CCC)[P+](CCCC)(CCCC)CC.C(CCCCCCCC(=O)[O-])CCCCCCCCC
594,2630,C(C)CC[P+](CC)(CCCC)CCCC.O=C(CCCCCCCCCCCCCCCCC)[O-]
594,2630,C(CCCCCCCCCC)CCCCCCC(=O)[O-].C(C[P+](CCCC)(CCCC)CC)CC
594,2630,C(CCCCCC)CCCCCCCCCCC([O-])=O.C(CC[P+](CC)(CCCC)CCCC)C
594,2630,C(=O)([O-])CCCCCCCCCCCCCCCCC.C(CC[P+](CCCC)(CC)CCCC)C
594,2630,C(CC)C[P+](CC)(CCCC)CCCC.C(CCCCCCCCCCCC)CCCCC(=O)[O-]
594,2630,C(CCCCCCCCCCC(=O)[O-])CCCCCC.CC[P+](CCCC)(CCCC)CCCC
464,2631,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.C[N+](C)(C)C
464,2631,CC(C1CCC2C(C=1)=CCC1C2(CCCC1(C)C(=O)[O-])C)C.C[N+](C)(C)C
464,2631,C[N+](C)(C)C.[O-]C(=O)C1(C2C(CCC1)(C)C1C(=CC2)C=C(C(C)C)CC1)C
464,2631,C1(C(C)C)=CC2C(CC1)C1(C)CCCC(C)(C(=O)[O-])C1CC=2.C[N+](C)(C)C
464,2631,C12(C3CCC(=CC3=CCC1C(CCC2)(C([O-])=O)C)C(C)C)C.C[N+](C)(C)C
464,2631,CC(C)C1=CC2C(CC1)C1(CCCC(C(=O)[O-])(C1CC=2)C)C.C[N+](C)(C)C
464,2631,C(C1CCC2C3(C)CCCC(C)(C3CC=C2C=1)C(=O)[O-])(C)C.C[N+](C)(C)C
464,2631,C1CCC(C(=O)[O-])(C2C1(C)C1CCC(C(C)C)=CC1=CC2)C.C[N+](C)(C)C
464,2631,C1C(C([O-])=O)(C)C2C(C3C(=CC2)C=C(CC3)C(C)C)(CC1)C.C[N+](C)(C)C
464,2631,C(C1CCC2C(C=1)=CCC1C2(C)CCCC1(C)C([O-])=O)(C)C.C[N+](C)(C)C
452,2632,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCC[N+](CCCC)(CCCC)CCCC
452,2632,C(CCC)[N+](CCCC)(CCCC)CCCC.C12C(C)(CCCC1(C)C1CCC(C(C)C)=CC1=CC2)C([O-])=O
452,2632,C(CC[N+](CCCC)(CCCC)CCCC)C.C1C2C(C3(CCCC(C3CC=2)(C(=O)[O-])C)C)CCC=1C(C)C
452,2632,C1CC(C(C)C)=CC2=CCC3C(C)(CCCC3(C)C([O-])=O)C21.[N+](CCCC)(CCCC)(CCCC)CCCC
452,2632,C(C1CCC2C3(C)C(CC=C2C=1)C(CCC3)(C)C(=O)[O-])(C)C.C(CC)C[N+](CCCC)(CCCC)CCCC
452,2632,C1CC(C(C)C)=CC2=CCC3C(C)(CCCC3(C)C12)C([O-])=O.CCCC[N+](CCCC)(CCCC)CCCC
452,2632,C(CCC)[N+](CCCC)(CCCC)CCCC.CC(C)C1CCC2C(=CCC3C2(C)CCCC3(C([O-])=O)C)C=1
452,2632,C(C[N+](CCCC)(CCCC)CCCC)CC.C1=C(CCC2C3(C(C(C([O-])=O)(CCC3)C)CC=C21)C)C(C)C
452,2632,C1CC2C(C)(CCCC2(C)C(=O)[O-])C2CCC(=CC=12)C(C)C.CCCC[N+](CCCC)(CCCC)CCCC
452,2632,C1CC(C([O-])=O)(C2CC=C3C(CCC(=C3)C(C)C)C2(C)C1)C.[N+](CCCC)(CCCC)(CCCC)CCCC
459,2633,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.C[N+](C)(C)CCO
459,2633,C1CC2C(C=C1C(C)C)=CCC1C(C(=O)[O-])(CCCC21C)C.C[N+](C)(CCO)C
459,2633,C(C)(C1CCC2C(C=1)=CCC1C2(CCCC1(C)C(=O)[O-])C)C.OCC[N+](C)(C)C
459,2633,C([N+](C)(C)C)CO.CC1(C([O-])=O)C2CC=C3C(CCC(=C3)C(C)C)C2(CCC1)C
459,2633,C1(C)(C([O-])=O)CCCC2(C)C1CC=C1C=C(CCC12)C(C)C.[N+](C)(CCO)(C)C
459,2633,C(C[N+](C)(C)C)O.C1(C([O-])=O)(CCCC2(C)C1CC=C1C2CCC(=C1)C(C)C)C
459,2633,C12C(C)(CCCC1(C([O-])=O)C)C1C(=CC2)C=C(C(C)C)CC1.C[N+](CCO)(C)C
459,2633,CC(C)C1CCC2C3(C)C(C(C(=O)[O-])(CCC3)C)CC=C2C=1.C[N+](C)(CCO)C
459,2633,C(C1=CC2C(CC1)C1(CCCC(C)(C(=O)[O-])C1CC=2)C)(C)C.C[N+](C)(CCO)C
459,2633,C1=C2C=C(C(C)C)CCC2C2(C(C(C)(C([O-])=O)CCC2)C1)C.[N+](C)(CCO)(C)C
480,2634,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.C[N+](C)(C)Cc1ccccc1
480,2634,C12C=C(CCC1C1(C)C(C(CCC1)(C)C([O-])=O)CC=2)C(C)C.c1ccccc1C[N+](C)(C)C
480,2634,C1CC(C2CC=C3C(C2(C1)C)CCC(=C3)C(C)C)(C)C(=O)[O-].C[N+](Cc1ccccc1)(C)C
480,2634,[O-]C(=O)C1(CCCC2(C)C1CC=C1C2CCC(=C1)C(C)C)C.c1ccc(C[N+](C)(C)C)cc1
480,2634,C12CC=C3C(C2(CCCC1(C)C([O-])=O)C)CCC(=C3)C(C)C.c1ccccc1C[N+](C)(C)C
480,2634,C12(C3CCC(=CC3=CCC1C(C([O-])=O)(CCC2)C)C(C)C)C.C[N+](C)(C)Cc1ccccc1
480,2634,C1CC2C(C)(C(=O)[O-])CCCC2(C)C2C=1C=C(CC2)C(C)C.c1cccc(C[N+](C)(C)C)c1
480,2634,C12CC=C3C=C(C(C)C)CCC3C1(CCCC2(C(=O)[O-])C)C.[N+](C)(C)(C)Cc1ccccc1
480,2634,C12C(CCCC2(C)C2C(C=C(C(C)C)CC2)=CC1)(C([O-])=O)C.C[N+](C)(C)Cc1ccccc1
480,2634,O=C([O-])C1(C2C(CCC1)(C)C1CCC(C(C)C)=CC1=CC2)C.c1c(C[N+](C)(C)C)cccc1
483,2635,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCC[N+](C)(C)C
483,2635,C(CCCCCCCCCCCCC[N+](C)(C)C)CC.C12C(C)(CCCC1(C)C1C(=CC2)C=C(C(C)C)CC1)C([O-])=O
483,2635,C(C)(C)C1CCC2C3(C)C(C(CCC3)(C(=O)[O-])C)CC=C2C=1.C(CCC[N+](C)(C)C)CCCCCCCCCCCC
483,2635,C(CCCCCCC[N+](C)(C)C)CCCCCCCC.C1CC(C(=O)[O-])(C)C2CC=C3C=C(CCC3C2(C1)C)C(C)C
483,2635,C1(C2CC=C3C=C(CCC3C2(C)CCC1)C(C)C)(C)C(=O)[O-].[N+](C)(C)(CCCCCCCCCCCCCCCC)C
483,2635,C(CCCCCCCCCCCC)CCC[N+](C)(C)C.C1C(C(C)C)=CC2C(C1)C1(C)C(C(CCC1)(C(=O)[O-])C)CC=2
483,2635,C(CCCCCCCCCCCC)CCC[N+](C)(C)C.C1=C2C=C(C(C)C)CCC2C2(C(C(CCC2)(C(=O)[O-])C)C1)C
483,2635,C1C2C(C([O-])=O)(C)CCCC2(C)C2C(C=C(CC2)C(C)C)=C1.C[N+](C)(CCCCCCCCCCCCCCCC)C
483,2635,C(CCCCCCCCCCCCC)CC[N+](C)(C)C.C1CC2C(C=C1C(C)C)=CCC1C2(CCCC1(C)C(=O)[O-])C
483,2635,C(CCCC[N+](C)(C)C)CCCCCCCCCCC.CC1(C(=O)[O-])CCCC2(C)C1CC=C1C2CCC(=C1)C(C)C
493,2636,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCCCC[N+](C)(C)C
493,2636,C(C1(C)CCCC2(C3C(=CCC12)C=C(C(C)C)CC3)C)(=O)[O-].C(CCCCCCC[N+](C)(C)C)CCCCCCCCCC
493,2636,C(CCCCCCCCCC[N+](C)(C)C)CCCCCCC.C12(C)C3C(C=C(CC3)C(C)C)=CCC1C(C)(CCC2)C([O-])=O
493,2636,C(CC[N+](C)(C)C)CCCCCCCCCCCCCCC.C1C2C3(C)CCCC(C([O-])=O)(C3CC=C2C=C(C1)C(C)C)C
493,2636,C12CC=C3C=C(C(C)C)CCC3C2(C)CCCC1(C(=O)[O-])C.C[N+](C)(C)CCCCCCCCCCCCCCCCCC
493,2636,C(CCCCCCCCCCCCCC[N+](C)(C)C)CCC.C1(C(C)C)CCC2C3(CCCC(C3CC=C2C=1)(C)C([O-])=O)C
493,2636,C(CCCCCCC[N+](C)(C)C)CCCCCCCCCC.C1CCC(C2C1(C1CCC(C(C)C)=CC1=CC2)C)(C)C(=O)[O-]
493,2636,C1=C(CCC2C3(C(CC=C12)C(C)(C([O-])=O)CCC3)C)C(C)C.C[N+](C)(CCCCCCCCCCCCCCCCCC)C
493,2636,C(C1=CC2C(C3(C)C(C(C)(CCC3)C([O-])=O)CC=2)CC1)(C)C.C(CCCCCCCCCCCCCCC)CC[N+](C)(C)C
493,2636,C(C[N+](C)(C)C)CCCCCCCCCCCCCCCC.C1(CCCC2(C)C3C(=CCC21)C=C(C(C)C)CC3)(C(=O)[O-])C
495,2637,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C
495,2637,CC(C1=CC2C(CC1)C1(C)CCCC(C([O-])=O)(C1CC=2)C)C.[N+](C)(CCCCCCCCCCCCCCCCCCCCCC)(C)C
495,2637,C1=C2C(C3(C)C(C(CCC3)(C)C(=O)[O-])C1)CCC(=C2)C(C)C.[N+](CCCCCCCCCCCCCCCCCCCCCC)(C)(C)C
495,2637,C(CCCCCCCCCC[N+](C)(C)C)CCCCCCCCCCC.C1CCC(C2C1(C1CCC(=CC1=CC2)C(C)C)C)(C([O-])=O)C
495,2637,C(CCCCCCCCCCCCCCCCC[N+](C)(C)C)CCCC.CC1(CCCC2(C1CC=C1C=C(CCC21)C(C)C)C)C([O-])=O
495,2637,C(CCCCCCCCCCCCC)CCCCCCCC[N+](C)(C)C.C1CCC2(C)C(CC=C3C2CCC(C(C)C)=C3)C1(C)C([O-])=O
495,2637,C(CCCCCCCCCC[N+](C)(C)C)CCCCCCCCCCC.CC12CCCC(C)(C([O-])=O)C2CC=C2C=C(C(C)C)CCC12
495,2637,C12C(CCCC1(C([O-])=O)C)(C1C(=CC2)C=C(CC1)C(C)C)C.CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C
495,2637,C(CCCCCCCCCC[N+](C)(C)C)CCCCCCCCCCC.C1C2C3(C)CCCC(C3CC=C2C=C(C1)C(C)C)(C([O-])=O)C
495,2637,C1(C2C(CCC1)(C)C1C(=CC2)C=C(C(C)C)CC1)(C(=O)[O-])C.[N+](C)(C)(C)CCCCCCCCCCCCCCCCCCCCCC
498,2638,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
498,2638,C(CCCCC[N+](CCCCCCCCCC)(C)C)CCCC.C12C3(CCCC(C3CC=C2C=C(C(C)C)CC1)(C(=O)[O-])C)C
498,2638,C(CCCCCCC)CC[N+](C)(CCCCCCCCCC)C.C1(C(C)C)CCC2C(=CCC3C(C([O-])=O)(C)CCCC23C)C=1
498,2638,C(CCCCCCCC)C[N+](CCCCCCCCCC)(C)C.C12C=C(C(C)C)CCC1C1(C)CCCC(C(=O)[O-])(C1CC=2)C
498,2638,C(CC[N+](CCCCCCCCCC)(C)C)CCCCCCC.O=C([O-])C1(C)C2CC=C3C=C(CCC3C2(C)CCC1)C(C)C
498,2638,C(CCCCC)CCCC[N+](C)(C)CCCCCCCCCC.CC(C)C1CCC2C(C=1)=CCC1C(C)(CCCC21C)C([O-])=O
498,2638,C(C)CCCCCCCC[N+](C)(CCCCCCCCCC)C.C1(C(=O)[O-])(C2C(C)(CCC1)C1C(C=C(CC1)C(C)C)=CC2)C
498,2638,C(CCCCCCC)CC[N+](C)(CCCCCCCCCC)C.C1(C)(C([O-])=O)CCCC2(C)C3C(=CCC12)C=C(C(C)C)CC3
498,2638,C(CCCCC[N+](CCCCCCCCCC)(C)C)CCCC.C1C(C([O-])=O)(C)C2CC=C3C(C2(C)CC1)CCC(C(C)C)=C3
498,2638,C(CCCCCCCCC)[N+](CCCCCCCCCC)(C)C.O=C(C1(C)CCCC2(C)C3CCC(=CC3=CCC12)C(C)C)[O-]
490,2639,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CC[n+]1ccn(C)c1
490,2639,[O-]C(=O)C1(C)C2C(CCC1)(C)C1C(C=C(CC1)C(C)C)=CC2.c1[n+](CC)ccn1C
490,2639,C1C2(C)C(C(C)(CC1)C([O-])=O)CC=C1C2CCC(=C1)C(C)C.c1[n+](CC)cn(c1)C
490,2639,C(C)[n+]1cn(cc1)C.C12=CCC3C(CCCC3(C)C1CCC(=C2)C(C)C)(C([O-])=O)C
490,2639,C1=C2C(CCC(=C2)C(C)C)C2(C)CCCC(C(=O)[O-])(C)C2C1.CC[n+]1cn(C)cc1
490,2639,CC(C)C1CCC2C3(CCCC(C)(C3CC=C2C=1)C([O-])=O)C.[n+]1(ccn(c1)C)CC
490,2639,C1(=CC2C(CC1)C1(CCCC(C)(C(=O)[O-])C1CC=2)C)C(C)C.CC[n+]1cn(cc1)C
490,2639,C12(C)C3C(C=C(C(C)C)CC3)=CCC1C(C(=O)[O-])(C)CCC2.CC[n+]1cn(cc1)C
490,2639,C1C(C(C)C)=CC2C(C3(CCCC(C3CC=2)(C(=O)[O-])C)C)C1.c1[n+](ccn1C)CC
490,2639,C(C)[n+]1cn(cc1)C.[O-]C(C1(C)C2CC=C3C=C(CCC3C2(CCC1)C)C(C)C)=O
514,2640,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCC[n+]1ccn(C)c1
514,2640,CC1(C([O-])=O)C2CC=C3C=C(CCC3C2(CCC1)C)C(C)C.[n+]1(cn(cc1)C)CCCC
514,2640,[O-]C(=O)C1(C)CCCC2(C3C(C=C(CC3)C(C)C)=CCC12)C.n1(C)c[n+](cc1)CCCC
514,2640,C1=C2C(C3(C)C(C1)C(C(=O)[O-])(CCC3)C)CCC(C(C)C)=C2.Cn1c[n+](CCCC)cc1
514,2640,O=C(C1(C)C2C(C3CCC(=CC3=CC2)C(C)C)(CCC1)C)[O-].c1c[n+](CCCC)cn1C
514,2640,C12CCC(=CC2=CCC2C(CCCC21C)(C)C(=O)[O-])C(C)C.Cn1cc[n+](c1)CCCC
514,2640,C(C1=CC2C(C3(C)CCCC(C([O-])=O)(C)C3CC=2)CC1)(C)C.c1n(c[n+](c1)CCCC)C
514,2640,C([n+]1ccn(c1)C)CCC.C1C(=CC2C(C1)C1(CCCC(C)(C1CC=2)C([O-])=O)C)C(C)C
514,2640,C1C2C(C(=O)[O-])(CCCC2(C2CCC(C(C)C)=CC2=C1)C)C.Cn1c[n+](CCCC)cc1
514,2640,C12C(C3(C)C(C(C(=O)[O-])(C)CCC3)CC=2)CCC(=C1)C(C)C.c1[n+](CCCC)ccn1C
507,2641,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCC[n+]1ccn(C)c1
507,2641,C(CCCC)C[n+]1cn(cc1)C.C12CC=C3C(CCC(=C3)C(C)C)C1(CCCC2(C(=O)[O-])C)C
507,2641,C(CCCCC)[n+]1ccn(c1)C.C1C2C(C)(C3C(C=C(CC3)C(C)C)=C1)CCCC2(C)C([O-])=O
507,2641,CC12C3C(C=C(CC3)C(C)C)=CCC1C(CCC2)(C)C([O-])=O.n1(c[n+](cc1)CCCCCC)C
507,2641,C(C)(C1=CC2C(CC1)C1(CCCC(C)(C([O-])=O)C1CC=2)C)C.C([n+]1ccn(C)c1)CCCCC
507,2641,CC(C1=CC2C(C3(C(CC=2)C(C)(CCC3)C(=O)[O-])C)CC1)C.CCCCCC[n+]1cn(cc1)C
507,2641,C1(C2CC=C3C(CCC(=C3)C(C)C)C2(CCC1)C)(C([O-])=O)C.CCCCCC[n+]1ccn(c1)C
507,2641,O=C(C1(CCCC2(C)C1CC=C1C2CCC(=C1)C(C)C)C)[O-].c1[n+](CCCCCC)ccn1C
507,2641,C1(CCC2C3(CCCC(C(=O)[O-])(C3CC=C2C=1)C)C)C(C)C.c1c[n+](CCCCCC)cn1C
507,2641,C1CCC(C(=O)[O-])(C2C1(C1C(C=C(C(C)C)CC1)=CC2)C)C.[n+]1(CCCCCC)ccn(c1)C
515,2642,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCC[n+]1ccn(C)c1
515,2642,C(C)(C)C1CCC2C(=CCC3C2(C)CCCC3(C)C([O-])=O)C=1.C(CCCCC[n+]1cn(cc1)C)CC
