Td/K,IL,Normalized SMILES
458,385,C1N=C[NH+](C)N=1.O=[N+]([O-])c1cc(cc([N+](=O)[O-])c1[O-])[N+](=O)[O-]
458,386,CCCCSC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F
458,386,C([O-])(=O)C(F)(F)F.C([n+]1cn(C)cc1)SCCCC
458,386,[O-]C(C(F)(F)F)=O.[n+]1(CSCCCC)cn(cc1)C
458,386,Cn1cc[n+](c1)CSCCCC.FC(C(=O)[O-])(F)F
458,386,O=C([O-])C(F)(F)F.c1[n+](ccn1C)CSCCCC
458,386,C([O-])(=O)C(F)(F)F.c1c[n+](cn1C)CSCCCC
458,386,C(C(=O)[O-])(F)(F)F.n1(cc[n+](CSCCCC)c1)C
458,386,Cn1c[n+](cc1)CSCCCC.FC(F)(F)C(=O)[O-]
458,386,C(F)(F)(C(=O)[O-])F.C(SC[n+]1ccn(c1)C)CCC
458,386,C(CC)CSC[n+]1ccn(c1)C.FC(F)(C(=O)[O-])F
458,387,CCCCCCCCSC[n+]1ccn(C)c1.N#C[N-]C#N
458,387,N#C[N-]C#N.n1(C)cc[n+](c1)CSCCCCCCCC
458,387,CCCCCCCCSC[n+]1ccn(c1)C.[N-](C#N)C#N
458,387,C(CCCCCC)CSC[n+]1ccn(c1)C.N#C[N-]C#N
458,387,C(#N)[N-]C#N.c1n(C)c[n+](c1)CSCCCCCCCC
458,387,N#C[N-]C#N.[n+]1(ccn(c1)C)CSCCCCCCCC
458,387,C(SCCCCCCCC)[n+]1ccn(C)c1.N#C[N-]C#N
458,387,N#C[N-]C#N.c1[n+](ccn1C)CSCCCCCCCC
458,387,C([N-]C#N)#N.n1(c[n+](cc1)CSCCCCCCCC)C
458,387,N#C[N-]C#N.c1[n+](CSCCCCCCCC)ccn1C
458,388,CCCCCCSC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F
458,388,C(CCCC)CSC[n+]1cn(C)cc1.FC(C(=O)[O-])(F)F
458,388,C(CCCCC)SC[n+]1ccn(c1)C.FC(F)(C([O-])=O)F
458,388,C(F)(F)(F)C([O-])=O.CCCCCCSC[n+]1cn(cc1)C
458,388,FC(F)(C(=O)[O-])F.n1(c[n+](CSCCCCCC)cc1)C
458,388,FC(F)(C(=O)[O-])F.c1[n+](cn(C)c1)CSCCCCCC
458,388,C(SCCCCCC)[n+]1ccn(c1)C.[O-]C(C(F)(F)F)=O
458,388,O=C(C(F)(F)F)[O-].c1[n+](CSCCCCCC)ccn1C
458,388,FC(C(=O)[O-])(F)F.c1n(C)c[n+](CSCCCCCC)c1
458,388,[O-]C(C(F)(F)F)=O.[n+]1(ccn(c1)C)CSCCCCCC
458,389,CCCCCCCCSC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F
458,389,O=C(C(F)(F)F)[O-].c1[n+](CSCCCCCCCC)cn(C)c1
458,389,FC(F)(F)C(=O)[O-].c1cn(c[n+]1CSCCCCCCCC)C
458,389,C(SCCCCCCCC)[n+]1ccn(c1)C.C([O-])(C(F)(F)F)=O
458,389,C(C(F)(F)F)([O-])=O.C(C)CCCCCCSC[n+]1ccn(c1)C
458,389,C(F)(C([O-])=O)(F)F.c1n(C)c[n+](c1)CSCCCCCCCC
458,389,C(CCCSC[n+]1cn(cc1)C)CCCC.FC(F)(C(=O)[O-])F
458,389,O=C([O-])C(F)(F)F.S(CCCCCCCC)C[n+]1ccn(c1)C
458,389,FC(F)(C(=O)[O-])F.c1n(C)cc[n+]1CSCCCCCCCC
458,389,FC(F)(F)C(=O)[O-].n1(C)c[n+](CSCCCCCCCC)cc1
458,390,CCCCCCSC[n+]1ccn(COCCCC)c1.F[B-](F)(F)F
458,390,F[B-](F)(F)F.S(CCCCCC)C[n+]1ccn(c1)COCCCC
458,390,CCCCOCn1cc[n+](CSCCCCCC)c1.[B-](F)(F)(F)F
458,390,C(OCCCC)n1cc[n+](c1)CSCCCCCC.F[B-](F)(F)F
458,390,CCCCOCn1c[n+](cc1)CSCCCCCC.F[B-](F)(F)F
458,390,O(CCCC)Cn1cc[n+](CSCCCCCC)c1.[B-](F)(F)(F)F
458,390,C(OCCCC)n1c[n+](cc1)CSCCCCCC.F[B-](F)(F)F
458,390,C(C)CCCCSC[n+]1ccn(c1)COCCCC.[B-](F)(F)(F)F
458,390,C(CCOCn1c[n+](cc1)CSCCCCCC)C.F[B-](F)(F)F
458,390,C(SCCCCCC)[n+]1cn(cc1)COCCCC.F[B-](F)(F)F
458,391,O=C([O-])CO.OCC[NH2+]CCO
458,391,C(O)C([O-])=O.C(O)C[NH2+]CCO
458,391,C(O)C[NH2+]CCO.[O-]C(CO)=O
458,391,O=C([O-])CO.[NH2+](CCO)CCO
458,391,OCC([O-])=O.OCC[NH2+]CCO
458,391,C(=O)(CO)[O-].C(C[NH2+]CCO)O
458,391,C([NH2+]CCO)CO.OCC([O-])=O
458,391,C(O)C([O-])=O.[NH2+](CCO)CCO
458,391,C(CO)[NH2+]CCO.[O-]C(=O)CO
458,391,C(C([O-])=O)O.C(O)C[NH2+]CCO
458,392,CC1C(OC[n+]2ccccc2)CC2CC1C2(C)C.F[P-](F)(F)(F)(F)F
458,392,C1(C)C2CC(C2(C)C)CC1OC[n+]1ccccc1.F[P-](F)(F)(F)(F)F
458,392,C12CC(C(C)C(C1)OC[n+]1ccccc1)C2(C)C.F[P-](F)(F)(F)(F)F
458,392,CC1(C2CC(OC[n+]3ccccc3)C(C)C1C2)C.[P-](F)(F)(F)(F)(F)F
458,392,C1C2CC(C2(C)C)C(C1OC[n+]1ccccc1)C.F[P-](F)(F)(F)(F)F
458,392,C1C2C(C1C(C(C2)OC[n+]1ccccc1)C)(C)C.F[P-](F)(F)(F)(F)F
458,392,C1(C)C2C(C)(C)C(C2)CC1OC[n+]1ccccc1.[P-](F)(F)(F)(F)(F)F
458,392,[P-](F)(F)(F)(F)(F)F.[n+]1(ccccc1)COC1CC2CC(C1C)C2(C)C
458,392,C12CC(C2(C)C)CC(OC[n+]2ccccc2)C1C.F[P-](F)(F)(F)(F)F
458,392,F[P-](F)(F)(F)(F)F.c1ccc[n+](COC2CC3CC(C2C)C3(C)C)c1
458.8,393,CCCCCCn1ccc[n+]1CCCCCC.[Br-]
458.8,393,[Br-].[n+]1(n(ccc1)CCCCCC)CCCCCC
458.8,393,C(CCCC)C[n+]1cccn1CCCCCC.[Br-]
458.8,393,C([n+]1cccn1CCCCCC)CCCCC.[Br-]
458.8,393,C([n+]1cccn1CCCCCC)CCCCC.[Br-]
458.8,393,C(CC)CCC[n+]1cccn1CCCCCC.[Br-]
458.8,393,[Br-].c1n(CCCCCC)[n+](CCCCCC)cc1
458.8,393,[Br-].c1ccn([n+]1CCCCCC)CCCCCC
458.8,393,C(CCCCC)[n+]1cccn1CCCCCC.[Br-]
458.8,393,C(CCCCn1[n+](CCCCCC)ccc1)C.[Br-]
458.8,394,CCCCCC[n+]1cc(C#Cc2ccc3ccc4c(C#Cc5cncn5C)ccc5ccc2c3c54)n(C)c1.[Br-]
458.8,394,[Br-].c1c(C#Cc2ccc3c4c5c(c(C#Cc6cncn6C)ccc5ccc24)cc3)n(c[n+]1CCCCCC)C
458.8,394,[Br-].n1cc(n(C)c1)C#Cc1ccc2c3c1ccc1ccc(C#Cc4n(c[n+](c4)CCCCCC)C)c(cc2)c31
458.8,394,[Br-].c1c(C#Cc2n(C)cnc2)c2c3c4c(ccc3c1)c(ccc4cc2)C#Cc1n(C)c[n+](CCCCCC)c1
458.8,394,[Br-].c12ccc3ccc(C#Cc4cncn4C)c4c3c2c(cc4)ccc1C#Cc1n(C)c[n+](CCCCCC)c1
458.8,394,[Br-].c1cc2c3c4c1ccc(C#Cc1n(cnc1)C)c4ccc3ccc2C#Cc1n(c[n+](c1)CCCCCC)C
458.8,394,C(C)CCCC[n+]1cc(C#Cc2c3ccc4c5c(c(cc4)C#Cc4n(cnc4)C)ccc(c53)cc2)n(c1)C.[Br-]
458.8,394,[Br-].n1(C)c[n+](CCCCCC)cc1C#Cc1ccc2c3c1ccc1c3c(cc2)c(C#Cc2cncn2C)cc1
458.8,394,[Br-].c12c(ccc3c1c1c(ccc(c1cc3)C#Cc1cncn1C)cc2)C#Cc1c[n+](cn1C)CCCCCC
458.8,394,[Br-].c1cc2c3c4c1c(ccc4ccc3c(cc2)C#Cc1cncn1C)C#Cc1n(c[n+](c1)CCCCCC)C
458.9,395,CCCCCCCC[n+]1cccc(C)c1.[Br-]
458.9,395,C(CCCCCCC)[n+]1cccc(c1)C.[Br-]
458.9,395,CCCCCCCC[n+]1cccc(C)c1.[Br-]
458.9,395,C(CCCCCCC)[n+]1cccc(C)c1.[Br-]
458.9,395,Cc1c[n+](ccc1)CCCCCCCC.[Br-]
458.9,395,[Br-].c1cc(c[n+](CCCCCCCC)c1)C
458.9,395,Cc1c[n+](ccc1)CCCCCCCC.[Br-]
458.9,395,C(CCCC[n+]1cccc(C)c1)CCC.[Br-]
458.9,395,[Br-].c1[n+](CCCCCCCC)cc(cc1)C
458.9,395,[Br-].c1[n+](CCCCCCCC)cc(cc1)C
459,396,CCCCCCCCn1ccc[n+]1CCCCCCCC.[Br-]
459,396,C(CCCCC)CC[n+]1cccn1CCCCCCCC.[Br-]
459,396,C(CCCC[n+]1cccn1CCCCCCCC)CCC.[Br-]
459,396,C(CCCC)CCC[n+]1cccn1CCCCCCCC.[Br-]
459,396,CCCCCCCCn1[n+](CCCCCCCC)ccc1.[Br-]
459,396,C(CCCCC)CC[n+]1n(ccc1)CCCCCCCC.[Br-]
459,396,C(CCCCCC)C[n+]1cccn1CCCCCCCC.[Br-]
459,396,C(CCCC[n+]1cccn1CCCCCCCC)CCC.[Br-]
459,396,[Br-].c1n(CCCCCCCC)[n+](cc1)CCCCCCCC
459,396,C(Cn1ccc[n+]1CCCCCCCC)CCCCCC.[Br-]
459,397,CCn1cc[n+](C)c1.O=[N+]([O-])[CH-][N+](=O)[O-]
459,397,C[n+]1ccn(CC)c1.[CH-]([N+](=O)[O-])[N+]([O-])=O
459,397,[O-][N+]([CH-][N+]([O-])=O)=O.c1c[n+](C)cn1CC
459,397,O=[N+]([CH-][N+]([O-])=O)[O-].n1(CC)cc[n+](C)c1
459,397,C(C)n1cc[n+](C)c1.O=[N+]([O-])[CH-][N+]([O-])=O
459,397,O=[N+]([CH-][N+]([O-])=O)[O-].c1[n+](C)ccn1CC
459,397,[O-][N+](=O)[CH-][N+]([O-])=O.c1cn(CC)c[n+]1C
459,397,C(C)n1c[n+](cc1)C.[N+]([O-])([CH-][N+]([O-])=O)=O
459,397,CCn1c[n+](C)cc1.O=[N+]([CH-][N+](=O)[O-])[O-]
459,397,[N+]([CH-][N+]([O-])=O)(=O)[O-].n1(c[n+](cc1)C)CC
459,398,CCCCCCCCCCCC[N+]1(CC2CCCN2)CCCC1.[Br-]
459,398,C1(C[N+]2(CCCC2)CCCCCCCCCCCC)CCCN1.[Br-]
459,398,C1[N+](CCCCCCCCCCCC)(CC2CCCN2)CCC1.[Br-]
459,398,C(CCC[N+]1(CC2CCCN2)CCCC1)CCCCCCCC.[Br-]
459,398,C(CC[N+]1(CC2CCCN2)CCCC1)CCCCCCCCC.[Br-]
459,398,C(CCCCCCCC)CCC[N+]1(CC2CCCN2)CCCC1.[Br-]
459,398,C1CCNC1C[N+]1(CCCCCCCCCCCC)CCCC1.[Br-]
459,398,C(CCCCCCCCC[N+]1(CCCC1)CC1NCCC1)CC.[Br-]
459,398,C(CCCCCC)CCCCC[N+]1(CCCC1)CC1CCCN1.[Br-]
459,398,C1CCC[N+]1(CCCCCCCCCCCC)CC1CCCN1.[Br-]
459,399,CCCCCC=CCC=CCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO
459,399,C(CCCC=CCC=CCCCCC)CCCC(=O)[O-].C(C[NH+](CCO)CCO)O
459,399,C(CCCCCC=CCC=CCCCCC)CC([O-])=O.C(CO)[NH+](CCO)CCO
459,399,C(C(=O)[O-])CCCCCCC=CCC=CCCCCC.OCC[NH+](CCO)CCO
459,399,C(CCC([O-])=O)CCCCC=CCC=CCCCCC.C(O)C[NH+](CCO)CCO
459,399,C(CC)CCC=CCC=CCCCCCCCC(=O)[O-].C(CO)[NH+](CCO)CCO
459,399,C(CO)[NH+](CCO)CCO.[O-]C(=O)CCCCCCCC=CCC=CCCCCC
459,399,C(=CCC=CCCCCCCCC(=O)[O-])CCCCC.C(C[NH+](CCO)CCO)O
459,399,C(CCCC=CCC=CCCCCC)CCCC([O-])=O.C(CO)[NH+](CCO)CCO
459,399,C(CCCCCCC=CCC=CCCCCC)C([O-])=O.C(C[NH+](CCO)CCO)O
459.9,400,CCCCCCCC[n+]1ccccc1.[Br-]
459.9,400,[Br-].c1[n+](CCCCCCCC)cccc1
459.9,400,C(CCCCC)CC[n+]1ccccc1.[Br-]
459.9,400,[Br-].c1c[n+](ccc1)CCCCCCCC
459.9,400,C(CC[n+]1ccccc1)CCCCC.[Br-]
459.9,400,C(C[n+]1ccccc1)CCCCCC.[Br-]
459.9,400,[Br-].c1ccc[n+](CCCCCCCC)c1
459.9,400,C(CCCCC[n+]1ccccc1)CC.[Br-]
459.9,400,[Br-].c1cccc[n+]1CCCCCCCC
459.9,400,[Br-].[n+]1(ccccc1)CCCCCCCC
460,401,C[N+]1(CCC#N)CCCC1.[I-]
460,401,C(#N)CC[N+]1(CCCC1)C.[I-]
460,401,C1CC[N+](C1)(C)CCC#N.[I-]
460,401,C1CC[N+](CCC#N)(C1)C.[I-]
460,401,C(#N)CC[N+]1(C)CCCC1.[I-]
460,401,C(C#N)C[N+]1(CCCC1)C.[I-]
460,401,C([N+]1(CCCC1)C)CC#N.[I-]
460,401,C(#N)CC[N+]1(C)CCCC1.[I-]
460,401,C1[N+](CCC#N)(C)CCC1.[I-]
460,401,C1CC[N+](CCC#N)(C)C1.[I-]
460,402,CCOC(=O)C(C)[NH3+].O=[N+]([O-])[O-]
460,402,O=C(C(C)[NH3+])OCC.O=[N+]([O-])[O-]
460,402,[NH3+]C(C(OCC)=O)C.[O-][N+]([O-])=O
460,402,C(C([NH3+])C)(OCC)=O.[O-][N+](=O)[O-]
460,402,[NH3+]C(C(OCC)=O)C.[O-][N+]([O-])=O
460,402,O(CC)C(=O)C(C)[NH3+].[O-][N+](=O)[O-]
460,402,CCOC(C(C)[NH3+])=O.O=[N+]([O-])[O-]
460,402,C(C)([NH3+])C(=O)OCC.[O-][N+](=O)[O-]
460,402,CC([NH3+])C(=O)OCC.[N+]([O-])(=O)[O-]
460,402,C([NH3+])(C(=O)OCC)C.O=[N+]([O-])[O-]
460,403,CCCCCCCC[N+]1(CC2CCCN2)CCCC1.[Br-]
460,403,C1(CCCN1)C[N+]1(CCCC1)CCCCCCCC.[Br-]
460,403,C(CC[N+]1(CCCC1)CC1CCCN1)CCCCC.[Br-]
460,403,C(CCCC[N+]1(CC2CCCN2)CCCC1)CCC.[Br-]
460,403,C(CCC)CCCC[N+]1(CCCC1)CC1CCCN1.[Br-]
460,403,C1(CCCN1)C[N+]1(CCCC1)CCCCCCCC.[Br-]
460,403,N1C(CCC1)C[N+]1(CCCCCCCC)CCCC1.[Br-]
460,403,C(CCC[N+]1(CCCC1)CC1CCCN1)CCCC.[Br-]
460,403,C(CCCCC)CC[N+]1(CCCC1)CC1CCCN1.[Br-]
460,403,C(CCCCC[N+]1(CC2CCCN2)CCCC1)CC.[Br-]
460,404,CCCC[n+]1cccc(CN(C)CC2C(O)C3CCC2(C)C3(C)C)c1.[Br-]
460,404,C12C(C(CC1)(C(CN(C)Cc1ccc[n+](CCCC)c1)C2O)C)(C)C.[Br-]
460,404,[Br-].c1ccc(CN(C)CC2C3(CCC(C2O)C3(C)C)C)c[n+]1CCCC
460,404,C1(C)(C)C2(C)CCC1C(O)C2CN(C)Cc1ccc[n+](c1)CCCC.[Br-]
460,404,[Br-].c1c(CN(CC2C3(C)CCC(C2O)C3(C)C)C)c[n+](CCCC)cc1
460,404,OC1C(CN(Cc2ccc[n+](c2)CCCC)C)C2(CCC1C2(C)C)C.[Br-]
460,404,C12C(C)(C)C(C(C2O)CN(C)Cc2c[n+](CCCC)ccc2)(C)CC1.[Br-]
460,404,C12(C(C(CC1)C(O)C2CN(Cc1ccc[n+](CCCC)c1)C)(C)C)C.[Br-]
460,404,N(Cc1ccc[n+](c1)CCCC)(C)CC1C(O)C2C(C)(C)C1(C)CC2.[Br-]
460,404,C1C2C(O)C(C(C1)(C2(C)C)C)CN(Cc1ccc[n+](CCCC)c1)C.[Br-]
460,405,CCCCCCCCCCCC[N+](C)(C)CC.c1cn[n-]c1
460,405,CCCCCCCCCCCC[N+](CC)(C)C.c1[n-]ncc1
460,405,[N+](C)(C)(CCCCCCCCCCCC)CC.c1cc[n-]n1
460,405,C(CCCCCCCCCC)C[N+](CC)(C)C.c1[n-]ncc1
460,405,C(CCCCCC)CCCCC[N+](C)(CC)C.n1[n-]ccc1
460,405,C(CCCC[N+](CC)(C)C)CCCCCCC.c1ccn[n-]1
460,405,C(C[N+](CC)(C)C)CCCCCCCCCC.c1n[n-]cc1
460,405,C(CCCCCC)CCCCC[N+](C)(CC)C.[n-]1nccc1
460,405,C[N+](CC)(CCCCCCCCCCCC)C.n1[n-]ccc1
460,405,C(CCCCCCC[N+](C)(C)CC)CCCC.[n-]1nccc1
460,406,CC12CCC(C1)C(C)(C)C2OC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
460,406,C(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F.c1[n+](cccc1)COC1C(C)(C2CCC1(C2)C)C
460,406,CC12C(OC[n+]3ccccc3)C(C(CC2)C1)(C)C.O=S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O
460,406,CC12CCC(C2)C(C1OC[n+]1ccccc1)(C)C.S([N-]S(=O)(C(F)(F)F)=O)(=O)(=O)C(F)(F)F
460,406,C(F)(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.c1ccc[n+](c1)COC1C2(C)CCC(C1(C)C)C2
460,406,C1(C)(C2CC(C1OC[n+]1ccccc1)(CC2)C)C.S(C(F)(F)F)(=O)([N-]S(C(F)(F)F)(=O)=O)=O
460,406,C(F)(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)F.[n+]1(ccccc1)COC1C(C)(C)C2CCC1(C2)C
460,406,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1cccc[n+]1COC1C(C)(C2CCC1(C)C2)C
460,406,O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O.c1cc[n+](COC2C3(C)CCC(C2(C)C)C3)cc1
460,406,O(C[n+]1ccccc1)C1C2(C)CCC(C2)C1(C)C.[N-](S(=O)(=O)C(F)(F)F)S(C(F)(F)F)(=O)=O
460.8,407,CCCC[N+]1(C)CCCC1.[BH4-]
460.8,407,C(CC)C[N+]1(C)CCCC1.[BH4-]
460.8,407,CCCC[N+]1(CCCC1)C.[BH4-]
460.8,407,C1CCC[N+]1(C)CCCC.[BH4-]
460.8,407,C1CC[N+](C1)(CCCC)C.[BH4-]
460.8,407,C(CC)C[N+]1(CCCC1)C.[BH4-]
460.8,407,C1[N+](C)(CCCC)CCC1.[BH4-]
460.8,407,C(CC[N+]1(CCCC1)C)C.[BH4-]
460.8,407,[BH4-].[N+]1(C)(CCCC1)CCCC
460.8,407,[BH4-].[N+]1(CCCC)(C)CCCC1
461,408,O=C([O-])c1ccccc1O.OCC[NH2+]CCO
461,408,C([NH2+]CCO)CO.c1ccc(O)c(c1)C([O-])=O
461,408,C(CO)[NH2+]CCO.Oc1c(C([O-])=O)cccc1
461,408,C([NH2+]CCO)CO.c1(O)c(cccc1)C(=O)[O-]
461,408,C(O)C[NH2+]CCO.[O-]C(c1c(cccc1)O)=O
461,408,O=C([O-])c1ccccc1O.OCC[NH2+]CCO
461,408,C(O)C[NH2+]CCO.c1cc(O)c(C([O-])=O)cc1
461,408,C(CO)[NH2+]CCO.c1(O)c(cccc1)C(=O)[O-]
461,408,OCC[NH2+]CCO.c1cc(c(C([O-])=O)cc1)O
461,408,C([NH2+]CCO)CO.Oc1c(C([O-])=O)cccc1
461,409,C1=NC=N[NH+]1Cn1cncn1.O=[N+]([O-])[O-]
461,409,[O-][N+](=O)[O-].c1nn(C[NH+]2C=NC=N2)cn1
461,409,[N+]([O-])([O-])=O.c1nn(cn1)C[NH+]1C=NC=N1
461,409,C1=N[NH+](Cn2ncnc2)C=N1.[O-][N+](=O)[O-]
461,409,[NH+]1(Cn2cncn2)C=NC=N1.[O-][N+]([O-])=O
461,409,N1=C[NH+](N=C1)Cn1ncnc1.[N+]([O-])([O-])=O
461,409,N1=C[NH+](Cn2ncnc2)N=C1.O=[N+]([O-])[O-]
461,409,N1=CN=C[NH+]1Cn1cncn1.[N+](=O)([O-])[O-]
461,409,[N+]([O-])([O-])=O.n1cn(C[NH+]2N=CN=C2)nc1
461,409,O=[N+]([O-])[O-].c1n(ncn1)C[NH+]1C=NC=N1
461,410,CC[N+](CC)(CC)CC.O=[N+]([O-])c1c[n-]cn1
461,410,CC[N+](CC)(CC)CC.c1[n-]cnc1[N+](=O)[O-]
461,410,C([N+](CC)(CC)CC)C.c1nc([N+]([O-])=O)c[n-]1
461,410,CC[N+](CC)(CC)CC.[n-]1cnc(c1)[N+]([O-])=O
461,410,C(C)[N+](CC)(CC)CC.c1[n-]cc([N+]([O-])=O)n1
461,410,C(C)[N+](CC)(CC)CC.c1(nc[n-]c1)[N+](=O)[O-]
461,410,[N+](CC)(CC)(CC)CC.c1nc([N+](=O)[O-])c[n-]1
461,410,C([N+](CC)(CC)CC)C.c1[n-]cc(n1)[N+](=O)[O-]
461,410,CC[N+](CC)(CC)CC.n1c[n-]cc1[N+]([O-])=O
461,410,C([N+](CC)(CC)CC)C.n1c[n-]cc1[N+](=O)[O-]
461,411,CCCC[n+]1cccc(CN(C)C(CO)CC(C)C)c1.[Br-]
461,411,CC(CC(CO)N(C)Cc1c[n+](CCCC)ccc1)C.[Br-]
461,411,N(C(CC(C)C)CO)(Cc1ccc[n+](CCCC)c1)C.[Br-]
461,411,CC(CC(CO)N(C)Cc1ccc[n+](CCCC)c1)C.[Br-]
461,411,CN(Cc1ccc[n+](c1)CCCC)C(CO)CC(C)C.[Br-]
461,411,CCCC[n+]1cccc(c1)CN(C)C(CO)CC(C)C.[Br-]
461,411,C(C)(C)CC(CO)N(C)Cc1ccc[n+](c1)CCCC.[Br-]
461,411,CCCC[n+]1cc(CN(C(CO)CC(C)C)C)ccc1.[Br-]
461,411,C(C)CC[n+]1cccc(c1)CN(C)C(CC(C)C)CO.[Br-]
461,411,[Br-].c1(CN(C(CC(C)C)CO)C)ccc[n+](c1)CCCC
461,412,CCCCCCCCCCCCCC[N+](C)(C)CC.c1c[n-]cn1
461,412,C(CCCCCC[N+](C)(C)CC)CCCCCCC.c1ncc[n-]1
461,412,C(CCCCCC)CCCCCCC[N+](C)(C)CC.c1nc[n-]c1
461,412,[N+](CCCCCCCCCCCCCC)(CC)(C)C.n1c[n-]cc1
461,412,C(CCCCCCCCCCCCC)[N+](C)(CC)C.n1c[n-]cc1
461,412,C(C)[N+](CCCCCCCCCCCCCC)(C)C.c1c[n-]cn1
461,412,C(CCCCCC[N+](C)(CC)C)CCCCCCC.c1cnc[n-]1
461,412,CC[N+](C)(C)CCCCCCCCCCCCCC.c1c[n-]cn1
461,412,C(C)[N+](C)(CCCCCCCCCCCCCC)C.n1c[n-]cc1
461,412,C(CCCCCCCC)CCCCC[N+](C)(CC)C.c1ncc[n-]1
461,413,CCCC[NH+]1C[Si](C)(C)O[Si](C)(C)C1.[Cl-]
461,413,[Cl-].[Si]1(C[NH+](CCCC)C[Si](O1)(C)C)(C)C
461,413,C[Si]1(O[Si](C)(C)C[NH+](CCCC)C1)C.[Cl-]
461,413,[Cl-].[Si]1(O[Si](C)(C[NH+](CCCC)C1)C)(C)C
461,413,C1[Si](C)(C)O[Si](C[NH+]1CCCC)(C)C.[Cl-]
461,413,[Cl-].[NH+]1(CCCC)C[Si](C)(O[Si](C)(C1)C)C
461,413,C1[Si](C)(O[Si](C[NH+]1CCCC)(C)C)C.[Cl-]
461,413,C[Si]1(C)C[NH+](CCCC)C[Si](C)(O1)C.[Cl-]
461,413,[Cl-].[Si]1(C)(C)O[Si](C)(C)C[NH+](CCCC)C1
461,413,C1[NH+](CCCC)C[Si](O[Si]1(C)C)(C)C.[Cl-]
461,414,CCn1c[n+](CC)c([N+](=O)[O-])c1[N+](=O)[O-].F[B-](F)(F)F
461,414,F[B-](F)(F)F.[O-][N+](=O)c1n(c[n+](CC)c1[N+](=O)[O-])CC
461,414,CCn1c[n+](CC)c(c1[N+](=O)[O-])[N+](=O)[O-].[B-](F)(F)(F)F
461,414,F[B-](F)(F)F.O=[N+](c1[n+](cn(c1[N+](=O)[O-])CC)CC)[O-]
461,414,F[B-](F)(F)F.[N+]([O-])(c1n(CC)c[n+](CC)c1[N+]([O-])=O)=O
461,414,[B-](F)(F)(F)F.[N+](=O)([O-])c1c([N+](=O)[O-])n(CC)c[n+]1CC
461,414,F[B-](F)(F)F.O=[N+](c1[n+](CC)cn(CC)c1[N+](=O)[O-])[O-]
461,414,C(C)n1c[n+](CC)c(c1[N+]([O-])=O)[N+]([O-])=O.F[B-](F)(F)F
461,414,C([n+]1c(c([N+]([O-])=O)n(c1)CC)[N+]([O-])=O)C.[B-](F)(F)(F)F
461,414,F[B-](F)(F)F.c1(n(c[n+](c1[N+](=O)[O-])CC)CC)[N+]([O-])=O
461.1,415,CCCCCCCCCCCCn1ccc[n+]1CCCCCCCCCCCC.[Br-]
461.1,415,C(CCCCCCCCCC[n+]1cccn1CCCCCCCCCCCC)C.[Br-]
461.1,415,C(CC[n+]1n(CCCCCCCCCCCC)ccc1)CCCCCCCCC.[Br-]
461.1,415,[Br-].[n+]1(CCCCCCCCCCCC)n(ccc1)CCCCCCCCCCCC
461.1,415,C(CCCCCCn1ccc[n+]1CCCCCCCCCCCC)CCCCC.[Br-]
461.1,415,C(CCCCCCC)CCCC[n+]1cccn1CCCCCCCCCCCC.[Br-]
461.1,415,[Br-].[n+]1(CCCCCCCCCCCC)n(ccc1)CCCCCCCCCCCC
461.1,415,C(CCCCCCCCCC)C[n+]1cccn1CCCCCCCCCCCC.[Br-]
461.1,415,C(CCC)CCCCCCCC[n+]1cccn1CCCCCCCCCCCC.[Br-]
461.1,415,C(CCCCCCC)CCCCn1[n+](ccc1)CCCCCCCCCCCC.[Br-]
461.2,416,Nn1cn[n+](CCCS(F)(F)(F)(F)F)c1.O=[N+]([O-])[N-]S(F)(F)(F)(F)F
461.2,416,C(S(F)(F)(F)(F)F)CC[n+]1ncn(N)c1.[O-][N+](=O)[N-]S(F)(F)(F)(F)F
461.2,416,C(CS(F)(F)(F)(F)F)C[n+]1ncn(N)c1.[N-]([N+]([O-])=O)S(F)(F)(F)(F)F
461.2,416,O=[N+]([O-])[N-]S(F)(F)(F)(F)F.n1(cn[n+](CCCS(F)(F)(F)(F)F)c1)N
461.2,416,O=[N+]([N-]S(F)(F)(F)(F)F)[O-].n1(c[n+](nc1)CCCS(F)(F)(F)(F)F)N
461.2,416,FS(F)(F)(F)(F)[N-][N+](=O)[O-].n1(c[n+](nc1)CCCS(F)(F)(F)(F)F)N
461.2,416,FS(F)(F)([N-][N+]([O-])=O)(F)F.n1(N)c[n+](CCCS(F)(F)(F)(F)F)nc1
461.2,416,[O-][N+](=O)[N-]S(F)(F)(F)(F)F.n1(cn[n+](c1)CCCS(F)(F)(F)(F)F)N
