Tg/K,IL,Normalized SMILES
211.9,655,C(C(=O)OCCCCCC[n+]1cn(CCCCCCOC(CC(=O)C)=O)cc1)C(C)=O.F[B-](F)(F)F
211.9,655,C(OC(CC(C)=O)=O)CCCCCn1c[n+](cc1)CCCCCCOC(CC(=O)C)=O.F[B-](F)(F)F
211.9,655,C(C(=O)OCCCCCC[n+]1cn(CCCCCCOC(=O)CC(C)=O)cc1)C(=O)C.F[B-](F)(F)F
211.9,655,F[B-](F)(F)F.O(CCCCCCn1c[n+](cc1)CCCCCCOC(CC(=O)C)=O)C(=O)CC(=O)C
211.9,655,F[B-](F)(F)F.O=C(OCCCCCC[n+]1ccn(c1)CCCCCCOC(CC(=O)C)=O)CC(=O)C
211.9,655,C(CCCCn1cc[n+](CCCCCCOC(CC(C)=O)=O)c1)COC(CC(=O)C)=O.[B-](F)(F)(F)F
211.9,655,F[B-](F)(F)F.O=C(C)CC(=O)OCCCCCC[n+]1ccn(CCCCCCOC(CC(=O)C)=O)c1
211.9,655,C(OCCCCCCn1c[n+](CCCCCCOC(=O)CC(=O)C)cc1)(=O)CC(C)=O.[B-](F)(F)(F)F
211.9,655,F[B-](F)(F)F.c1[n+](CCCCCCOC(=O)CC(C)=O)ccn1CCCCCCOC(=O)CC(C)=O
211.9,655,F[B-](F)(F)F.O=C(CC(=O)OCCCCCCn1c[n+](CCCCCCOC(=O)CC(=O)C)cc1)C
207.2,656,C(CCCCOC(=O)CC(C)=O)Cn1c[n+](CCCCCCOC(CC(=O)C)=O)cc1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O
207.2,656,C(CCCOC(CC(=O)C)=O)CC[n+]1ccn(c1)CCCCCCOC(=O)CC(=O)C.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
207.2,656,FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O.O=C(CC(C)=O)OCCCCCC[n+]1ccn(c1)CCCCCCOC(=O)CC(C)=O
207.2,656,C(CCC[n+]1ccn(c1)CCCCCCOC(=O)CC(C)=O)CCOC(CC(=O)C)=O.FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F
207.2,656,C(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F.O=C(C)CC(=O)OCCCCCC[n+]1ccn(c1)CCCCCCOC(=O)CC(C)=O
207.2,656,C(CCCn1c[n+](CCCCCCOC(=O)CC(=O)C)cc1)CCOC(=O)CC(C)=O.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
207.2,656,C(C[n+]1ccn(CCCCCCOC(=O)CC(C)=O)c1)CCCCOC(=O)CC(=O)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
207.2,656,C(CCCCn1c[n+](cc1)CCCCCCOC(CC(=O)C)=O)COC(CC(C)=O)=O.C(F)(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F
207.2,656,C(CCCCCn1c[n+](CCCCCCOC(=O)CC(=O)C)cc1)OC(=O)CC(=O)C.[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F
207.2,656,C(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)(F)F.O=C(CC(C)=O)OCCCCCCn1cc[n+](c1)CCCCCCOC(CC(C)=O)=O
235.8,657,C(COC(=O)CC(=O)C)[n+]1ccn(c1)CCOC(=O)CC(C)=O.O=S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O
235.8,657,O=C(OCC[n+]1cn(CCOC(CC(=O)C)=O)cc1)CC(C)=O.[N-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O
235.8,657,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.n1(CCOC(CC(=O)C)=O)cc[n+](c1)CCOC(CC(C)=O)=O
235.8,657,O=C(CC(C)=O)OCCn1c[n+](cc1)CCOC(=O)CC(=O)C.[N-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O
235.8,657,FC(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.O(C(CC(C)=O)=O)CC[n+]1ccn(c1)CCOC(=O)CC(C)=O
235.8,657,O=C(C)CC(=O)OCC[n+]1ccn(CCOC(=O)CC(=O)C)c1.S(=O)(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
235.8,657,C(OC(=O)CC(C)=O)C[n+]1cn(CCOC(CC(C)=O)=O)cc1.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F
235.8,657,C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F.[n+]1(ccn(CCOC(CC(C)=O)=O)c1)CCOC(=O)CC(=O)C
235.8,657,C(OC(CC(C)=O)=O)C[n+]1ccn(c1)CCOC(CC(=O)C)=O.S([N-]S(=O)(=O)C(F)(F)F)(=O)(C(F)(F)F)=O
235.8,657,O=C(CC(OCCn1cc[n+](CCOC(CC(C)=O)=O)c1)=O)C.O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
247.2,658,CCCC[N+](CCCC)(CCOCC)CCCC.[Br-]
247.2,658,C(CCC)[N+](CCCC)(CCOCC)CCCC.[Br-]
247.2,658,C(C)CC[N+](CCCC)(CCCC)CCOCC.[Br-]
247.2,658,C(CCC)[N+](CCOCC)(CCCC)CCCC.[Br-]
247.2,658,C(CCC)[N+](CCCC)(CCOCC)CCCC.[Br-]
247.2,658,C(OCC[N+](CCCC)(CCCC)CCCC)C.[Br-]
247.2,658,C(COCC)[N+](CCCC)(CCCC)CCCC.[Br-]
247.2,658,CCCC[N+](CCOCC)(CCCC)CCCC.[Br-]
247.2,658,C([N+](CCCC)(CCOCC)CCCC)CCC.[Br-]
247.2,658,CCCC[N+](CCCC)(CCCC)CCOCC.[Br-]
224.9,659,CCOCC[N+](C)(C)CCOCC.[Br-]
224.9,659,CCOCC[N+](CCOCC)(C)C.[Br-]
224.9,659,O(CC[N+](CCOCC)(C)C)CC.[Br-]
224.9,659,C(C[N+](C)(CCOCC)C)OCC.[Br-]
224.9,659,C(OCC[N+](CCOCC)(C)C)C.[Br-]
224.9,659,O(CC)CC[N+](C)(C)CCOCC.[Br-]
224.9,659,[Br-].[N+](CCOCC)(C)(CCOCC)C
224.9,659,C(C[N+](C)(CCOCC)C)OCC.[Br-]
224.9,659,O(CC[N+](C)(C)CCOCC)CC.[Br-]
224.9,659,C(C)OCC[N+](C)(CCOCC)C.[Br-]
295.3,660,C([N+](C)(Cc1ccc(cc1)OC)C)c1ccc(cc1)OC.F[B-](F)(F)F
295.3,660,C[N+](Cc1ccc(cc1)OC)(C)Cc1ccc(OC)cc1.F[B-](F)(F)F
295.3,660,[B-](F)(F)(F)F.c1cc(ccc1OC)C[N+](Cc1ccc(cc1)OC)(C)C
295.3,660,F[B-](F)(F)F.c1c(ccc(c1)C[N+](C)(C)Cc1ccc(cc1)OC)OC
295.3,660,[B-](F)(F)(F)F.c1c(ccc(OC)c1)C[N+](C)(Cc1ccc(OC)cc1)C
295.3,660,COc1ccc(cc1)C[N+](Cc1ccc(OC)cc1)(C)C.[B-](F)(F)(F)F
295.3,660,O(c1ccc(cc1)C[N+](C)(C)Cc1ccc(cc1)OC)C.[B-](F)(F)(F)F
295.3,660,F[B-](F)(F)F.c1c(ccc(C[N+](Cc2ccc(OC)cc2)(C)C)c1)OC
295.3,660,COc1ccc(C[N+](C)(Cc2ccc(cc2)OC)C)cc1.F[B-](F)(F)F
295.3,660,[B-](F)(F)(F)F.c1cc(OC)ccc1C[N+](Cc1ccc(cc1)OC)(C)C
225.4,661,CCC[N+](CCOCC)(CCC)CCC.F[B-](F)(F)F
225.4,661,C(OCC[N+](CCC)(CCC)CCC)C.[B-](F)(F)(F)F
225.4,661,C(C[N+](CCOCC)(CCC)CCC)C.F[B-](F)(F)F
225.4,661,C(OCC)C[N+](CCC)(CCC)CCC.[B-](F)(F)(F)F
225.4,661,CCC[N+](CCC)(CCOCC)CCC.F[B-](F)(F)F
225.4,661,C(CC)[N+](CCC)(CCC)CCOCC.F[B-](F)(F)F
225.4,661,C(C[N+](CCOCC)(CCC)CCC)C.F[B-](F)(F)F
225.4,661,CCC[N+](CCOCC)(CCC)CCC.F[B-](F)(F)F
225.4,661,C(CC)[N+](CCOCC)(CCC)CCC.F[B-](F)(F)F
225.4,661,CCC[N+](CCC)(CCOCC)CCC.F[B-](F)(F)F
226.4,662,C(C[N+](CCOCC)(CCCC)CCCC)CC.F[B-](F)(F)F
226.4,662,C(C[N+](CCCC)(CCCC)CCCC)OCC.F[B-](F)(F)F
226.4,662,C(CCC)[N+](CCCC)(CCOCC)CCCC.F[B-](F)(F)F
226.4,662,C(CCC)[N+](CCCC)(CCCC)CCOCC.F[B-](F)(F)F
226.4,662,C(C[N+](CCCC)(CCCC)CCCC)OCC.F[B-](F)(F)F
226.4,662,C(CC)C[N+](CCCC)(CCCC)CCOCC.[B-](F)(F)(F)F
226.4,662,C([N+](CCCC)(CCCC)CCOCC)CCC.F[B-](F)(F)F
226.4,662,C(CC)C[N+](CCCC)(CCOCC)CCCC.F[B-](F)(F)F
226.4,662,C(C[N+](CCCC)(CCCC)CCCC)OCC.F[B-](F)(F)F
226.4,662,C(CC[N+](CCOCC)(CCCC)CCCC)C.F[B-](F)(F)F
218.7,663,C([N+](CCCCC)(CCCCC)CCOCC)CCCC.[B-](F)(F)(F)F
218.7,663,CCCCC[N+](CCCCC)(CCCCC)CCOCC.F[B-](F)(F)F
218.7,663,C(CCC[N+](CCCCC)(CCCCC)CCOCC)C.F[B-](F)(F)F
218.7,663,CCOCC[N+](CCCCC)(CCCCC)CCCCC.F[B-](F)(F)F
218.7,663,C(COCC)[N+](CCCCC)(CCCCC)CCCCC.F[B-](F)(F)F
218.7,663,C([N+](CCCCC)(CCOCC)CCCCC)CCCC.[B-](F)(F)(F)F
218.7,663,CCCCC[N+](CCCCC)(CCOCC)CCCCC.[B-](F)(F)(F)F
218.7,663,C(CC)CC[N+](CCCCC)(CCCCC)CCOCC.F[B-](F)(F)F
218.7,663,C(CC)CC[N+](CCCCC)(CCOCC)CCCCC.F[B-](F)(F)F
218.7,663,CCCCC[N+](CCOCC)(CCCCC)CCCCC.[B-](F)(F)(F)F
219,664,S(=O)(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1ccc[n+](c1)Cc1ccccc1
219,664,FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1ccc(cc1)C[n+]1ccccc1
219,664,O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.[n+]1(ccccc1)Cc1ccccc1
219,664,O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.c1cccc[n+]1Cc1ccccc1
219,664,FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.c1cc(ccc1)C[n+]1ccccc1
219,664,C([n+]1ccccc1)c1ccccc1.S(=O)(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F
219,664,FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O.c1ccc(C[n+]2ccccc2)cc1
219,664,O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O.c1cccc(c1)C[n+]1ccccc1
219,664,C(F)(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.[n+]1(Cc2ccccc2)ccccc1
219,664,C(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)(F)F.c1[n+](Cc2ccccc2)cccc1
220,665,C1(C[n+]2ccccc2)CCCCC1.O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
220,665,O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1
220,665,C1CC(CCC1)C[n+]1ccccc1.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O
220,665,O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1ccc[n+](c1)CC1CCCCC1
220,665,C1CCC(CC1)C[n+]1ccccc1.S([N-]S(=O)(=O)C(F)(F)F)(=O)(=O)C(F)(F)F
220,665,C1CCCC(C1)C[n+]1ccccc1.S(=O)([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
220,665,C1CCCCC1C[n+]1ccccc1.FC(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F
220,665,C1(C[n+]2ccccc2)CCCCC1.FC(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F
220,665,O=S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O.c1cccc[n+]1CC1CCCCC1
220,665,C(F)(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F.C([n+]1ccccc1)C1CCCCC1
213,666,C1C[N+](CC1)(C)Cc1ccccc1.S([N-]S(=O)(C(F)(F)F)=O)(=O)(C(F)(F)F)=O
213,666,FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.c1cccc(C[N+]2(C)CCCC2)c1
213,666,C1CC[N+](Cc2ccccc2)(C1)C.S([N-]S(=O)(=O)C(F)(F)F)(=O)(=O)C(F)(F)F
213,666,O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.c1cc(ccc1)C[N+]1(CCCC1)C
213,666,FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O.c1ccccc1C[N+]1(CCCC1)C
213,666,C1C[N+](C)(Cc2ccccc2)CC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
213,666,FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F.c1(ccccc1)C[N+]1(C)CCCC1
213,666,C1CCC[N+]1(Cc1ccccc1)C.FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O
213,666,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1cc(C[N+]2(CCCC2)C)ccc1
213,666,FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O.c1ccccc1C[N+]1(CCCC1)C
205,667,C(C1CCCCC1)[N+]1(CCCC1)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
205,667,C1CCCCC1C[N+]1(CCCC1)C.S(=O)([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O
205,667,C1CCCCC1C[N+]1(C)CCCC1.S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)(=O)=O
205,667,C1CCC(CC1)C[N+]1(C)CCCC1.S(=O)(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
205,667,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F
205,667,C(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.C1CCCCC1C[N+]1(C)CCCC1
205,667,C1C(C[N+]2(CCCC2)C)CCCC1.S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)(=O)=O
205,667,C1C(C[N+]2(C)CCCC2)CCCC1.FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O
205,667,C(C1CCCCC1)[N+]1(C)CCCC1.C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)(F)F
205,667,C1CCC(CC1)C[N+]1(C)CCCC1.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
191.7,668,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1[n+](cn(CC(C)C)c1)C
191.7,668,C(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F.c1cn(CC(C)C)c[n+]1C
191.7,668,[N-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O.n1(CC(C)C)cc[n+](C)c1
191.7,668,C(F)(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C(n1cc[n+](c1)C)C(C)C
191.7,668,C(C(C)C)n1c[n+](cc1)C.S([N-]S(=O)(=O)C(F)(F)F)(=O)(C(F)(F)F)=O
191.7,668,S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)(=O)=O.n1(c[n+](C)cc1)CC(C)C
191.7,668,[N-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O.c1cn(c[n+]1C)CC(C)C
191.7,668,[N-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O.[n+]1(ccn(CC(C)C)c1)C
191.7,668,S(=O)(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.[n+]1(C)cn(CC(C)C)cc1
191.7,668,C[n+]1ccn(CC(C)C)c1.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F
189.9,669,CC(C)[n+]1cn(cc1)C.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
189.9,669,CC(C)[n+]1ccn(c1)C.S(=O)([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
189.9,669,CC([n+]1cn(cc1)C)C.O=S(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F
189.9,669,Cn1cc[n+](C(C)C)c1.S(=O)(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O
189.9,669,CC([n+]1cn(C)cc1)C.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F
189.9,669,FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F.c1[n+](C(C)C)ccn1C
189.9,669,CC([n+]1cn(cc1)C)C.O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F
189.9,669,C(F)(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1[n+](C(C)C)cn(c1)C
189.9,669,S(=O)(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.n1(C)cc[n+](C(C)C)c1
189.9,669,C(C)(C)[n+]1cn(C)cc1.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F
191.9,670,C(CC(C)C)C[n+]1cn(C)cc1.S([N-]S(=O)(C(F)(F)F)=O)(=O)(=O)C(F)(F)F
191.9,670,FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F.n1(cc[n+](CCCC(C)C)c1)C
191.9,670,CC(C)CCC[n+]1ccn(C)c1.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F
191.9,670,Cn1c[n+](CCCC(C)C)cc1.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F
191.9,670,C(C)(CCC[n+]1ccn(C)c1)C.O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O
191.9,670,FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O.c1[n+](ccn1C)CCCC(C)C
191.9,670,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1n(C)cc[n+]1CCCC(C)C
191.9,670,C(C)(CCC[n+]1ccn(C)c1)C.O=S(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F
191.9,670,O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.n1(C)cc[n+](CCCC(C)C)c1
191.9,670,FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O.n1(C)cc[n+](c1)CCCC(C)C
191.7,671,CC(CCCC[n+]1cn(cc1)C)C.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O
191.7,671,C(F)(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F.c1c[n+](CCCCC(C)C)cn1C
191.7,671,C(CCC[n+]1ccn(C)c1)C(C)C.FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F
191.7,671,C(CCC[n+]1cn(cc1)C)C(C)C.C(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F
191.7,671,FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.c1cn(c[n+]1CCCCC(C)C)C
191.7,671,C(C(C)C)CCC[n+]1cn(cc1)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
191.7,671,C(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)(F)F.CC(C)CCCC[n+]1ccn(C)c1
191.7,671,C(CCCC(C)C)[n+]1ccn(c1)C.[N-](S(=O)(=O)C(F)(F)F)S(C(F)(F)F)(=O)=O
191.7,671,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.c1n(C)c[n+](c1)CCCCC(C)C
191.7,671,O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.n1(C)c[n+](CCCCC(C)C)cc1
189.3,672,C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.[n+]1(ccn(CCC(C)C)c1)C
189.3,672,O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O.n1(CCC(C)C)c[n+](C)cc1
189.3,672,C[n+]1ccn(CCC(C)C)c1.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
189.3,672,S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)(=O)=O.c1c[n+](cn1CCC(C)C)C
189.3,672,CC(CCn1c[n+](C)cc1)C.S(C(F)(F)F)(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
189.3,672,FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1n(cc[n+]1C)CCC(C)C
189.3,672,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1n(CCC(C)C)c[n+](C)c1
189.3,672,CC(C)CCn1cc[n+](c1)C.O=S([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F
189.3,672,C(C)(C)CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F
189.3,672,O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.c1n(c[n+](C)c1)CCC(C)C
244,673,C(C(C(O)C(CO)O)O)(O)C([O-])=O.C[N+](C)(C)CCO
244,673,C[N+](CCO)(C)C.OC(CO)C(O)C(O)C(O)C([O-])=O
244,673,C(O)(C(O)CO)C(O)C(O)C([O-])=O.OCC[N+](C)(C)C
244,673,OC(C(O)C(=O)[O-])C(O)C(O)CO.[N+](C)(CCO)(C)C
244,673,OCC[N+](C)(C)C.[O-]C(=O)C(C(C(O)C(CO)O)O)O
244,673,OC(C(O)C(O)C(O)C(=O)[O-])CO.OCC[N+](C)(C)C
244,673,OC(CO)C(C(C(O)C([O-])=O)O)O.[N+](C)(C)(CCO)C
244,673,C(C(C(CO)O)O)(C(C(=O)[O-])O)O.C[N+](C)(C)CCO
244,673,C(O)C[N+](C)(C)C.OC(C(C(C(=O)[O-])O)O)C(CO)O
244,673,C(C[N+](C)(C)C)O.OC(C(C(C(C(=O)[O-])O)O)O)CO
221,674,C(=O)(C(O)C)[O-].C[N+](C)(CCO)C
221,674,C[N+](C)(CCO)C.[O-]C(C(C)O)=O
221,674,C(C[N+](C)(C)C)O.O=C(C(O)C)[O-]
221,674,C[N+](C)(C)CCO.[O-]C(C(O)C)=O
221,674,CC(O)C([O-])=O.C[N+](C)(CCO)C
221,674,C[N+](CCO)(C)C.[O-]C(=O)C(O)C
221,674,C[N+](C)(C)CCO.O=C(C(O)C)[O-]
221,674,C(O)C[N+](C)(C)C.OC(C)C(=O)[O-]
221,674,C[N+](C)(CCO)C.OC(C(=O)[O-])C
221,674,C[N+](C)(C)CCO.O=C([O-])C(C)O
199,675,C[N+](C)(C)CCO.[O-]C(=O)CC
199,675,CCC([O-])=O.OCC[N+](C)(C)C
199,675,C(=O)(CC)[O-].OCC[N+](C)(C)C
199,675,C(CC)([O-])=O.C[N+](C)(CCO)C
199,675,C(C)C([O-])=O.[N+](C)(C)(C)CCO
199,675,C[N+](CCO)(C)C.O=C(CC)[O-]
199,675,CCC(=O)[O-].C[N+](C)(C)CCO
199,675,C[N+](C)(C)CCO.O=C(CC)[O-]
199,675,C[N+](C)(C)CCO.[O-]C(CC)=O
199,675,C([N+](C)(C)C)CO.O=C(CC)[O-]
228,676,C[N+](C)(C)CCO.O=C(CCC)[O-]
228,676,C(CC([O-])=O)C.C[N+](C)(CCO)C
228,676,C[N+](CCO)(C)C.O=C([O-])CCC
228,676,C(O)C[N+](C)(C)C.C([O-])(CCC)=O
228,676,C(=O)([O-])CCC.C[N+](C)(C)CCO
228,676,C([N+](C)(C)C)CO.O=C([O-])CCC
228,676,C(CC([O-])=O)C.C(C[N+](C)(C)C)O
228,676,O=C([O-])CCC.[N+](C)(C)(C)CCO
228,676,C(C)CC(=O)[O-].C(C[N+](C)(C)C)O
228,676,C[N+](C)(C)CCO.[O-]C(CCC)=O
225,677,OCC[N+](C)(C)C.[O-]C(CN)=O
225,677,C([N+](C)(C)C)CO.O=C([O-])CN
225,677,C(N)C(=O)[O-].C(O)C[N+](C)(C)C
225,677,C(CN)([O-])=O.[N+](C)(C)(C)CCO
225,677,NCC(=O)[O-].OCC[N+](C)(C)C
225,677,O=C(CN)[O-].OCC[N+](C)(C)C
225,677,C[N+](C)(CCO)C.[O-]C(CN)=O
225,677,C[N+](C)(C)CCO.NCC([O-])=O
225,677,C(C([O-])=O)N.C[N+](C)(C)CCO
225,677,C(CO)[N+](C)(C)C.C([O-])(=O)CN
260,678,O=C(C)[O-].c1(c[n+](C)ccc1)O
260,678,C(C)(=O)[O-].C[n+]1cccc(c1)O
260,678,O=C(C)[O-].Oc1c[n+](C)ccc1
260,678,C[n+]1cc(ccc1)O.O=C([O-])C
260,678,C(C)(=O)[O-].c1[n+](C)cc(O)cc1
260,678,O=C([O-])C.c1[n+](C)cc(cc1)O
260,678,O=C([O-])C.c1[n+](C)cc(cc1)O
260,678,[O-]C(C)=O.c1c[n+](cc(O)c1)C
260,678,O=C([O-])C.c1cc[n+](cc1O)C
260,678,CC(=O)[O-].[n+]1(C)cc(O)ccc1
241,679,C([O-])(=O)C.C([n+]1cc(ccc1)O)CC(C)C
241,679,C(C(C)C)C[n+]1cc(O)ccc1.O=C([O-])C
241,679,CC(=O)[O-].c1cc(c[n+](c1)CCC(C)C)O
241,679,Oc1ccc[n+](c1)CCC(C)C.[O-]C(C)=O
241,679,CC(=O)[O-].c1(ccc[n+](c1)CCC(C)C)O
241,679,C([n+]1cccc(c1)O)CC(C)C.O=C([O-])C
241,679,O=C([O-])C.c1c(c[n+](CCC(C)C)cc1)O
241,679,Oc1ccc[n+](CCC(C)C)c1.[O-]C(=O)C
241,679,C(C)(C)CC[n+]1cccc(O)c1.C([O-])(C)=O
241,679,[O-]C(C)=O.c1c(c[n+](CCC(C)C)cc1)O
254.1,680,C(C)(=O)[O-].Oc1ccc[n+](CC)c1
254.1,680,O=C(C)[O-].c1[n+](cc(O)cc1)CC
254.1,680,CC([O-])=O.c1(O)c[n+](ccc1)CC
254.1,680,C([O-])(=O)C.c1cc[n+](cc1O)CC
254.1,680,[O-]C(C)=O.c1cc[n+](cc1O)CC
254.1,680,O=C(C)[O-].c1[n+](CC)cccc1O
254.1,680,O=C(C)[O-].c1cc[n+](CC)cc1O
254.1,680,[O-]C(=O)C.c1c(O)c[n+](CC)cc1
254.1,680,C([n+]1cccc(O)c1)C.CC(=O)[O-]
254.1,680,CC[n+]1cc(O)ccc1.[O-]C(C)=O
265.4,681,[O-]C(C)=O.c1ccc(c[n+]1CCc1ccccc1)O
265.4,681,C(=O)(C)[O-].c1ccc(cc1)CC[n+]1cccc(O)c1
