MP_K,IL,Normalized SMILES,,RANDOM
345,1,Cn1cc[nH+]c1.[Cl-],,1
345,1,Cn1cc[nH+]c1.[Cl-],,1
345,1,Cn1c[nH+]cc1.[Cl-],,1
345,1,[Cl-].[nH+]1cn(C)cc1,,1
345,1,[Cl-].c1[nH+]ccn1C,,1
345,1,Cn1cc[nH+]c1.[Cl-],,1
345,1,[Cl-].c1[nH+]cn(C)c1,,1
345,1,[Cl-].[nH+]1ccn(C)c1,,1
345,1,[Cl-].c1[nH+]cn(c1)C,,1
345,1,[Cl-].[nH+]1ccn(c1)C,,1
314,2,Cn1cc[nH+]c1.[Br-],,2
314,2,[Br-].n1(cc[nH+]c1)C,,2
314,2,Cn1c[nH+]cc1.[Br-],,2
314,2,[Br-].[nH+]1cn(cc1)C,,2
314,2,[Br-].n1(C)cc[nH+]c1,,2
314,2,[Br-].[nH+]1cn(cc1)C,,2
314,2,Cn1c[nH+]cc1.[Br-],,2
314,2,Cn1cc[nH+]c1.[Br-],,2
314,2,[Br-].c1c[nH+]cn1C,,2
314,2,[Br-].c1c[nH+]cn1C,,2
430,3,Cn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],,3
430,3,[O-][Cl+3]([O-])([O-])[O-].n1(cc[nH+]c1)C,,3
430,3,[O-][Cl+3]([O-])([O-])[O-].c1cn(c[nH+]1)C,,3
430,3,[O-][Cl+3]([O-])([O-])[O-].c1cn(c[nH+]1)C,,3
430,3,Cn1cc[nH+]c1.[Cl+3]([O-])([O-])([O-])[O-],,3
430,3,[O-][Cl+3]([O-])([O-])[O-].n1(C)cc[nH+]c1,,3
430,3,[O-][Cl+3]([O-])([O-])[O-].c1c[nH+]cn1C,,3
430,3,[O-][Cl+3]([O-])([O-])[O-].c1[nH+]cn(C)c1,,3
430,3,Cn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],,3
430,3,[O-][Cl+3]([O-])([O-])[O-].c1n(cc[nH+]1)C,,3
310,4,Cn1cc[nH+]c1.F[B-](F)(F)F,,4
310,4,F[B-](F)(F)F.c1n(C)c[nH+]c1,,4
310,4,[B-](F)(F)(F)F.c1n(C)c[nH+]c1,,4
310,4,F[B-](F)(F)F.[nH+]1ccn(C)c1,,4
310,4,F[B-](F)(F)F.c1n(C)c[nH+]c1,,4
310,4,F[B-](F)(F)F.n1(c[nH+]cc1)C,,4
310,4,Cn1cc[nH+]c1.[B-](F)(F)(F)F,,4
310,4,F[B-](F)(F)F.[nH+]1cn(C)cc1,,4
310,4,F[B-](F)(F)F.c1n(cc[nH+]1)C,,4
310,4,Cn1c[nH+]cc1.F[B-](F)(F)F,,4
282,5,Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,5
282,5,O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.c1[nH+]ccn1C,,5
282,5,FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.n1(C)c[nH+]cc1,,5
282,5,Cn1cc[nH+]c1.FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F,,5
282,5,FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1n(c[nH+]c1)C,,5
282,5,O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.c1n(C)cc[nH+]1,,5
282,5,Cn1cc[nH+]c1.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F,,5
282,5,C(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)(F)F.c1n(c[nH+]c1)C,,5
282,5,O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O.[nH+]1cn(cc1)C,,5
282,5,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.c1[nH+]cn(c1)C,,5
284,6,Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,6
284,6,C(C(F)(F)F)(F)(S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)=O)F.Cn1c[nH+]cc1,,6
284,6,C(F)(C(F)(F)F)(F)S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)=O.n1(C)c[nH+]cc1,,6
284,6,O=S(C(C(F)(F)F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.c1[nH+]cn(C)c1,,6
284,6,Cn1cc[nH+]c1.O=S(C(F)(F)C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O,,6
284,6,O=S(C(C(F)(F)F)(F)F)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O.c1[nH+]cn(C)c1,,6
284,6,FC(F)(F)C(F)(S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)F.n1(C)c[nH+]cc1,,6
284,6,O=S(C(F)(F)C(F)(F)F)(=O)[N-]S(C(F)(F)C(F)(F)F)(=O)=O.n1(cc[nH+]c1)C,,6
284,6,FC(C(F)(F)S(=O)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)=O)(F)F.c1c[nH+]cn1C,,6
284,6,FC(F)(F)C(F)(F)S([N-]S(C(C(F)(F)F)(F)F)(=O)=O)(=O)=O.[nH+]1ccn(c1)C,,6
343,7,Cn1cc[nH+]c1.O=[N+]([O-])[O-],,7
343,7,O=[N+]([O-])[O-].c1n(C)cc[nH+]1,,7
343,7,[O-][N+](=O)[O-].n1(C)cc[nH+]c1,,7
343,7,[N+]([O-])([O-])=O.[nH+]1ccn(C)c1,,7
343,7,[O-][N+]([O-])=O.n1(cc[nH+]c1)C,,7
343,7,O=[N+]([O-])[O-].n1(cc[nH+]c1)C,,7
343,7,[O-][N+]([O-])=O.c1c[nH+]cn1C,,7
343,7,O=[N+]([O-])[O-].c1cn(c[nH+]1)C,,7
343,7,Cn1cc[nH+]c1.[O-][N+](=O)[O-],,7
343,7,[N+]([O-])([O-])=O.[nH+]1ccn(C)c1,,7
357,8,Cn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,,8
357,8,Cn1c[nH+]cc1.FC(F)(F)S(=O)(=O)[O-],,8
357,8,[O-]S(=O)(=O)C(F)(F)F.c1[nH+]ccn1C,,8
357,8,[O-]S(=O)(C(F)(F)F)=O.c1c[nH+]cn1C,,8
357,8,S(C(F)(F)F)([O-])(=O)=O.[nH+]1cn(cc1)C,,8
357,8,O=S(=O)([O-])C(F)(F)F.c1c[nH+]cn1C,,8
357,8,Cn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,,8
357,8,[O-]S(=O)(C(F)(F)F)=O.[nH+]1ccn(C)c1,,8
357,8,Cn1cc[nH+]c1.FC(S([O-])(=O)=O)(F)F,,8
357,8,FC(F)(F)S([O-])(=O)=O.c1[nH+]ccn1C,,8
389,9,Cn1cc[nH+]c1.F[P-](F)(F)(F)(F)F,,9
389,9,[P-](F)(F)(F)(F)(F)F.[nH+]1ccn(C)c1,,9
389,9,F[P-](F)(F)(F)(F)F.c1n(cc[nH+]1)C,,9
389,9,F[P-](F)(F)(F)(F)F.n1(C)c[nH+]cc1,,9
389,9,[P-](F)(F)(F)(F)(F)F.[nH+]1cn(C)cc1,,9
389,9,[P-](F)(F)(F)(F)(F)F.c1n(cc[nH+]1)C,,9
389,9,Cn1c[nH+]cc1.F[P-](F)(F)(F)(F)F,,9
389,9,F[P-](F)(F)(F)(F)F.[nH+]1cn(C)cc1,,9
389,9,F[P-](F)(F)(F)(F)F.c1c[nH+]cn1C,,9
389,9,Cn1c[nH+]cc1.[P-](F)(F)(F)(F)(F)F,,9
324,10,Cn1cc[nH+]c1.O=C([O-])C(F)(F)F,,10
324,10,FC(C(=O)[O-])(F)F.[nH+]1ccn(C)c1,,10
324,10,C(F)(C([O-])=O)(F)F.c1c[nH+]cn1C,,10
324,10,[O-]C(=O)C(F)(F)F.c1[nH+]ccn1C,,10
324,10,Cn1c[nH+]cc1.FC(C([O-])=O)(F)F,,10
324,10,FC(F)(F)C(=O)[O-].c1[nH+]ccn1C,,10
324,10,[O-]C(=O)C(F)(F)F.c1n(cc[nH+]1)C,,10
324,10,FC(F)(C(=O)[O-])F.c1n(c[nH+]c1)C,,10
324,10,C(F)(C(=O)[O-])(F)F.[nH+]1ccn(C)c1,,10
324,10,FC(F)(F)C(=O)[O-].n1(C)c[nH+]cc1,,10
250,11,CC(=O)[O-].Cn1cc[nH+]c1,,11
250,11,C(C)([O-])=O.[nH+]1ccn(c1)C,,11
250,11,O=C(C)[O-].n1(cc[nH+]c1)C,,11
250,11,C([O-])(=O)C.n1(C)cc[nH+]c1,,11
250,11,C(C)([O-])=O.n1(C)c[nH+]cc1,,11
250,11,CC(=O)[O-].n1(c[nH+]cc1)C,,11
250,11,C(C)([O-])=O.n1(C)c[nH+]cc1,,11
250,11,O=C([O-])C.c1cn(c[nH+]1)C,,11
250,11,CC(=O)[O-].Cn1cc[nH+]c1,,11
250,11,O=C(C)[O-].n1(cc[nH+]c1)C,,11
331,12,CCn1cc[nH+]c1.[Cl-],,12
331,12,[Cl-].c1n(cc[nH+]1)CC,,12
331,12,[Cl-].c1[nH+]cn(c1)CC,,12
331,12,[Cl-].c1[nH+]ccn1CC,,12
331,12,[Cl-].c1n(cc[nH+]1)CC,,12
331,12,C(n1cc[nH+]c1)C.[Cl-],,12
331,12,[Cl-].c1c[nH+]cn1CC,,12
331,12,[Cl-].c1n(CC)cc[nH+]1,,12
331,12,[Cl-].c1[nH+]cn(c1)CC,,12
331,12,[Cl-].c1cn(c[nH+]1)CC,,12
333,13,CCn1cc[nH+]c1.[Br-],,13
333,13,[Br-].c1n(c[nH+]c1)CC,,13
333,13,[Br-].[nH+]1ccn(CC)c1,,13
333,13,[Br-].n1(cc[nH+]c1)CC,,13
333,13,[Br-].c1c[nH+]cn1CC,,13
333,13,[Br-].n1(CC)cc[nH+]c1,,13
333,13,[Br-].c1c[nH+]cn1CC,,13
333,13,CCn1cc[nH+]c1.[Br-],,13
333,13,C(n1c[nH+]cc1)C.[Br-],,13
333,13,[Br-].[nH+]1ccn(CC)c1,,13
294,14,CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],,14
294,14,C(n1cc[nH+]c1)C.[O-][Cl+3]([O-])([O-])[O-],,14
294,14,[O-][Cl+3]([O-])([O-])[O-].c1[nH+]ccn1CC,,14
294,14,[O-][Cl+3]([O-])([O-])[O-].c1[nH+]ccn1CC,,14
294,14,[Cl+3]([O-])([O-])([O-])[O-].c1n(CC)cc[nH+]1,,14
294,14,[O-][Cl+3]([O-])([O-])[O-].[nH+]1ccn(c1)CC,,14
294,14,[O-][Cl+3]([O-])([O-])[O-].[nH+]1cn(cc1)CC,,14
294,14,[Cl+3]([O-])([O-])([O-])[O-].c1n(CC)cc[nH+]1,,14
294,14,[O-][Cl+3]([O-])([O-])[O-].[nH+]1cn(cc1)CC,,14
294,14,CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],,14
304,15,CCn1cc[nH+]c1.O=[N+]([O-])[O-],,15
304,15,[O-][N+]([O-])=O.[nH+]1ccn(CC)c1,,15
304,15,O=[N+]([O-])[O-].n1(c[nH+]cc1)CC,,15
304,15,[O-][N+](=O)[O-].[nH+]1ccn(CC)c1,,15
304,15,C(n1c[nH+]cc1)C.[O-][N+]([O-])=O,,15
304,15,O=[N+]([O-])[O-].n1(cc[nH+]c1)CC,,15
304,15,[O-][N+](=O)[O-].[nH+]1cn(cc1)CC,,15
304,15,[N+](=O)([O-])[O-].c1c[nH+]cn1CC,,15
304,15,CCn1c[nH+]cc1.[N+]([O-])(=O)[O-],,15
304,15,[O-][N+](=O)[O-].c1[nH+]ccn1CC,,15
281,16,CCn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,,16
281,16,[O-]S(C(F)(F)F)(=O)=O.[nH+]1cn(CC)cc1,,16
281,16,FC(F)(F)S(=O)(=O)[O-].c1[nH+]ccn1CC,,16
281,16,S([O-])(=O)(C(F)(F)F)=O.c1n(c[nH+]c1)CC,,16
281,16,S(C(F)(F)F)([O-])(=O)=O.c1n(CC)cc[nH+]1,,16
281,16,FC(F)(F)S([O-])(=O)=O.c1[nH+]ccn1CC,,16
281,16,C(S([O-])(=O)=O)(F)(F)F.n1(CC)cc[nH+]c1,,16
281,16,CCn1c[nH+]cc1.S(C(F)(F)F)(=O)([O-])=O,,16
281,16,CCn1c[nH+]cc1.FC(F)(F)S([O-])(=O)=O,,16
281,16,FC(F)(F)S(=O)(=O)[O-].n1(cc[nH+]c1)CC,,16
398,17,Cn1cc[n+](C)c1.[Cl-],,17
398,17,[Cl-].[n+]1(C)ccn(c1)C,,17
398,17,[Cl-].[n+]1(cn(cc1)C)C,,17
398,17,C[n+]1ccn(C)c1.[Cl-],,17
398,17,[Cl-].n1(C)cc[n+](c1)C,,17
398,17,[Cl-].c1[n+](C)ccn1C,,17
398,17,Cn1c[n+](cc1)C.[Cl-],,17
398,17,[Cl-].c1n(cc[n+]1C)C,,17
398,17,C[n+]1ccn(C)c1.[Cl-],,17
398,17,[Cl-].c1[n+](cn(C)c1)C,,17
376,18,Cn1cc[n+](C)c1.F[B-](F)(F)F,,18
376,18,F[B-](F)(F)F.[n+]1(C)ccn(C)c1,,18
376,18,[B-](F)(F)(F)F.c1[n+](ccn1C)C,,18
376,18,F[B-](F)(F)F.c1cn(C)c[n+]1C,,18
376,18,F[B-](F)(F)F.[n+]1(cn(C)cc1)C,,18
376,18,F[B-](F)(F)F.c1[n+](cn(c1)C)C,,18
376,18,C[n+]1ccn(C)c1.[B-](F)(F)(F)F,,18
376,18,Cn1cc[n+](c1)C.[B-](F)(F)(F)F,,18
376,18,F[B-](F)(F)F.n1(cc[n+](C)c1)C,,18
376,18,[B-](F)(F)(F)F.c1[n+](cn(c1)C)C,,18
295,19,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,19
295,19,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1[n+](C)cn(C)c1,,19
295,19,S(=O)(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O.n1(C)cc[n+](C)c1,,19
295,19,O=S(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F.n1(c[n+](cc1)C)C,,19
295,19,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O.c1n(C)cc[n+]1C,,19
295,19,FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F.[n+]1(cn(C)cc1)C,,19
295,19,O=S(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F.[n+]1(ccn(C)c1)C,,19
295,19,FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O.[n+]1(cn(C)cc1)C,,19
295,19,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.c1c[n+](cn1C)C,,19
295,19,O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1cn(c[n+]1C)C,,19
325,20,Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,,20
325,20,O=C([O-])C(F)(F)F.c1n(c[n+](c1)C)C,,20
325,20,C[n+]1cn(cc1)C.FC(F)(F)C([O-])=O,,20
325,20,Cn1c[n+](C)cc1.O=C([O-])C(F)(F)F,,20
325,20,FC(C(=O)[O-])(F)F.n1(c[n+](C)cc1)C,,20
325,20,FC(C([O-])=O)(F)F.n1(c[n+](cc1)C)C,,20
325,20,Cn1c[n+](cc1)C.FC(F)(F)C(=O)[O-],,20
325,20,[O-]C(=O)C(F)(F)F.c1cn(c[n+]1C)C,,20
325,20,Cn1cc[n+](C)c1.FC(F)(F)C([O-])=O,,20
325,20,C(C(=O)[O-])(F)(F)F.c1n(cc[n+]1C)C,,20
288,21,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,,21
288,21,C(F)(F)(F)[B-](F)(F)F.c1n(C)c[n+](C)c1,,21
288,21,FC(F)(F)[B-](F)(F)F.n1(c[n+](C)cc1)C,,21
288,21,F[B-](C(F)(F)F)(F)F.c1n(C)c[n+](C)c1,,21
288,21,F[B-](F)(F)C(F)(F)F.c1c[n+](C)cn1C,,21
288,21,FC(F)(F)[B-](F)(F)F.c1[n+](ccn1C)C,,21
288,21,F[B-](F)(C(F)(F)F)F.c1n(cc[n+]1C)C,,21
288,21,FC(F)([B-](F)(F)F)F.n1(c[n+](C)cc1)C,,21
288,21,FC(F)([B-](F)(F)F)F.c1n(C)cc[n+]1C,,21
288,21,C[n+]1ccn(C)c1.FC(F)(F)[B-](F)(F)F,,21
300,22,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,,22
300,22,C[n+]1ccn(c1)C.FC(C(F)([B-](F)(F)F)F)(F)F,,22
300,22,Cn1c[n+](C)cc1.F[B-](C(C(F)(F)F)(F)F)(F)F,,22
300,22,F[B-](F)(F)C(F)(C(F)(F)F)F.c1c[n+](C)cn1C,,22
300,22,FC([B-](F)(F)F)(C(F)(F)F)F.c1[n+](C)ccn1C,,22
300,22,[B-](F)(F)(F)C(F)(F)C(F)(F)F.c1cn(c[n+]1C)C,,22
300,22,C[n+]1ccn(c1)C.FC(F)(F)C(F)(F)[B-](F)(F)F,,22
300,22,[B-](C(F)(F)C(F)(F)F)(F)(F)F.n1(C)cc[n+](c1)C,,22
300,22,[B-](F)(F)(F)C(F)(C(F)(F)F)F.c1[n+](C)ccn1C,,22
300,22,F[B-](F)(C(C(F)(F)F)(F)F)F.c1[n+](cn(C)c1)C,,22
284,23,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,23
284,23,Cn1cc[n+](C)c1.FC(C(F)(F)C(F)([B-](F)(F)F)F)(F)F,,23
284,23,FC(F)([B-](F)(F)F)C(C(F)(F)F)(F)F.c1[n+](cn(c1)C)C,,23
284,23,Cn1c[n+](cc1)C.FC([B-](F)(F)F)(C(F)(C(F)(F)F)F)F,,23
284,23,FC(C(F)(F)F)(F)C(F)([B-](F)(F)F)F.c1cn(c[n+]1C)C,,23
284,23,FC([B-](F)(F)F)(F)C(F)(F)C(F)(F)F.c1n(c[n+](C)c1)C,,23
284,23,FC(C(C(F)(F)[B-](F)(F)F)(F)F)(F)F.c1cn(C)c[n+]1C,,23
284,23,FC(F)(C(C(F)(F)F)(F)F)[B-](F)(F)F.c1n(C)cc[n+]1C,,23
284,23,C[n+]1ccn(C)c1.FC(F)(C(C(F)(F)F)(F)F)[B-](F)(F)F,,23
284,23,C[n+]1cn(cc1)C.FC(F)(C(F)(F)F)C(F)(F)[B-](F)(F)F,,23
289,24,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,24
289,24,FC(F)(C(F)(C(F)(F)C(F)([B-](F)(F)F)F)F)F.n1(C)c[n+](cc1)C,,24
289,24,FC(F)(C(F)(C(F)(F)[B-](F)(F)F)F)C(F)(F)F.c1cn(c[n+]1C)C,,24
289,24,C(F)(C(C(F)(C(F)(F)[B-](F)(F)F)F)(F)F)(F)F.Cn1c[n+](cc1)C,,24
289,24,FC(C(F)(F)C(F)(C([B-](F)(F)F)(F)F)F)(F)F.[n+]1(ccn(C)c1)C,,24
289,24,C(C(F)(F)C(F)(C(F)([B-](F)(F)F)F)F)(F)(F)F.c1n(C)c[n+](C)c1,,24
289,24,[B-](F)(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)(F)F.[n+]1(C)ccn(C)c1,,24
289,24,F[B-](F)(C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)F.c1[n+](C)cn(C)c1,,24
289,24,Cn1c[n+](C)cc1.FC(F)(F)C(F)(F)C(F)(C(F)(F)[B-](F)(F)F)F,,24
289,24,FC(C(F)(F)C([B-](F)(F)F)(F)F)(C(F)(F)F)F.[n+]1(ccn(C)c1)C,,24
454,25,Cc1[nH+]ccn1C.[Cl-],,25
454,25,Cn1cc[nH+]c1C.[Cl-],,25
454,25,Cn1c(C)[nH+]cc1.[Cl-],,25
454,25,[Cl-].c1c[nH+]c(C)n1C,,25
454,25,[Cl-].[nH+]1ccn(c1C)C,,25
454,25,[Cl-].c1n(C)c([nH+]c1)C,,25
454,25,Cn1c(C)[nH+]cc1.[Cl-],,25
454,25,[Cl-].c1c[nH+]c(C)n1C,,25
454,25,[Cl-].c1(C)[nH+]ccn1C,,25
454,25,[Cl-].c1([nH+]ccn1C)C,,25
449,26,Cc1[nH+]ccn1C.[Br-],,26
449,26,[Br-].c1c[nH+]c(C)n1C,,26
449,26,Cc1n(C)cc[nH+]1.[Br-],,26
449,26,[Br-].c1c[nH+]c(C)n1C,,26
449,26,[Br-].c1n(C)c(C)[nH+]c1,,26
449,26,Cn1c([nH+]cc1)C.[Br-],,26
449,26,Cc1n(C)cc[nH+]1.[Br-],,26
449,26,Cc1[nH+]ccn1C.[Br-],,26
449,26,[Br-].c1[nH+]c(C)n(C)c1,,26
449,26,Cc1n(C)cc[nH+]1.[Br-],,26
337,27,Cc1[nH+]ccn1C.[O-][Cl+3]([O-])([O-])[O-],,27
337,27,[O-][Cl+3]([O-])([O-])[O-].[nH+]1c(n(C)cc1)C,,27
337,27,Cc1n(C)cc[nH+]1.[O-][Cl+3]([O-])([O-])[O-],,27
337,27,[O-][Cl+3]([O-])([O-])[O-].c1(C)[nH+]ccn1C,,27
337,27,[O-][Cl+3]([O-])([O-])[O-].c1n(C)c(C)[nH+]c1,,27
337,27,Cn1c([nH+]cc1)C.[O-][Cl+3]([O-])([O-])[O-],,27
337,27,[O-][Cl+3]([O-])([O-])[O-].n1(c(C)[nH+]cc1)C,,27
337,27,[O-][Cl+3]([O-])([O-])[O-].c1(n(cc[nH+]1)C)C,,27
337,27,[O-][Cl+3]([O-])([O-])[O-].[nH+]1ccn(C)c1C,,27
337,27,[O-][Cl+3]([O-])([O-])[O-].c1(C)[nH+]ccn1C,,27
295,28,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,28
295,28,C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.c1(n(C)cc[nH+]1)C,,28
295,28,S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)(=O)=O.c1cn(C)c(C)[nH+]1,,28
295,28,FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.[nH+]1c(C)n(C)cc1,,28
295,28,S(=O)(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.[nH+]1ccn(c1C)C,,28
295,28,FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.n1(C)cc[nH+]c1C,,28
295,28,FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.c1(C)[nH+]ccn1C,,28
295,28,Cc1[nH+]ccn1C.FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O,,28
295,28,Cn1c([nH+]cc1)C.[N-](S(=O)(=O)C(F)(F)F)S(C(F)(F)F)(=O)=O,,28
295,28,C(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)(F)F.n1(C)cc[nH+]c1C,,28
288,29,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,29
288,29,Cc1n(cc[nH+]1)C.FC(C(F)(F)F)(F)S([N-]S(=O)(C(C(F)(F)F)(F)F)=O)(=O)=O,,29
288,29,C(C(F)(F)F)(F)(F)S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O.Cc1[nH+]ccn1C,,29
288,29,FC(F)(F)C(F)(F)S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O.c1(C)[nH+]ccn1C,,29
288,29,[N-](S(C(F)(C(F)(F)F)F)(=O)=O)S(C(F)(C(F)(F)F)F)(=O)=O.[nH+]1ccn(c1C)C,,29
288,29,Cc1n(cc[nH+]1)C.FC(F)(C(F)(F)S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)F,,29
288,29,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O.n1(C)cc[nH+]c1C,,29
288,29,O=S(C(F)(C(F)(F)F)F)([N-]S(=O)(=O)C(F)(C(F)(F)F)F)=O.n1(C)cc[nH+]c1C,,29
288,29,FC(F)(C(F)(F)F)S(=O)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)=O.c1[nH+]c(C)n(C)c1,,29
288,29,Cc1[nH+]ccn1C.FC(F)(C(S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)F)F,,29
357,30,Cc1[nH+]ccn1C.O=[N+]([O-])[O-],,30
357,30,Cc1n(C)cc[nH+]1.O=[N+]([O-])[O-],,30
357,30,[O-][N+]([O-])=O.c1[nH+]c(C)n(c1)C,,30
357,30,Cc1n(C)cc[nH+]1.O=[N+]([O-])[O-],,30
357,30,O=[N+]([O-])[O-].[nH+]1ccn(c1C)C,,30
357,30,Cc1[nH+]ccn1C.[N+]([O-])(=O)[O-],,30
357,30,Cn1c([nH+]cc1)C.[O-][N+](=O)[O-],,30
357,30,Cn1cc[nH+]c1C.[O-][N+]([O-])=O,,30
357,30,[O-][N+](=O)[O-].c1c[nH+]c(C)n1C,,30
357,30,[O-][N+](=O)[O-].c1n(C)c(C)[nH+]c1,,30
392,31,Cc1[nH+]ccn1C.O=S(=O)([O-])C(F)(F)F,,31
392,31,FC(F)(F)S(=O)(=O)[O-].n1(c([nH+]cc1)C)C,,31
392,31,FC(F)(F)S(=O)(=O)[O-].[nH+]1ccn(c1C)C,,31
392,31,C(F)(S(=O)(=O)[O-])(F)F.[nH+]1ccn(c1C)C,,31
392,31,[O-]S(=O)(=O)C(F)(F)F.c1(C)n(C)cc[nH+]1,,31
392,31,O=S([O-])(=O)C(F)(F)F.c1n(c([nH+]c1)C)C,,31
392,31,[O-]S(=O)(C(F)(F)F)=O.[nH+]1c(C)n(cc1)C,,31
392,31,FC(F)(S(=O)(=O)[O-])F.c1[nH+]c(n(c1)C)C,,31
392,31,FC(F)(S([O-])(=O)=O)F.c1([nH+]ccn1C)C,,31
392,31,FC(S(=O)(=O)[O-])(F)F.n1(cc[nH+]c1C)C,,31
388,32,Cc1[nH+]ccn1C.F[P-](F)(F)(F)(F)F,,32
388,32,[P-](F)(F)(F)(F)(F)F.[nH+]1ccn(c1C)C,,32
388,32,F[P-](F)(F)(F)(F)F.c1(C)[nH+]ccn1C,,32
388,32,F[P-](F)(F)(F)(F)F.c1([nH+]ccn1C)C,,32
388,32,F[P-](F)(F)(F)(F)F.c1([nH+]ccn1C)C,,32
388,32,Cc1n(cc[nH+]1)C.F[P-](F)(F)(F)(F)F,,32
388,32,F[P-](F)(F)(F)(F)F.c1(n(cc[nH+]1)C)C,,32
388,32,F[P-](F)(F)(F)(F)F.c1([nH+]ccn1C)C,,32
388,32,F[P-](F)(F)(F)(F)F.c1[nH+]c(C)n(C)c1,,32
388,32,Cn1cc[nH+]c1C.[P-](F)(F)(F)(F)(F)F,,32
353,33,CC[n+]1ccn(C)c1.[Cl-],,33
353,33,[Cl-].n1(C)cc[n+](CC)c1,,33
353,33,CC[n+]1ccn(C)c1.[Cl-],,33
353,33,[Cl-].c1n(C)c[n+](CC)c1,,33
353,33,[Cl-].c1n(c[n+](CC)c1)C,,33
353,33,[Cl-].n1(cc[n+](c1)CC)C,,33
353,33,[Cl-].n1(cc[n+](c1)CC)C,,33
353,33,C([n+]1cn(C)cc1)C.[Cl-],,33
353,33,[Cl-].c1n(cc[n+]1CC)C,,33
