MP_K,IL,Normalized SMILES,,RANDOM
419,1417,[Br-].c1ccc(C#CC[N+](CC=Cc2ccccc2)(C)C)cc1,,1417
419,1417,C(c1ccccc1)=CC[N+](C)(CC#Cc1ccccc1)C.[Br-],,1417
419,1417,[Br-].c1ccccc1C=CC[N+](CC#Cc1ccccc1)(C)C,,1417
419,1417,[Br-].c1cc(ccc1)C=CC[N+](C)(C)CC#Cc1ccccc1,,1417
419,1417,[Br-].c1cc(ccc1)C=CC[N+](C)(C)CC#Cc1ccccc1,,1417
419,1417,[Br-].[N+](CC=Cc1ccccc1)(CC#Cc1ccccc1)(C)C,,1417
419,1417,C(C[N+](C)(CC=Cc1ccccc1)C)#Cc1ccccc1.[Br-],,1417
400,1418,CC(c1ccccc1)[N+](C)(C)CC(=O)c1ccccc1.[Br-],,1418
400,1418,O=C(c1ccccc1)C[N+](C)(C(c1ccccc1)C)C.[Br-],,1418
400,1418,[Br-].c1c(C([N+](C)(C)CC(c2ccccc2)=O)C)cccc1,,1418
400,1418,[Br-].c1ccccc1C(C[N+](C)(C)C(C)c1ccccc1)=O,,1418
400,1418,C[N+](C(c1ccccc1)C)(C)CC(c1ccccc1)=O.[Br-],,1418
400,1418,[Br-].c1ccccc1C(=O)C[N+](C(C)c1ccccc1)(C)C,,1418
400,1418,[Br-].c1cccc(c1)C(C[N+](C)(C)C(c1ccccc1)C)=O,,1418
400,1418,[Br-].c1ccc(cc1)C([N+](C)(CC(=O)c1ccccc1)C)C,,1418
400,1418,[Br-].c1c(C(C[N+](C(C)c2ccccc2)(C)C)=O)cccc1,,1418
400,1418,[Br-].c1ccccc1C(=O)C[N+](C)(C)C(C)c1ccccc1,,1418
391,1419,C[N+](C)(C)CCCCCCCCCCOc1ccc(C=O)cc1.[Br-],,1419
391,1419,[Br-].c1(ccc(cc1)OCCCCCCCCCC[N+](C)(C)C)C=O,,1419
391,1419,C[N+](C)(C)CCCCCCCCCCOc1ccc(C=O)cc1.[Br-],,1419
391,1419,[Br-].c1(C=O)ccc(OCCCCCCCCCC[N+](C)(C)C)cc1,,1419
391,1419,[Br-].c1c(ccc(OCCCCCCCCCC[N+](C)(C)C)c1)C=O,,1419
391,1419,C(CCCCCOc1ccc(C=O)cc1)CCCC[N+](C)(C)C.[Br-],,1419
391,1419,[Br-].c1c(C=O)ccc(c1)OCCCCCCCCCC[N+](C)(C)C,,1419
391,1419,C[N+](CCCCCCCCCCOc1ccc(cc1)C=O)(C)C.[Br-],,1419
391,1419,C(=O)c1ccc(cc1)OCCCCCCCCCC[N+](C)(C)C.[Br-],,1419
391,1419,C(Oc1ccc(cc1)C=O)CCCCCCCCC[N+](C)(C)C.[Br-],,1419
415,1420,C#CC[N+](C)(C)CC#Cc1cccc2ccccc12.[Br-],,1420
415,1420,[Br-].c1cc2ccccc2c(c1)C#CC[N+](C)(CC#C)C,,1420
415,1420,[Br-].c1c2ccccc2c(C#CC[N+](C)(CC#C)C)cc1,,1420
415,1420,C(C#C)[N+](C)(CC#Cc1cccc2ccccc12)C.[Br-],,1420
415,1420,[Br-].c12cccc(c1cccc2)C#CC[N+](C)(CC#C)C,,1420
415,1420,C[N+](CC#C)(C)CC#Cc1c2ccccc2ccc1.[Br-],,1420
415,1420,C([N+](CC#C)(C)C)C#Cc1cccc2c1cccc2.[Br-],,1420
415,1420,C[N+](CC#C)(C)CC#Cc1cccc2ccccc21.[Br-],,1420
415,1420,[Br-].c12ccccc2cccc1C#CC[N+](CC#C)(C)C,,1420
415,1420,[Br-].[N+](C)(CC#Cc1cccc2c1cccc2)(CC#C)C,,1420
399,1421,C#CC[N+](CC)(CC)CC#Cc1cccc2ccccc12.[Br-],,1421
399,1421,[Br-].c1c2cccc(c2ccc1)C#CC[N+](CC)(CC)CC#C,,1421
399,1421,[Br-].c1cc2c(cc1)cccc2C#CC[N+](CC#C)(CC)CC,,1421
399,1421,C([N+](CC#Cc1cccc2ccccc12)(CC)CC)C#C.[Br-],,1421
399,1421,CC[N+](CC)(CC#C)CC#Cc1cccc2ccccc12.[Br-],,1421
399,1421,[Br-].c1ccc2c(c(ccc2)C#CC[N+](CC#C)(CC)CC)c1,,1421
399,1421,[Br-].c1cc(c2c(c1)cccc2)C#CC[N+](CC)(CC#C)CC,,1421
399,1421,[Br-].c1(C#CC[N+](CC)(CC#C)CC)cccc2c1cccc2,,1421
399,1421,[Br-].c1cc2c(cc1)cccc2C#CC[N+](CC#C)(CC)CC,,1421
399,1421,[Br-].c1ccc2c(cccc2c1)C#CC[N+](CC)(CC)CC#C,,1421
439,1422,CC[N+](CC)(CC)CCCO.[Br-],,1422
439,1422,C(CCO)[N+](CC)(CC)CC.[Br-],,1422
439,1422,CC[N+](CCCO)(CC)CC.[Br-],,1422
439,1422,C(CO)C[N+](CC)(CC)CC.[Br-],,1422
439,1422,CC[N+](CCCO)(CC)CC.[Br-],,1422
439,1422,C(C)[N+](CC)(CCCO)CC.[Br-],,1422
439,1422,CC[N+](CC)(CCCO)CC.[Br-],,1422
439,1422,CC[N+](CC)(CC)CCCO.[Br-],,1422
439,1422,C(C)[N+](CC)(CC)CCCO.[Br-],,1422
439,1422,C([N+](CCCO)(CC)CC)C.[Br-],,1422
380,1423,CCCCCCCCCC[N+](CC)(CC)CC.[Br-],,1423
380,1423,CC[N+](CC)(CC)CCCCCCCCCC.[Br-],,1423
380,1423,C(CCCCCCCCC)[N+](CC)(CC)CC.[Br-],,1423
380,1423,C(CCCCCCC[N+](CC)(CC)CC)CC.[Br-],,1423
380,1423,C(CCCCC[N+](CC)(CC)CC)CCCC.[Br-],,1423
380,1423,C(CCCCC[N+](CC)(CC)CC)CCCC.[Br-],,1423
380,1423,C(CCCCCCCCC)[N+](CC)(CC)CC.[Br-],,1423
380,1423,C(C)[N+](CCCCCCCCCC)(CC)CC.[Br-],,1423
380,1423,C(C[N+](CC)(CC)CC)CCCCCCCC.[Br-],,1423
380,1423,C(CCCCCCC)CC[N+](CC)(CC)CC.[Br-],,1423
480,1424,C[N+](C)(C)c1cccc(O)c1.[Br-],,1424
480,1424,[Br-].c1ccc(O)cc1[N+](C)(C)C,,1424
480,1424,C[N+](C)(c1cc(O)ccc1)C.[Br-],,1424
480,1424,C[N+](c1cccc(c1)O)(C)C.[Br-],,1424
480,1424,[Br-].c1(cc(O)ccc1)[N+](C)(C)C,,1424
480,1424,[Br-].c1c(cc([N+](C)(C)C)cc1)O,,1424
480,1424,C[N+](C)(C)c1cc(O)ccc1.[Br-],,1424
480,1424,[Br-].c1(cccc(O)c1)[N+](C)(C)C,,1424
480,1424,[Br-].c1ccc(O)cc1[N+](C)(C)C,,1424
480,1424,[Br-].c1c(O)cc([N+](C)(C)C)cc1,,1424
452,1425,CC(C[N+](C)(C)C)c1ccccc1.[Br-],,1425
452,1425,[Br-].[N+](CC(C)c1ccccc1)(C)(C)C,,1425
452,1425,[Br-].[N+](C)(C)(CC(C)c1ccccc1)C,,1425
452,1425,C[N+](C)(C)CC(c1ccccc1)C.[Br-],,1425
452,1425,C([N+](C)(C)C)C(c1ccccc1)C.[Br-],,1425
452,1425,[Br-].c1ccc(cc1)C(C)C[N+](C)(C)C,,1425
452,1425,[Br-].c1cc(ccc1)C(C[N+](C)(C)C)C,,1425
452,1425,C([N+](C)(C)C)C(c1ccccc1)C.[Br-],,1425
452,1425,[Br-].c1cc(ccc1)C(C)C[N+](C)(C)C,,1425
452,1425,[Br-].c1ccccc1C(C)C[N+](C)(C)C,,1425
390,1426,CCCCCCCCCCCCCCCC[N+](C)(C)C(C)O.[Br-],,1426
390,1426,C(CC)CCCCCCCCCCCCC[N+](C(C)O)(C)C.[Br-],,1426
390,1426,CC([N+](C)(C)CCCCCCCCCCCCCCCC)O.[Br-],,1426
390,1426,C(CCCCCCCCC[N+](C(C)O)(C)C)CCCCCC.[Br-],,1426
390,1426,CC(O)[N+](C)(CCCCCCCCCCCCCCCC)C.[Br-],,1426
390,1426,CCCCCCCCCCCCCCCC[N+](C)(C(O)C)C.[Br-],,1426
390,1426,C[N+](C)(CCCCCCCCCCCCCCCC)C(C)O.[Br-],,1426
390,1426,C(CCCCCCC)CCCCCCCC[N+](C(O)C)(C)C.[Br-],,1426
390,1426,C(CCCC)CCCCCCCCCCC[N+](C)(C)C(C)O.[Br-],,1426
390,1426,C(CCCCCC)CCCCCCCCC[N+](C)(C(O)C)C.[Br-],,1426
444,1427,CC(C)C(C[N+](C)(C)C)c1ccccc1.[Br-],,1427
444,1427,[Br-].c1(ccccc1)C(C[N+](C)(C)C)C(C)C,,1427
444,1427,[Br-].c1ccccc1C(C[N+](C)(C)C)C(C)C,,1427
444,1427,[Br-].c1c(cccc1)C(C(C)C)C[N+](C)(C)C,,1427
444,1427,C[N+](C)(C)CC(C(C)C)c1ccccc1.[Br-],,1427
444,1427,C(C(c1ccccc1)C[N+](C)(C)C)(C)C.[Br-],,1427
444,1427,C[N+](CC(c1ccccc1)C(C)C)(C)C.[Br-],,1427
444,1427,[Br-].c1cc(ccc1)C(C[N+](C)(C)C)C(C)C,,1427
444,1427,C[N+](C)(CC(C(C)C)c1ccccc1)C.[Br-],,1427
444,1427,[Br-].[N+](C)(C)(CC(c1ccccc1)C(C)C)C,,1427
387,1428,C=C(C)C[N+](C)(C)c1cccc(O)c1.[Br-],,1428
387,1428,[Br-].c1c(cc(O)cc1)[N+](C)(CC(C)=C)C,,1428
387,1428,[Br-].c1(cc(O)ccc1)[N+](CC(=C)C)(C)C,,1428
387,1428,C[N+](c1cccc(c1)O)(CC(=C)C)C.[Br-],,1428
387,1428,[Br-].c1ccc(O)cc1[N+](C)(CC(=C)C)C,,1428
387,1428,C(C(=C)C)[N+](c1cc(O)ccc1)(C)C.[Br-],,1428
387,1428,C(C)(=C)C[N+](C)(C)c1cc(ccc1)O.[Br-],,1428
387,1428,[Br-].[N+](C)(c1cccc(c1)O)(CC(=C)C)C,,1428
387,1428,[Br-].c1c(O)cc(cc1)[N+](CC(C)=C)(C)C,,1428
387,1428,Oc1cccc(c1)[N+](C)(CC(C)=C)C.[Br-],,1428
480,1429,C[N+](C)(C)CCC(=O)c1ccc(O)cc1.[Br-],,1429
480,1429,O=C(c1ccc(cc1)O)CC[N+](C)(C)C.[Br-],,1429
480,1429,[Br-].c1cc(C(CC[N+](C)(C)C)=O)ccc1O,,1429
480,1429,C[N+](C)(CCC(=O)c1ccc(cc1)O)C.[Br-],,1429
480,1429,[Br-].c1c(ccc(C(CC[N+](C)(C)C)=O)c1)O,,1429
480,1429,C(=O)(CC[N+](C)(C)C)c1ccc(cc1)O.[Br-],,1429
480,1429,C(C[N+](C)(C)C)C(=O)c1ccc(cc1)O.[Br-],,1429
480,1429,[Br-].c1c(C(=O)CC[N+](C)(C)C)ccc(c1)O,,1429
480,1429,[Br-].c1(ccc(cc1)O)C(CC[N+](C)(C)C)=O,,1429
480,1429,[Br-].c1(O)ccc(cc1)C(=O)CC[N+](C)(C)C,,1429
417,1430,COc1cccc(C(=O)CC[N+](C)(C)C)c1.[Br-],,1430
417,1430,[Br-].c1c(cc(C(CC[N+](C)(C)C)=O)cc1)OC,,1430
417,1430,[Br-].c1(cccc(OC)c1)C(CC[N+](C)(C)C)=O,,1430
417,1430,[Br-].c1cc(cc(c1)OC)C(CC[N+](C)(C)C)=O,,1430
417,1430,C(CC[N+](C)(C)C)(=O)c1cccc(OC)c1.[Br-],,1430
417,1430,[Br-].c1c(OC)cc(cc1)C(CC[N+](C)(C)C)=O,,1430
417,1430,O=C(CC[N+](C)(C)C)c1cc(ccc1)OC.[Br-],,1430
417,1430,C[N+](CCC(=O)c1cc(OC)ccc1)(C)C.[Br-],,1430
417,1430,C(C[N+](C)(C)C)C(=O)c1cc(OC)ccc1.[Br-],,1430
417,1430,[Br-].c1cc(C(=O)CC[N+](C)(C)C)cc(OC)c1,,1430
519,1431,Cc1ccc(C(C[N+](C)(C)C)c2ccc(C)cc2)cc1.[Br-],,1431
519,1431,C([N+](C)(C)C)C(c1ccc(cc1)C)c1ccc(cc1)C.[Br-],,1431
519,1431,C[N+](C)(C)CC(c1ccc(C)cc1)c1ccc(cc1)C.[Br-],,1431
519,1431,[Br-].c1c(C(c2ccc(cc2)C)C[N+](C)(C)C)ccc(C)c1,,1431
519,1431,[Br-].c1(C)ccc(C(C[N+](C)(C)C)c2ccc(C)cc2)cc1,,1431
519,1431,[Br-].c1cc(C(c2ccc(cc2)C)C[N+](C)(C)C)ccc1C,,1431
519,1431,[Br-].c1c(C)ccc(c1)C(C[N+](C)(C)C)c1ccc(cc1)C,,1431
519,1431,[Br-].c1(C(C[N+](C)(C)C)c2ccc(cc2)C)ccc(cc1)C,,1431
519,1431,[Br-].c1c(C)ccc(c1)C(c1ccc(C)cc1)C[N+](C)(C)C,,1431
519,1431,[Br-].c1cc(ccc1C(c1ccc(C)cc1)C[N+](C)(C)C)C,,1431
375,1432,Cc1ccc([N+](C)(C)C(C)c2ccccc2)cc1.[Br-],,1432
375,1432,[Br-].[N+](C(c1ccccc1)C)(C)(C)c1ccc(cc1)C,,1432
375,1432,Cc1ccc([N+](C)(C(c2ccccc2)C)C)cc1.[Br-],,1432
375,1432,[Br-].c1ccccc1C(C)[N+](C)(C)c1ccc(cc1)C,,1432
375,1432,Cc1ccc([N+](C(c2ccccc2)C)(C)C)cc1.[Br-],,1432
375,1432,[Br-].c1cc(ccc1[N+](C)(C(c1ccccc1)C)C)C,,1432
375,1432,[Br-].[N+](C)(C(c1ccccc1)C)(C)c1ccc(cc1)C,,1432
375,1432,Cc1ccc(cc1)[N+](C)(C(c1ccccc1)C)C.[Br-],,1432
375,1432,[Br-].c1ccccc1C([N+](C)(C)c1ccc(C)cc1)C,,1432
375,1432,[Br-].c1cc([N+](C(c2ccccc2)C)(C)C)ccc1C,,1432
381,1433,COc1ccc([N+](C)(C)C(C)c2ccccc2)cc1.[Br-],,1433
381,1433,COc1ccc(cc1)[N+](C(C)c1ccccc1)(C)C.[Br-],,1433
381,1433,[Br-].c1c(ccc([N+](C(c2ccccc2)C)(C)C)c1)OC,,1433
381,1433,[Br-].c1([N+](C)(C(C)c2ccccc2)C)ccc(OC)cc1,,1433
381,1433,[Br-].c1c(C(C)[N+](C)(c2ccc(cc2)OC)C)cccc1,,1433
381,1433,O(c1ccc([N+](C(C)c2ccccc2)(C)C)cc1)C.[Br-],,1433
381,1433,[Br-].c1cc(C(C)[N+](C)(C)c2ccc(OC)cc2)ccc1,,1433
381,1433,[Br-].c1cc(ccc1[N+](C)(C)C(c1ccccc1)C)OC,,1433
381,1433,[Br-].c1c(C([N+](C)(C)c2ccc(cc2)OC)C)cccc1,,1433
381,1433,[Br-].c1ccccc1C(C)[N+](C)(c1ccc(OC)cc1)C,,1433
415,1434,C=C(C)C[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],,1434
415,1434,C(C)(=C)C[N+](c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C)(C)C.[Br-],,1434
415,1434,[Br-].c1(C(C)(C)C)cc(cc(c1O)C(C)(C)C)[N+](C)(C)CC(=C)C,,1434
415,1434,[Br-].c1(cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)[N+](C)(CC(C)=C)C,,1434
415,1434,C[N+](C)(CC(=C)C)c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C.[Br-],,1434
415,1434,C[N+](C)(c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)CC(C)=C.[Br-],,1434
415,1434,CC(C)(c1c(c(C(C)(C)C)cc([N+](C)(CC(=C)C)C)c1)O)C.[Br-],,1434
415,1434,CC(C)(c1c(O)c(cc([N+](C)(CC(=C)C)C)c1)C(C)(C)C)C.[Br-],,1434
415,1434,CC(C)(C)c1c(c(cc(c1)[N+](C)(CC(C)=C)C)C(C)(C)C)O.[Br-],,1434
415,1434,CC(C)(c1cc(cc(C(C)(C)C)c1O)[N+](CC(C)=C)(C)C)C.[Br-],,1434
409,1435,CC(C)=CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],,1435
409,1435,[Br-].c1([N+](CC=C(C)C)(C)C)cc(c(O)c(C(C)(C)C)c1)C(C)(C)C,,1435
409,1435,C[N+](c1cc(c(O)c(C(C)(C)C)c1)C(C)(C)C)(C)CC=C(C)C.[Br-],,1435
409,1435,C([N+](C)(C)c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C=C(C)C.[Br-],,1435
409,1435,CC(C)=CC[N+](c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(C)C.[Br-],,1435
409,1435,CC(C)(c1c(c(C(C)(C)C)cc(c1)[N+](C)(CC=C(C)C)C)O)C.[Br-],,1435
409,1435,CC(C)(c1c(c(C(C)(C)C)cc(c1)[N+](C)(CC=C(C)C)C)O)C.[Br-],,1435
409,1435,Oc1c(C(C)(C)C)cc(cc1C(C)(C)C)[N+](C)(C)CC=C(C)C.[Br-],,1435
409,1435,C[N+](C)(CC=C(C)C)c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C.[Br-],,1435
409,1435,C(C=C(C)C)[N+](c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C)C.[Br-],,1435
502,1436,COc1ccc(C(C[N+](C)(C)C)c2ccc(OC)cc2)cc1.[Br-],,1436
502,1436,C([N+](C)(C)C)C(c1ccc(OC)cc1)c1ccc(cc1)OC.[Br-],,1436
502,1436,[Br-].c1c(ccc(c1)C(c1ccc(cc1)OC)C[N+](C)(C)C)OC,,1436
502,1436,COc1ccc(C(C[N+](C)(C)C)c2ccc(OC)cc2)cc1.[Br-],,1436
502,1436,[Br-].c1c(ccc(c1)OC)C(C[N+](C)(C)C)c1ccc(cc1)OC,,1436
502,1436,[Br-].c1(ccc(C(c2ccc(cc2)OC)C[N+](C)(C)C)cc1)OC,,1436
502,1436,[Br-].c1cc(C(C[N+](C)(C)C)c2ccc(cc2)OC)ccc1OC,,1436
502,1436,COc1ccc(cc1)C(C[N+](C)(C)C)c1ccc(OC)cc1.[Br-],,1436
502,1436,O(C)c1ccc(C(c2ccc(OC)cc2)C[N+](C)(C)C)cc1.[Br-],,1436
502,1436,[Br-].c1(OC)ccc(C(c2ccc(OC)cc2)C[N+](C)(C)C)cc1,,1436
423,1437,C=C(C)C#CC[N+](C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Br-],,1437
423,1437,C([N+](C)(C)c1cc(C(C)(C)C)c(c(C(C)(C)C)c1)O)C#CC(C)=C.[Br-],,1437
423,1437,[Br-].[N+](C)(C)(c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C)CC#CC(=C)C,,1437
423,1437,CC(C)(c1c(O)c(C(C)(C)C)cc(c1)[N+](C)(C)CC#CC(=C)C)C.[Br-],,1437
423,1437,Oc1c(cc(cc1C(C)(C)C)[N+](C)(C)CC#CC(=C)C)C(C)(C)C.[Br-],,1437
423,1437,CC(C)(c1cc([N+](C)(CC#CC(=C)C)C)cc(C(C)(C)C)c1O)C.[Br-],,1437
423,1437,CC(C)(c1c(c(cc(c1)[N+](C)(C)CC#CC(C)=C)C(C)(C)C)O)C.[Br-],,1437
423,1437,Oc1c(cc([N+](CC#CC(C)=C)(C)C)cc1C(C)(C)C)C(C)(C)C.[Br-],,1437
423,1437,CC(c1c(c(cc(c1)[N+](C)(C)CC#CC(C)=C)C(C)(C)C)O)(C)C.[Br-],,1437
423,1437,C[N+](c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C)(C)CC#CC(C)=C.[Br-],,1437
446,1438,CC(C)(C)c1cc([N+](C)(C)Cc2ccccc2)cc(C(C)(C)C)c1O.[Br-],,1438
446,1438,[Br-].[N+](c1cc(C(C)(C)C)c(c(C(C)(C)C)c1)O)(C)(C)Cc1ccccc1,,1438
446,1438,[Br-].c1(ccccc1)C[N+](c1cc(C(C)(C)C)c(c(C(C)(C)C)c1)O)(C)C,,1438
446,1438,[Br-].c1c(cccc1)C[N+](C)(C)c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C,,1438
446,1438,[Br-].c1cc(C[N+](C)(c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)C)ccc1,,1438
446,1438,C(c1cc(cc(c1O)C(C)(C)C)[N+](Cc1ccccc1)(C)C)(C)(C)C.[Br-],,1438
446,1438,[Br-].c1ccccc1C[N+](C)(c1cc(c(O)c(C(C)(C)C)c1)C(C)(C)C)C,,1438
446,1438,C(c1c(c(C(C)(C)C)cc([N+](C)(C)Cc2ccccc2)c1)O)(C)(C)C.[Br-],,1438
446,1438,[Br-].c1([N+](C)(C)Cc2ccccc2)cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,1438
446,1438,[Br-].c1(C[N+](C)(c2cc(C(C)(C)C)c(c(c2)C(C)(C)C)O)C)ccccc1,,1438
324,1439,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1O.[Br-],,1439
324,1439,C(CCCCCCCCCCCCCCC)[N+](Cc1c(O)cccc1)(C)C.[Br-],,1439
324,1439,C(c1c(cccc1)O)[N+](C)(CCCCCCCCCCCCCCCC)C.[Br-],,1439
324,1439,C(CCCCC[N+](C)(C)Cc1ccccc1O)CCCCCCCCCC.[Br-],,1439
324,1439,C(CCCCCCC)CCCCCCCC[N+](C)(Cc1c(O)cccc1)C.[Br-],,1439
324,1439,C(CCCCCCCCCCCCC)CC[N+](C)(C)Cc1c(O)cccc1.[Br-],,1439
324,1439,[Br-].c1c(c(ccc1)O)C[N+](CCCCCCCCCCCCCCCC)(C)C,,1439
324,1439,C([N+](C)(CCCCCCCCCCCCCCCC)C)c1ccccc1O.[Br-],,1439
324,1439,CCCCCCCCCCCCCCCC[N+](Cc1ccccc1O)(C)C.[Br-],,1439
324,1439,C(CCC[N+](Cc1c(cccc1)O)(C)C)CCCCCCCCCCCC.[Br-],,1439
433,1440,CC(C)(C)c1cc([N+](C)(C)CC=Cc2ccccc2)cc(C(C)(C)C)c1O.[Br-],,1440
433,1440,Oc1c(cc([N+](C)(C)CC=Cc2ccccc2)cc1C(C)(C)C)C(C)(C)C.[Br-],,1440
433,1440,C(c1ccccc1)=CC[N+](C)(c1cc(c(c(C(C)(C)C)c1)O)C(C)(C)C)C.[Br-],,1440
433,1440,C[N+](c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C)CC=Cc1ccccc1.[Br-],,1440
433,1440,[Br-].[N+](c1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)(CC=Cc1ccccc1)(C)C,,1440
433,1440,C(C[N+](C)(c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C)=Cc1ccccc1.[Br-],,1440
433,1440,C[N+](CC=Cc1ccccc1)(C)c1cc(C(C)(C)C)c(c(c1)C(C)(C)C)O.[Br-],,1440
433,1440,C(C)(c1c(c(C(C)(C)C)cc(c1)[N+](CC=Cc1ccccc1)(C)C)O)(C)C.[Br-],,1440
433,1440,Oc1c(cc(cc1C(C)(C)C)[N+](C)(C)CC=Cc1ccccc1)C(C)(C)C.[Br-],,1440
433,1440,CC(c1c(c(C(C)(C)C)cc(c1)[N+](CC=Cc1ccccc1)(C)C)O)(C)C.[Br-],,1440
351,1441,C=CC[N+](C)(CCOC(=O)CCCCCCCCCCC)CCOC(=O)CCCCCCCCCCC.[Br-],,1441
351,1441,O=C(OCC[N+](CCOC(CCCCCCCCCCC)=O)(C)CC=C)CCCCCCCCCCC.[Br-],,1441
351,1441,C(CCCCC(=O)OCC[N+](C)(CC=C)CCOC(CCCCCCCCCCC)=O)CCCCCC.[Br-],,1441
351,1441,C(CCCCC(OCC[N+](CCOC(=O)CCCCCCCCCCC)(C)CC=C)=O)CCCCCC.[Br-],,1441
351,1441,C(CCCCC)CCCCCC(=O)OCC[N+](CC=C)(CCOC(=O)CCCCCCCCCCC)C.[Br-],,1441
351,1441,C(CCCCCCCCC)CC(=O)OCC[N+](CCOC(=O)CCCCCCCCCCC)(CC=C)C.[Br-],,1441
351,1441,C(COC(CCCCCCCCCCC)=O)[N+](CC=C)(CCOC(CCCCCCCCCCC)=O)C.[Br-],,1441
351,1441,C([N+](C)(CC=C)CCOC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O.[Br-],,1441
351,1441,C(CCC)CCCCCCCC(OCC[N+](CC=C)(C)CCOC(CCCCCCCCCCC)=O)=O.[Br-],,1441
351,1441,O=C(CCCCCCCCCCC)OCC[N+](C)(CC=C)CCOC(CCCCCCCCCCC)=O.[Br-],,1441
362,1442,C=CC[N+](C)(CCOC(=O)CCCCCCCCCCCCCCC)CCOC(=O)CCCCCCCCCCCCCCC.[Br-],,1442
362,1442,C(CCCCCCCCCCCCCC(=O)OCC[N+](CCOC(=O)CCCCCCCCCCCCCCC)(CC=C)C)C.[Br-],,1442
362,1442,C(CCCCCCC)CCCCCCCC(OCC[N+](C)(CC=C)CCOC(=O)CCCCCCCCCCCCCCC)=O.[Br-],,1442
362,1442,C([N+](CC=C)(CCOC(=O)CCCCCCCCCCCCCCC)C)COC(=O)CCCCCCCCCCCCCCC.[Br-],,1442
362,1442,C(CCCCCCCCCC)CCCCC(OCC[N+](CC=C)(CCOC(CCCCCCCCCCCCCCC)=O)C)=O.[Br-],,1442
362,1442,C(CCCCC)CCCCCCCCCC(OCC[N+](CC=C)(CCOC(CCCCCCCCCCCCCCC)=O)C)=O.[Br-],,1442
362,1442,[Br-].[N+](CCOC(=O)CCCCCCCCCCCCCCC)(CCOC(CCCCCCCCCCCCCCC)=O)(CC=C)C,,1442
362,1442,C(OC(=O)CCCCCCCCCCCCCCC)C[N+](C)(CC=C)CCOC(CCCCCCCCCCCCCCC)=O.[Br-],,1442
362,1442,C(CCCCCCCCCCCC(=O)OCC[N+](C)(CCOC(CCCCCCCCCCCCCCC)=O)CC=C)CCC.[Br-],,1442
362,1442,C(CCCCCCC(=O)OCC[N+](CC=C)(C)CCOC(=O)CCCCCCCCCCCCCCC)CCCCCCCC.[Br-],,1442
426,1443,CC[N+](C)(CC)C(C)c1ccccc1.[Br-],,1443
426,1443,[Br-].[N+](CC)(CC)(C)C(c1ccccc1)C,,1443
426,1443,[Br-].c1(C([N+](CC)(CC)C)C)ccccc1,,1443
426,1443,[Br-].[N+](C(C)c1ccccc1)(CC)(C)CC,,1443
426,1443,CC[N+](C)(CC)C(c1ccccc1)C.[Br-],,1443
426,1443,CC[N+](CC)(C(C)c1ccccc1)C.[Br-],,1443
426,1443,[Br-].c1(C([N+](CC)(CC)C)C)ccccc1,,1443
426,1443,[Br-].c1cc(ccc1)C(C)[N+](CC)(CC)C,,1443
426,1443,[Br-].c1cccc(C(C)[N+](CC)(CC)C)c1,,1443
426,1443,C([N+](C)(CC)C(c1ccccc1)C)C.[Br-],,1443
422,1444,CC[N+](CC)(CC)C(C)c1ccccc1.[Br-],,1444
422,1444,[Br-].c1c(cccc1)C([N+](CC)(CC)CC)C,,1444
422,1444,[Br-].c1cc(ccc1)C(C)[N+](CC)(CC)CC,,1444
422,1444,CC(c1ccccc1)[N+](CC)(CC)CC.[Br-],,1444
422,1444,C(C)[N+](CC)(C(c1ccccc1)C)CC.[Br-],,1444
422,1444,C([N+](C(C)c1ccccc1)(CC)CC)C.[Br-],,1444
422,1444,[Br-].c1(C(C)[N+](CC)(CC)CC)ccccc1,,1444
422,1444,C([N+](CC)(CC)CC)(c1ccccc1)C.[Br-],,1444
422,1444,C(c1ccccc1)([N+](CC)(CC)CC)C.[Br-],,1444
422,1444,C(C)[N+](C(c1ccccc1)C)(CC)CC.[Br-],,1444
435,1445,CCC[N+](CCC)(CCC)C(C)c1ccccc1.[Br-],,1445
