MP_K,Normalized SMILES,RANDOM,IL,Normalized SMILES1
409.0,C=CCC(C)(C=C)[N+](C)(C)Cc1ccccc1.[Br-],1449,1449,C=CCC(C)(C=C)[N+](C)(C)Cc1ccccc1.[Br-]
398.0,COCC[N+](C)(C)Cc1ccccc1.[Br-],1450,1450,COCC[N+](C)(C)Cc1ccccc1.[Br-]
374.0,C[N+](C)(CCCO)Cc1ccccc1.[Br-],1451,1451,C[N+](C)(CCCO)Cc1ccccc1.[Br-]
444.0,CC=CC(C)[N+](C)(C)C.[Br-],1452,1452,CC=CC(C)[N+](C)(C)C.[Br-]
421.0,CC(=O)OC(C)C[N+](C)(C)C.[Br-],1453,1453,CC(=O)OC(C)C[N+](C)(C)C.[Br-]
429.0,CC[N+](C)(Cc1ccccc1)c1ccccc1.[Br-],1454,1454,CC[N+](C)(Cc1ccccc1)c1ccccc1.[Br-]
469.0,C[N+](C)(C)CC(O)c1ccc(O)c(O)c1.[Br-],1455,1455,C[N+](C)(C)CC(O)c1ccc(O)c(O)c1.[Br-]
456.0,C[N+](C)(C)CCCCCC(=O)O.[Br-],1456,1456,C[N+](C)(C)CCCCCC(=O)O.[Br-]
396.0,CCC[N+](C)(CC)Cc1ccccc1.[Br-],1457,1457,CCC[N+](C)(CC)Cc1ccccc1.[Br-]
422.0,CC(=O)C[N+](C)(C)CC(=O)c1ccccc1.[Br-],1458,1458,CC(=O)C[N+](C)(C)CC(=O)c1ccccc1.[Br-]
419.0,COc1ccc(C(=O)C[N+](C)(C)CC(C)=O)cc1.[Br-],1459,1459,COc1ccc(C(=O)C[N+](C)(C)CC(C)=O)cc1.[Br-]
405.0,Cc1cc(C[N+](C)(C)c2ccccc2)cc(C)c1O.[Br-],1460,1460,Cc1cc(C[N+](C)(C)c2ccccc2)cc(C)c1O.[Br-]
347.0,CCCCOC[N+](C)(C)C.[Br-],1461,1461,CCCCOC[N+](C)(C)C.[Br-]
303.0,CCCCCCCCCC[n+]1cccc(CCCCC)c1.[Br-],1462,1462,CCCCCCCCCC[n+]1cccc(CCCCC)c1.[Br-]
308.0,CCC(=O)OCCCCCCCCCCC[n+]1ccccc1.[Br-],1463,1463,CCC(=O)OCCCCCCCCCCC[n+]1ccccc1.[Br-]
308.0,CCOC(=O)c1c[n+](Cc2ccccc2)ccc1C(c1ccccc1)c1ccccc1.[Br-],1464,1464,CCOC(=O)c1c[n+](Cc2ccccc2)ccc1C(c1ccccc1)c1ccccc1.[Br-]
310.0,CCCCCCCC[n+]1ccc(CCC)cc1.[Br-],1465,1465,CCCCCCCC[n+]1ccc(CCC)cc1.[Br-]
310.0,CCCCCCCCCCCCCC[n+]1ccc(CCCCCC)cc1.[Br-],1466,1466,CCCCCCCCCCCCCC[n+]1ccc(CCCCCC)cc1.[Br-]
312.0,CCCCCCCCCCCCCC[n+]1cccc(CCCCC)c1.[Br-],1467,1467,CCCCCCCCCCCCCC[n+]1cccc(CCCCC)c1.[Br-]
314.0,CCCCCCCCCC[n+]1ccc(C(=O)OCC)cc1.[Br-],1468,1468,CCCCCCCCCC[n+]1ccc(C(=O)OCC)cc1.[Br-]
314.0,CCCCCCCCCCCC[n+]1ccc(CCC)cc1.[Br-],1469,1469,CCCCCCCCCCCC[n+]1ccc(CCC)cc1.[Br-]
315.0,CCCCCCCCCCC[n+]1ccccc1.[Br-],1470,1470,CCCCCCCCCCC[n+]1ccccc1.[Br-]
316.0,CCCCCCCC[n+]1ccc(CC)cc1.[Br-],1471,1471,CCCCCCCC[n+]1ccc(CC)cc1.[Br-]
317.0,CCCCCCCCCCCC[n+]1ccc(CC)cc1.[Br-],1472,1472,CCCCCCCCCCCC[n+]1ccc(CC)cc1.[Br-]
318.0,CCCCCCCCCC[n+]1ccccc1.[Br-],1473,1473,CCCCCCCCCC[n+]1ccccc1.[Br-]
318.0,CCCCCCCCCCCC[n+]1ccccc1.[Br-],1474,1474,CCCCCCCCCCCC[n+]1ccccc1.[Br-]
320.0,CCCCCCC(C)Cc1cccc[n+]1CCCCCC.[Br-],1475,1475,CCCCCCC(C)Cc1cccc[n+]1CCCCCC.[Br-]
324.0,CCCCc1ccc(C)[n+](CC(=O)OCC)c1.[Br-],1476,1476,CCCCc1ccc(C)[n+](CC(=O)OCC)c1.[Br-]
327.0,COc1ccc(OC)c(CC[n+]2ccccc2)c1.[Br-],1477,1477,COc1ccc(OC)c(CC[n+]2ccccc2)c1.[Br-]
328.0,CCCCCCCCCCCCC[n+]1ccccc1.[Br-],1478,1478,CCCCCCCCCCCCC[n+]1ccccc1.[Br-]
331.0,Fc1ccc(C[n+]2ccccc2)cc1.[Br-],1479,1479,Fc1ccc(C[n+]2ccccc2)cc1.[Br-]
332.0,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],1480,1480,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
333.0,CCCC[n+]1ccc(C(=O)OCC)cc1.[Br-],1481,1481,CCCC[n+]1ccc(C(=O)OCC)cc1.[Br-]
337.0,CC(C)C[n+]1ccccc1.[Br-],1482,1482,CC(C)C[n+]1ccccc1.[Br-]
337.0,C[n+]1cccc(CCCO)c1.[Br-],1483,1483,C[n+]1cccc(CCCO)c1.[Br-]
338.0,Cc1ccc[n+](Cc2ccccc2)c1.[Br-],1484,1484,Cc1ccc[n+](Cc2ccccc2)c1.[Br-]
338.0,CCCC[n+]1ccccc1SCc1ccccc1.[Br-],1485,1485,CCCC[n+]1ccccc1SCc1ccccc1.[Br-]
342.0,O=C(C[n+]1ccccc1)C1CCCCC1.[Br-],1486,1486,O=C(C[n+]1ccccc1)C1CCCCC1.[Br-]
343.0,CCCc1cccc[n+]1C.[Br-],1487,1487,CCCc1cccc[n+]1C.[Br-]
344.0,CCOC(=O)CC[n+]1ccccc1.[Br-],1488,1488,CCOC(=O)CC[n+]1ccccc1.[Br-]
346.0,CCOC(=O)C(CC)[n+]1ccccc1.[Br-],1489,1489,CCOC(=O)C(CC)[n+]1ccccc1.[Br-]
349.0,CCC[n+]1ccccc1.[Br-],1490,1490,CCC[n+]1ccccc1.[Br-]
350.0,CCN(CC)C(=O)c1ccc[n+](CC)c1.[Br-],1491,1491,CCN(CC)C(=O)c1ccc[n+](CC)c1.[Br-]
351.0,[Br-].c1ccc(OCC[n+]2ccccc2)cc1,1492,1492,[Br-].c1ccc(OCC[n+]2ccccc2)cc1
352.0,Cc1cc(C)[n+](C)c(C)c1C.[Br-],1493,1493,Cc1cc(C)[n+](C)c(C)c1C.[Br-]
352.0,C[n+]1ccc(CCCO)cc1.[Br-],1494,1494,C[n+]1ccc(CCCO)cc1.[Br-]
353.0,CC[n+]1c(C)cccc1C.[Br-],1495,1495,CC[n+]1c(C)cccc1C.[Br-]
353.0,C[n+]1cccc(-c2ccccn2)c1.[Br-],1496,1496,C[n+]1cccc(-c2ccccn2)c1.[Br-]
353.0,CC(C)OC(=O)C[n+]1ccccc1.[Br-],1497,1497,CC(C)OC(=O)C[n+]1ccccc1.[Br-]
356.0,Cc1cc[n+](CN2CCOCC2)cc1.[Br-],1498,1498,Cc1cc[n+](CN2CCOCC2)cc1.[Br-]
359.0,C[n+]1ccc(Cc2ccccc2)cc1.[Br-],1499,1499,C[n+]1ccc(Cc2ccccc2)cc1.[Br-]
360.0,CCOC(=O)c1ccc[n+](CCF)c1.[Br-],1500,1500,CCOC(=O)c1ccc[n+](CCF)c1.[Br-]
363.0,Cc1cc[n+](CCc2ccccc2)cc1.[Br-],1501,1501,Cc1cc[n+](CCc2ccccc2)cc1.[Br-]
364.0,CCCC[n+]1cccc(C(=O)O)c1.[Br-],1502,1502,CCCC[n+]1cccc(C(=O)O)c1.[Br-]
365.0,C=CC[n+]1cccc(C(=O)N(CC)CC)c1.[Br-],1503,1503,C=CC[n+]1cccc(C(=O)N(CC)CC)c1.[Br-]
367.0,CCOC(=O)C(C(=O)OCC)[n+]1ccccc1.[Br-],1504,1504,CCOC(=O)C(C(=O)OCC)[n+]1ccccc1.[Br-]
368.0,CC(=O)OCCCC[n+]1cccc(O)c1.[Br-],1505,1505,CC(=O)OCCCC[n+]1cccc(O)c1.[Br-]
368.0,[Br-].c1ccc(CO[n+]2ccccc2)cc1,1506,1506,[Br-].c1ccc(CO[n+]2ccccc2)cc1
369.0,C=CC[n+]1ccccc1.[Br-],1507,1507,C=CC[n+]1ccccc1.[Br-]
369.0,CCOC(=O)c1ccc[n+](C)c1.[Br-],1508,1508,CCOC(=O)c1ccc[n+](C)c1.[Br-]
370.0,Cc1ccc[n+](CCO)c1.[Br-],1509,1509,Cc1ccc[n+](CCO)c1.[Br-]
370.0,CC[n+]1ccccc1C.[Br-],1510,1510,CC[n+]1ccccc1C.[Br-]
370.0,CC(C)[n+]1ccccc1.[Br-],1511,1511,CC(C)[n+]1ccccc1.[Br-]
371.0,CCCC[n+]1ccccc1.[Br-],1512,1512,CCCC[n+]1ccccc1.[Br-]
371.0,CC[n+]1ccc(-c2ccncc2)cc1.[Br-],1513,1513,CC[n+]1ccc(-c2ccncc2)cc1.[Br-]
371.0,C=CC[n+]1cccc(O)c1.[Br-],1514,1514,C=CC[n+]1cccc(O)c1.[Br-]
372.0,[Br-].c1ccc(C[n+]2ccccc2)cc1,1515,1515,[Br-].c1ccc(C[n+]2ccccc2)cc1
373.0,CCOC(=O)CCc1cc[n+](C)cc1.[Br-],1516,1516,CCOC(=O)CCc1cc[n+](C)cc1.[Br-]
373.0,CC[n+]1cccc(C(C)=O)c1.[Br-],1517,1517,CC[n+]1cccc(C(C)=O)c1.[Br-]
373.0,C=CC[n+]1cccc(C=O)c1.[Br-],1518,1518,C=CC[n+]1cccc(C=O)c1.[Br-]
377.0,CC(=O)C[n+]1c(C)cccc1C.[Br-],1519,1519,CC(=O)C[n+]1c(C)cccc1C.[Br-]
379.0,CC[n+]1cccc(O)c1.[Br-],1520,1520,CC[n+]1cccc(O)c1.[Br-]
382.0,CCO[n+]1ccc(OC)cc1.[Br-],1521,1521,CCO[n+]1ccc(OC)cc1.[Br-]
383.0,CCCOC(=O)C[n+]1ccccc1.[Br-],1522,1522,CCCOC(=O)C[n+]1ccccc1.[Br-]
383.0,C=CC[n+]1ccccc1CO.[Br-],1523,1523,C=CC[n+]1ccccc1CO.[Br-]
383.0,OCC[n+]1ccccc1.[Br-],1524,1524,OCC[n+]1ccccc1.[Br-]
384.0,C=CC[n+]1ccc(CO)cc1.[Br-],1525,1525,C=CC[n+]1ccc(CO)cc1.[Br-]
387.0,C#CCCCC[n+]1ccccc1.[Br-],1526,1526,C#CCCCC[n+]1ccccc1.[Br-]
389.0,Cc1ccc[n+](CCC#N)c1.[Br-],1527,1527,Cc1ccc[n+](CCC#N)c1.[Br-]
391.0,[Br-].c1cc[n+](-c2ccccn2)cc1,1528,1528,[Br-].c1cc[n+](-c2ccccn2)cc1
392.0,CC(C)[n+]1ccc(CO)cc1.[Br-],1529,1529,CC(C)[n+]1ccc(CO)cc1.[Br-]
393.0,ClCCC[n+]1ccccc1.[Br-],1530,1530,ClCCC[n+]1ccccc1.[Br-]
394.0,CC[n+]1ccccc1.[Br-],1531,1531,CC[n+]1ccccc1.[Br-]
394.0,C=CC[n+]1ccc(C#N)cc1.[Br-],1532,1532,C=CC[n+]1ccc(C#N)cc1.[Br-]
394.0,CC[n+]1ccc(C)cc1.[Br-],1533,1533,CC[n+]1ccc(C)cc1.[Br-]
395.0,CC(C)[n+]1ccccc1CO.[Br-],1534,1534,CC(C)[n+]1ccccc1CO.[Br-]
396.0,OCC[n+]1cccc(O)c1.[Br-],1535,1535,OCC[n+]1cccc(O)c1.[Br-]
400.0,Cc1cc[n+](CCO)cc1C.[Br-],1536,1536,Cc1cc[n+](CCO)cc1C.[Br-]
401.0,CC(C)=CC[n+]1ccc(C)cc1.[Br-],1537,1537,CC(C)=CC[n+]1ccc(C)cc1.[Br-]
406.0,CC(=O)C(C)[n+]1ccccc1C.[Br-],1538,1538,CC(=O)C(C)[n+]1ccccc1C.[Br-]
406.0,Cc1cc[n+](CCC#N)cc1C.[Br-],1539,1539,Cc1cc[n+](CCC#N)cc1C.[Br-]
410.0,CCOC(=O)C[n+]1ccccc1.[Br-],1540,1540,CCOC(=O)C[n+]1ccccc1.[Br-]
413.0,Cc1cc[n+](CCCBr)cc1.[Br-],1541,1541,Cc1cc[n+](CCCBr)cc1.[Br-]
413.0,CC=C(C)C(C)[n+]1ccccc1.[Br-],1542,1542,CC=C(C)C(C)[n+]1ccccc1.[Br-]
414.0,COC(=O)c1ccc[n+](C)c1.[Br-],1543,1543,COC(=O)c1ccc[n+](C)c1.[Br-]
415.0,N#CCC[n+]1cccc(N)c1.[Br-],1544,1544,N#CCC[n+]1cccc(N)c1.[Br-]
417.0,CC(=O)C(C)[n+]1ccccc1.[Br-],1545,1545,CC(=O)C(C)[n+]1ccccc1.[Br-]
417.0,Cc1cc(C)c[n+](CC#N)c1.[Br-],1546,1546,Cc1cc(C)c[n+](CC#N)c1.[Br-]
419.0,Cc1cc[n+](C)cc1O.[Br-],1547,1547,Cc1cc[n+](C)cc1O.[Br-]
420.0,Cc1cc[n+](CCC#N)cc1.[Br-],1548,1548,Cc1cc[n+](CCC#N)cc1.[Br-]
422.0,N#CCC[n+]1ccccc1.[Br-],1549,1549,N#CCC[n+]1ccccc1.[Br-]
423.0,C[n+]1ccccc1.[Br-],1550,1550,C[n+]1ccccc1.[Br-]
427.0,C[n+]1cccc(O)c1.[Br-],1551,1551,C[n+]1cccc(O)c1.[Br-]
428.0,C=C[n+]1ccccc1.[Br-],1552,1552,C=C[n+]1ccccc1.[Br-]
428.0,[Br-].c1ccc(-[n+]2ccccc2)cc1,1553,1553,[Br-].c1ccc(-[n+]2ccccc2)cc1
430.0,OCC=C[n+]1ccccc1.[Br-],1554,1554,OCC=C[n+]1ccccc1.[Br-]
430.0,C=C(C[n+]1ccccc1)C(=O)O.[Br-],1555,1555,C=C(C[n+]1ccccc1)C(=O)O.[Br-]
433.0,C1=CC([n+]2ccccc2)CCC1.[Br-],1556,1556,C1=CC([n+]2ccccc2)CCC1.[Br-]
434.0,Cc1cc(C)c[n+](CCC#N)c1.[Br-],1557,1557,Cc1cc(C)c[n+](CCC#N)c1.[Br-]
436.0,O=C(O)CCC[n+]1ccccc1.[Br-],1558,1558,O=C(O)CCC[n+]1ccccc1.[Br-]
437.0,COC(=O)c1cc[n+](C)cc1.[Br-],1559,1559,COC(=O)c1cc[n+](C)cc1.[Br-]
439.0,CC[n+]1ccc(C#N)cc1.[Br-],1560,1560,CC[n+]1ccc(C#N)cc1.[Br-]
440.0,N#CC[n+]1ccccc1.[Br-],1561,1561,N#CC[n+]1ccccc1.[Br-]
441.0,C[n+]1ccccc1CO.[Br-],1562,1562,C[n+]1ccccc1CO.[Br-]
442.0,C=C[n+]1ccc(C)cc1.[Br-],1563,1563,C=C[n+]1ccc(C)cc1.[Br-]
443.0,COc1cc[n+](C(C)C)cc1.[Br-],1564,1564,COc1cc[n+](C(C)C)cc1.[Br-]
446.0,Cc1cc[n+](C)cc1.[Br-],1565,1565,Cc1cc[n+](C)cc1.[Br-]
448.0,COC(=O)C[n+]1ccccc1.[Br-],1566,1566,COC(=O)C[n+]1ccccc1.[Br-]
448.0,CCC[n+]1cccc(C(N)=O)c1.[Br-],1567,1567,CCC[n+]1cccc(C(N)=O)c1.[Br-]
449.0,CC[n+]1ccc(N(C)C)cc1.[Br-],1568,1568,CC[n+]1ccc(N(C)C)cc1.[Br-]
451.0,C#CC[n+]1ccc(C)cc1.[Br-],1569,1569,C#CC[n+]1ccc(C)cc1.[Br-]
452.0,Cc1cc[n+](CC#N)cc1.[Br-],1570,1570,Cc1cc[n+](CC#N)cc1.[Br-]
453.0,FCC[n+]1ccccc1.[Br-],1571,1571,FCC[n+]1ccccc1.[Br-]
457.0,CC(=O)c1cc[n+](C)cc1.[Br-],1572,1572,CC(=O)c1cc[n+](C)cc1.[Br-]
458.0,C=CC[n+]1ccc(C=NO)cc1.[Br-],1573,1573,C=CC[n+]1ccc(C=NO)cc1.[Br-]
459.0,NNC(=O)C[n+]1ccccc1.[Br-],1574,1574,NNC(=O)C[n+]1ccccc1.[Br-]
460.0,CC(=O)C[n+]1ccccc1.[Br-],1575,1575,CC(=O)C[n+]1ccccc1.[Br-]
461.0,CC[n+]1ccc(C(N)=O)cc1.[Br-],1576,1576,CC[n+]1ccc(C(N)=O)cc1.[Br-]
462.0,O=C(O)C=C[n+]1ccccc1.[Br-],1577,1577,O=C(O)C=C[n+]1ccccc1.[Br-]
463.0,CC(C(N)=O)[n+]1ccccc1.[Br-],1578,1578,CC(C(N)=O)[n+]1ccccc1.[Br-]
464.0,Cc1ccc[n+](C=CC(=O)O)c1.[Br-],1579,1579,Cc1ccc[n+](C=CC(=O)O)c1.[Br-]
466.0,C=CC[n+]1ccccc1C=NO.[Br-],1580,1580,C=CC[n+]1ccccc1C=NO.[Br-]
469.0,CC(=O)C[n+]1ccccc1C.[Br-],1581,1581,CC(=O)C[n+]1ccccc1C.[Br-]
472.0,OCC[n+]1ccccc1C=NO.[Br-],1582,1582,OCC[n+]1ccccc1C=NO.[Br-]
472.0,Cc1cc[n+](CC#N)c(C)c1.[Br-],1583,1583,Cc1cc[n+](CC#N)c(C)c1.[Br-]
472.0,O=C(O)C[n+]1ccccc1.[Br-],1584,1584,O=C(O)C[n+]1ccccc1.[Br-]
472.0,NC(=O)CC[n+]1ccccc1.[Br-],1585,1585,NC(=O)CC[n+]1ccccc1.[Br-]
473.0,NC(=O)C[n+]1ccccc1.[Br-],1586,1586,NC(=O)C[n+]1ccccc1.[Br-]
268.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1587,1587,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
300.0,C[N+]1(CCCC(F)(F)F)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1588,1588,C[N+]1(CCCC(F)(F)F)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
299.0,C[N+]1(CCCC(F)(F)F)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1589,1589,C[N+]1(CCCC(F)(F)F)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.0,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1590,1590,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1
302.0,CCCCOP(=O)([O-])OCCCC.OCC[NH2+]CCO,1591,1591,CCCCOP(=O)([O-])OCCCC.OCC[NH2+]CCO
302.0,CS(=O)(=O)[O-].OCC[NH2+]CCO,1592,1592,CS(=O)(=O)[O-].OCC[NH2+]CCO
316.0,CCCCOP(=O)([O-])OCCCC.OCC[NH+](CCO)CCO,1593,1593,CCCCOP(=O)([O-])OCCCC.OCC[NH+](CCO)CCO
321.0,CC(=O)[O-].OCC[NH+](CCO)CCO,1594,1594,CC(=O)[O-].OCC[NH+](CCO)CCO
336.0,O=C[O-].OCC[NH+](CCO)CCO,1595,1595,O=C[O-].OCC[NH+](CCO)CCO
343.0,CS(=O)(=O)[O-].OCC[NH+](CCO)CCO,1596,1596,CS(=O)(=O)[O-].OCC[NH+](CCO)CCO
336.0,CCCCOP(=O)([O-])OCCCC.CCCC[NH2+]CCCC,1597,1597,CCCCOP(=O)([O-])OCCCC.CCCC[NH2+]CCCC
318.0,CC(=O)[O-].CCCC[NH2+]CCCC,1598,1598,CC(=O)[O-].CCCC[NH2+]CCCC
301.0,CCCC[NH2+]CCCC.O=C[O-],1599,1599,CCCC[NH2+]CCCC.O=C[O-]
345.0,CCCC[NH2+]CCCC.CS(=O)(=O)[O-],1600,1600,CCCC[NH2+]CCCC.CS(=O)(=O)[O-]
360.0,CCCC[NH2+]CCCC.NS(=O)(=O)[O-],1601,1601,CCCC[NH2+]CCCC.NS(=O)(=O)[O-]
361.0,CCCC[NH2+]CCCC.O=C1[N-]S(=O)(=O)c2ccccc21,1602,1602,CCCC[NH2+]CCCC.O=C1[N-]S(=O)(=O)c2ccccc21
344.0,CCCC[NH+](CCCC)CCCC.CS(=O)(=O)[O-],1603,1603,CCCC[NH+](CCCC)CCCC.CS(=O)(=O)[O-]
255.0,CCCCOP(=O)([O-])OCCCC.NCC[NH3+],1604,1604,CCCCOP(=O)([O-])OCCCC.NCC[NH3+]
328.0,CS(=O)(=O)[O-].NCC[NH3+],1605,1605,CS(=O)(=O)[O-].NCC[NH3+]
297.0,CC[NH+](CC)CC.CS(=O)(=O)[O-],1606,1606,CC[NH+](CC)CC.CS(=O)(=O)[O-]
345.0,CC[NH+](CC)CC.O=C1[N-]S(=O)(=O)c2ccccc21,1607,1607,CC[NH+](CC)CC.O=C1[N-]S(=O)(=O)c2ccccc21
266.0,CCCCOP(=O)([O-])OCCCC.CC[NH2+]CC,1608,1608,CCCCOP(=O)([O-])OCCCC.CC[NH2+]CC
321.0,CC(=O)[O-].CC[NH2+]CC,1609,1609,CC(=O)[O-].CC[NH2+]CC
309.0,CC[NH2+]CC.O=C[O-],1610,1610,CC[NH2+]CC.O=C[O-]
318.0,CC[NH2+]CC.CS(=O)(=O)[O-],1611,1611,CC[NH2+]CC.CS(=O)(=O)[O-]
351.0,CC[NH2+]CC.O=C1[N-]S(=O)(=O)c2ccccc21,1612,1612,CC[NH2+]CC.O=C1[N-]S(=O)(=O)c2ccccc21
269.0,C1CC[NH2+]C1.CCCCOP(=O)([O-])OCCCC,1613,1613,C1CC[NH2+]C1.CCCCOP(=O)([O-])OCCCC
304.0,C1CC[NH2+]C1.CC(=O)[O-],1614,1614,C1CC[NH2+]C1.CC(=O)[O-]
284.0,C1CC[NH2+]C1.O=C[O-],1615,1615,C1CC[NH2+]C1.O=C[O-]
395.0,C1CC[NH2+]C1.CS(=O)(=O)[O-],1616,1616,C1CC[NH2+]C1.CS(=O)(=O)[O-]
306.0,C1CC[NH2+]C1.O=C1[N-]S(=O)(=O)c2ccccc21,1617,1617,C1CC[NH2+]C1.O=C1[N-]S(=O)(=O)c2ccccc21
309.0,COS(=O)(=O)[O-].CSC(N)=[NH2+],1618,1618,COS(=O)(=O)[O-].CSC(N)=[NH2+]
360.0,CCSC(N)=[NH2+].[Br-],1619,1619,CCSC(N)=[NH2+].[Br-]
300.0,CCSC(N)=[NH2+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1620,1620,CCSC(N)=[NH2+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
335.0,CCSC(NC)=[NH+]C.[Br-],1621,1621,CCSC(NC)=[NH+]C.[Br-]
305.0,CCOS(=O)(=O)[O-].CCSC(NC)=[NH+]C,1622,1622,CCOS(=O)(=O)[O-].CCSC(NC)=[NH+]C
292.0,CCSC(NC)=[NH+]C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1623,1623,CCSC(NC)=[NH+]C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
365.0,CCSC(N(C)C)=[N+](C)C.[Br-],1624,1624,CCSC(N(C)C)=[N+](C)C.[Br-]
313.0,CCNC(=[NH+]CC)SCC.[Br-],1625,1625,CCNC(=[NH+]CC)SCC.[Br-]
356.0,CCCCSC(N)=[NH2+].[Br-],1626,1626,CCCCSC(N)=[NH2+].[Br-]
322.0,CCCCSC(N)=[NH2+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1627,1627,CCCCSC(N)=[NH2+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.0,CCCCSC(NC)=[NH+]C.[Br-],1628,1628,CCCCSC(NC)=[NH+]C.[Br-]
355.0,CCCCSC(N(C)C)=[N+](C)C.[Br-],1629,1629,CCCCSC(N(C)C)=[N+](C)C.[Br-]
359.0,CCCCCCSC(N)=[NH2+].[Br-],1630,1630,CCCCCCSC(N)=[NH2+].[Br-]
368.0,CCCCCCSC(NC)=[NH+]C.[Br-],1631,1631,CCCCCCSC(NC)=[NH+]C.[Br-]
346.0,CCCCCCSC(N(C)C)=[N+](C)C.[Br-],1632,1632,CCCCCCSC(N(C)C)=[N+](C)C.[Br-]
322.0,CCCCCCSC(NCC)=[NH+]CC.[Br-],1633,1633,CCCCCCSC(NCC)=[NH+]CC.[Br-]
369.0,CCCCCCCCSC(N)=[NH2+].[Br-],1634,1634,CCCCCCCCSC(N)=[NH2+].[Br-]
327.0,CCCCCCCCSC(NC)=[NH+]C.[Br-],1635,1635,CCCCCCCCSC(NC)=[NH+]C.[Br-]
362.0,CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC.[Cl-],1636,1636,CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC.[Cl-]
339.0,CCCCCCCC[P+](CC)(CCCCCCCC)CCCCCCCC.[Cl-],1637,1637,CCCCCCCC[P+](CC)(CCCCCCCC)CCCCCCCC.[Cl-]
302.0,CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC.[Cl-],1638,1638,CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC.[Cl-]
243.0,CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],1639,1639,CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-]
253.0,CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],1640,1640,CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-]
315.0,Cc1n(CC[Si](C)(C)C)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1641,1641,Cc1n(CC[Si](C)(C)C)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.0,CCCC[P+](C)(CCCC)CCCC.[Cl-],1642,1642,CCCC[P+](C)(CCCC)CCCC.[Cl-]
343.0,CCCC[P+](CC)(CCCC)CCCC.[Cl-],1643,1643,CCCC[P+](CC)(CCCC)CCCC.[Cl-]
351.0,CCCC[P+](CCC)(CCCC)CCCC.[Cl-],1644,1644,CCCC[P+](CCC)(CCCC)CCCC.[Cl-]
344.0,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1645,1645,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
321.0,CCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1646,1646,CCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
297.0,CCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1647,1647,CCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
326.0,CCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1648,1648,CCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
292.0,CCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1649,1649,CCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
296.0,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1650,1650,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
312.0,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1651,1651,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
288.0,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1652,1652,CC[n+]1ccn(C)c1.F[B-](F)(F)F
280.0,CC[n+]1ccn(C)c1.O=P([O-])(F)F,1653,1653,CC[n+]1ccn(C)c1.O=P([O-])(F)F
